player_id,season_id,appearances,goals,assists,clean_sheets,minutes_played,yellow_cards,red_cards
10483,79,4,0,0,0,137,0,0
4852,79,19,0,0,6,1710,0,0
13286,79,31,5,1,1,1720,0,0
13549,79,0,0,0,0,0,0,0
4328,79,25,21,6,6,1969,0,0
4081,79,11,0,0,0,408,0,0
4968,79,6,0,0,0,163,0,0
4040,79,17,0,0,0,533,0,0
11357,79,12,0,1,0,761,0,0
9199,79,0,0,0,0,0,0,0
24695,79,0,0,0,0,0,0,0
10559,79,0,0,0,0,0,0,0
10439,79,0,0,0,0,0,0,0
33112,79,0,0,0,0,0,0,0
4916,79,14,0,0,5,1177,0,0
4482,79,0,0,0,0,0,0,0
4499,79,38,2,3,6,3353,0,0
6609,79,38,2,0,10,3387,0,0
3564,79,34,2,7,6,2543,0,0
14732,79,19,1,1,6,1575,0,0
13984,79,0,0,0,0,0,0,0
14743,79,0,0,0,0,0,0,0
4413,79,36,2,6,6,3142,0,0
3732,79,0,0,0,0,0,0,0
9167,79,36,9,10,7,2970,0,0
4835,79,0,0,0,0,0,0,0
12306,79,8,0,0,3,488,0,0
15128,79,0,0,0,0,0,0,0
4093,79,33,7,2,12,2860,0,0
19731,79,1,0,0,0,10,0,0
5490,79,3,0,0,0,200,0,0
10475,79,26,0,2,4,1260,0,0
8234,79,0,0,0,0,0,0,0
4550,79,0,0,0,0,0,0,0
9595,79,21,3,1,4,1358,0,0
10476,79,0,0,0,0,0,0,0
8242,79,18,2,1,5,1335,0,0
4823,79,31,11,6,2,2322,0,0
8050,79,13,1,0,1,961,0,0
4859,79,28,2,2,3,1781,0,0
5110,79,13,10,4,3,1058,0,0
11293,79,17,2,2,6,1429,0,0
9468,79,24,7,0,1,1030,0,0
4496,79,37,2,6,15,3330,0,0
9762,79,0,0,0,0,0,0,0
5595,79,36,7,2,4,2856,0,0
13279,79,0,0,0,0,0,0,0
20538,79,13,2,1,2,1140,0,0
7175,79,0,0,0,0,0,0,0
12937,79,13,1,0,7,1000,0,0
3030,79,22,2,3,5,1910,0,0
11260,79,29,2,2,11,2124,0,0
4749,79,0,0,0,0,0,0,0
15030,79,0,0,0,0,0,0,0
14623,79,8,0,0,0,193,0,0
4711,79,2,0,0,0,30,0,0
2517,79,13,0,0,4,1125,0,0
4115,79,2,0,0,0,131,0,0
13590,79,0,0,0,0,0,0,0
8246,79,36,9,0,3,2157,0,0
10520,79,0,0,0,0,0,0,0
3312,79,5,0,0,0,234,0,0
1308,79,25,1,1,4,1927,0,0
16622,79,0,0,0,0,0,0,0
7450,79,12,2,1,1,353,0,0
32838,79,15,0,0,4,1308,0,0
8457,79,0,0,0,0,0,0,0
3608,79,0,0,0,0,0,0,0
19589,79,5,1,0,1,427,0,0
2537,79,38,0,0,6,3420,0,0
3765,79,0,0,0,0,0,0,0
20879,79,0,0,0,0,0,0,0
4474,79,35,2,3,12,3051,0,0
13490,79,1,0,0,0,90,0,0
5575,79,7,0,1,2,361,0,0
4492,79,31,3,5,5,2236,0,0
4205,79,15,0,1,0,485,0,0
6215,79,0,0,0,0,0,0,0
2886,79,35,0,4,6,3136,0,0
10451,79,2,0,0,0,46,0,0
19655,79,0,0,0,0,0,0,0
10426,79,0,0,0,0,0,0,0
8882,79,16,0,0,2,760,0,0
13231,79,0,0,0,0,0,0,0
4888,79,7,0,0,3,361,0,0
4769,79,0,0,0,0,0,0,0
10441,79,1,0,0,0,18,0,0
3348,79,0,0,0,0,0,0,0
5721,79,25,0,0,6,2238,0,0
4763,79,16,1,0,0,854,0,0
4898,79,1,0,0,0,72,0,0
4838,79,15,2,0,2,704,0,0
13475,79,0,0,0,0,0,0,0
13560,79,0,0,0,0,0,0,0
5067,79,35,6,4,6,1520,0,0
4601,79,0,0,0,0,0,0,0
12584,79,26,2,2,0,1213,0,0
4788,79,0,0,0,0,0,0,0
21627,79,0,0,0,0,0,0,0
4158,79,15,1,2,6,1279,0,0
9032,79,0,0,0,0,0,0,0
5810,79,3,0,0,1,225,0,0
14742,79,0,0,0,0,0,0,0
5668,79,12,1,0,2,798,0,0
2152,79,5,0,0,0,304,0,0
14636,79,0,0,0,0,0,0,0
4674,79,13,0,0,0,306,0,0
13873,79,0,0,0,0,0,0,0
23695,79,0,0,0,0,0,0,0
3744,79,26,0,7,6,1921,0,0
11965,79,0,0,0,0,0,0,0
8162,79,25,0,0,8,2017,0,0
8892,79,0,0,0,0,0,0,0
10596,79,15,0,2,0,358,0,0
4634,79,35,0,0,6,3150,0,0
10956,79,0,0,0,0,0,0,0
8945,79,5,0,0,0,247,0,0
10466,79,3,0,0,1,270,0,0
14547,79,0,0,0,0,0,0,0
4341,79,31,0,1,3,2386,0,0
9576,79,32,4,6,4,1875,0,0
2620,79,27,0,0,9,2084,0,0
4636,79,20,0,0,2,1524,0,0
4254,79,0,0,0,0,0,0,0
5001,79,26,3,4,7,2094,0,0
4843,79,23,1,0,4,1541,0,0
9869,79,0,0,0,0,0,0,0
1634,79,2,0,0,0,109,0,0
15989,79,7,0,1,0,452,0,0
4430,79,37,0,4,6,2569,0,0
13814,79,0,0,0,0,0,0,0
3160,79,7,0,0,1,495,0,0
2651,79,34,0,0,11,3040,0,0
4477,79,0,0,0,0,0,0,0
11347,79,32,0,3,7,2797,0,0
4844,79,5,1,0,0,216,0,0
4105,79,6,0,0,2,447,0,0
4620,79,12,0,0,1,869,0,0
14632,79,0,0,0,0,0,0,0
4161,79,28,8,0,0,1543,0,0
13491,79,24,0,2,4,1852,0,0
13510,79,0,0,0,0,0,0,0
11191,79,30,5,5,3,2247,0,0
13248,79,8,0,1,0,376,0,0
19608,79,23,0,0,5,1594,0,0
4495,79,27,0,0,6,2070,0,0
3562,79,20,2,1,4,1745,0,0
11146,79,0,0,0,0,0,0,0
12365,79,0,0,0,0,0,0,0
9100,79,29,3,1,5,2042,0,0
4604,79,3,0,0,1,174,0,0
3448,79,23,1,2,5,1905,0,0
10268,79,0,0,0,0,0,0,0
3713,79,0,0,0,0,0,0,0
3600,79,12,0,1,4,1035,0,0
23739,79,0,0,0,0,0,0,0
21653,79,0,0,0,0,0,0,0
15094,79,0,0,0,0,0,0,0
8045,79,34,2,1,5,2766,0,0
3549,79,7,0,0,0,156,0,0
4911,79,35,0,0,15,3150,0,0
2889,79,38,2,1,12,3420,0,0
2559,79,3,0,0,0,180,0,0
8897,79,36,1,7,10,3071,0,0
1629,79,31,5,2,0,1555,0,0
5174,79,0,0,0,0,0,0,0
10539,79,2,0,0,0,6,0,0
33158,79,0,0,0,0,0,0,0
3242,79,35,1,3,6,3004,0,0
5328,79,23,3,2,7,1341,0,0
3807,79,17,1,0,1,1435,0,0
9251,79,10,0,0,2,900,0,0
8389,79,0,0,0,0,0,0,0
12854,79,8,0,0,3,444,0,0
2985,79,0,0,0,0,0,0,0
14457,79,0,0,0,0,0,0,0
4100,79,10,1,0,2,839,0,0
10526,79,0,0,0,0,0,0,0
13389,79,33,2,1,1,1901,0,0
2423,79,23,3,0,4,1521,0,0
4198,79,28,2,0,7,2509,0,0
4330,79,37,0,0,18,3330,0,0
4288,79,37,8,16,8,3083,0,0
4885,79,0,0,0,0,0,0,0
14834,79,0,0,0,0,0,0,0
4546,79,0,0,0,0,0,0,0
9947,79,29,5,2,4,1841,0,0
1526,79,24,4,1,0,1083,0,0
5345,79,24,1,1,6,2008,0,0
1911,79,2,0,0,0,95,0,0
14778,79,0,0,0,0,0,0,0
3799,79,22,1,2,3,1746,0,0
4123,79,28,0,0,1,1883,0,0
11002,79,0,0,0,0,0,0,0
14643,79,0,0,0,0,0,0,0
16747,79,33,6,1,3,1808,0,0
4777,79,7,1,0,0,438,0,0
32936,79,14,0,1,0,583,0,0
3982,79,31,2,0,3,2043,0,0
3642,79,0,0,0,0,0,0,0
14800,79,5,0,0,0,50,0,0
15199,79,0,0,0,0,0,0,0
4941,79,0,0,0,0,0,0,0
4112,79,34,0,2,13,2827,0,0
3925,79,35,6,2,3,2601,0,0
5577,79,0,0,0,0,0,0,0
19678,79,0,0,0,0,0,0,0
13823,79,37,7,3,9,3325,0,0
14442,79,0,0,0,0,0,0,0
3670,79,12,1,0,1,522,0,0
6451,79,12,0,0,4,1080,0,0
3601,79,37,0,1,9,3294,0,0
14771,79,0,0,0,0,0,0,0
23738,79,0,0,0,0,0,0,0
4340,79,20,0,0,5,1603,0,0
8163,79,38,1,1,10,3420,0,0
2341,79,24,0,0,0,1312,0,0
12707,79,36,0,0,16,3195,0,0
12265,79,0,0,0,0,0,0,0
15038,79,6,0,0,0,483,0,0
14753,79,0,0,0,0,0,0,0
21468,79,0,0,0,0,0,0,0
8962,79,0,0,0,0,0,0,0
2214,79,16,0,0,3,1440,0,0
6362,79,11,0,0,3,767,0,0
4845,79,37,10,10,13,3226,0,0
16803,79,5,0,1,1,279,0,0
2934,79,5,0,0,0,228,0,0
3309,79,38,0,0,9,3420,0,0
2417,79,32,2,4,6,2308,0,0
3182,79,0,0,0,0,0,0,0
5672,79,30,1,1,7,2677,0,0
7564,79,0,0,0,0,0,0,0
3604,79,16,4,0,4,612,0,0
22546,79,23,1,1,3,1714,0,0
4810,79,20,1,1,3,1399,0,0
23976,79,0,0,0,0,0,0,0
15759,79,14,0,1,0,845,0,0
4804,79,34,5,3,13,2885,0,0
5344,79,0,0,0,0,0,0,0
13867,79,10,1,0,1,539,0,0
5144,79,0,0,0,0,0,0,0
3156,79,28,2,2,4,2273,0,0
4129,79,0,0,0,0,0,0,0
1943,79,27,1,1,4,2222,0,0
14805,79,5,0,1,0,45,0,0
14298,79,0,0,0,0,0,0,0
3170,79,20,0,0,4,1800,0,0
2932,79,37,0,0,10,3330,0,0
13561,79,21,0,0,2,1594,0,0
25292,79,0,0,0,0,0,0,0
25309,79,0,0,0,0,0,0,0
8044,79,32,0,1,4,2707,0,0
8052,79,26,5,3,2,2009,0,0
5371,79,25,0,1,4,1918,0,0
7482,79,2,0,0,0,17,0,0
13387,79,4,0,0,0,119,0,0
12639,79,28,5,0,1,1074,0,0
9650,79,0,0,0,0,0,0,0
10423,79,0,0,0,0,0,0,0
19680,79,29,13,3,4,1671,0,0
