player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Che Adams,10,sct SCO,FW,26-031,90,0,0,0,0,1,0,0,0,21,2,0,0,0.1,0.1,0.0,2,0,7,14,50.0,1,9,0,0,0
Mohamed Elyounoussi,24,no NOR,AM,28-009,60,0,0,0,0,2,0,0,0,22,0,1,0,0.0,0.0,0.0,2,0,8,15,53.3,0,11,0,2,1
Adam Armstrong,9,eng ENG,FW,25-184,30,0,1,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,1,1,8,12,66.7,1,9,1,0,0
Stuart Armstrong,17,sct SCO,AM,30-136,61,0,0,0,0,2,0,0,0,22,0,0,1,0.2,0.2,0.1,1,0,11,14,78.6,1,11,3,1,0
Joe Aribo,7,ng NGA,AM,26-023,29,1,0,0,0,3,2,0,0,17,1,0,0,0.3,0.3,0.0,1,1,7,10,70.0,1,8,0,2,1
Roméo Lavia,45,be BEL,"CM,DM",18-219,90,0,0,0,0,0,0,0,0,37,0,4,1,0.0,0.0,0.1,2,0,22,27,81.5,5,17,0,2,1
James Ward-Prowse,8,eng ENG,"CM,DM",27-285,90,0,0,0,0,1,0,0,0,54,4,0,0,0.0,0.0,0.0,2,0,32,45,71.1,4,21,0,1,1
Moussa Djenepo,19,ml MLI,"WB,LB",24-059,89,0,0,0,0,0,0,0,0,54,1,3,2,0.0,0.0,0.1,2,0,29,43,67.4,4,25,4,6,5
Jack Stephens,5,eng ENG,LB,28-198,1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0
Kyle Walker-Peters,2,eng ENG,"WB,RB",25-122,90,1,0,0,0,2,1,0,0,50,1,0,0,0.4,0.4,0.1,2,0,22,36,61.1,4,28,4,5,3
Mohammed Salisu,22,gh GHA,CB,23-118,90,0,0,0,0,0,0,1,0,77,4,1,3,0.0,0.0,0.0,2,0,44,65,67.7,2,33,1,3,3
Jan Bednarek,35,pl POL,CB,26-123,69,0,0,0,0,1,0,0,0,42,2,1,3,0.1,0.1,0.0,0,0,25,32,78.1,0,18,0,0,0
Sekou Mara,18,fr FRA,AM,20-014,21,0,1,0,0,1,1,0,0,8,1,0,0,0.0,0.0,0.3,3,2,2,2,100.0,1,5,0,3,2
Armel Bella Kotchap,37,de GER,CB,20-245,90,0,0,0,0,1,0,0,0,43,0,4,2,0.0,0.0,0.0,0,0,19,31,61.3,1,15,1,1,0
Gavin Bazunu,31,ie IRL,GK,20-174,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,17,30,56.7,0,16,0,0,0
