player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Wilfried Zaha,11,ci CIV,FW,29-186,90,0,0,0,0,2,1,0,0,34,3,0,1,0.0,0.0,0.1,2,0,10,17,58.8,2,26,3,8,2
Jean-Philippe Mateta,14,fr FRA,FW,24-321,70,0,0,0,0,2,0,0,0,28,0,0,0,0.1,0.1,0.1,2,0,14,20,70.0,0,19,2,0,0
Odsonne Édouard,22,fr FRA,"LM,FW",24-119,20,0,0,0,0,0,0,1,0,9,0,0,2,0.0,0.0,0.0,1,0,4,5,80.0,0,6,0,0,0
Eberechi Eze,10,eng ENG,CM,23-320,77,0,0,0,0,2,0,0,0,44,3,2,0,0.1,0.1,0.1,3,0,29,32,90.6,7,32,3,5,2
Jeffrey Schlupp,15,gh GHA,CM,29-143,13,1,0,0,0,1,1,0,0,9,0,1,1,0.8,0.8,0.0,0,0,3,5,60.0,1,6,0,1,0
Luka Milivojević,4,rs SRB,CM,31-038,77,0,0,0,0,0,0,0,0,47,1,2,0,0.0,0.0,0.1,6,0,39,44,88.6,1,22,0,0,0
Christian Benteke,20,be BEL,FW,31-163,13,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,1,4,25.0,0,3,0,0,0
Conor Gallagher,23,eng ENG,"CM,RM",22-098,90,0,0,0,0,3,1,1,0,64,0,3,4,0.1,0.1,0.0,3,0,38,50,76.0,3,42,1,4,4
Tyrick Mitchell,3,eng ENG,LB,22-256,90,0,0,0,0,1,0,0,0,70,2,2,2,0.1,0.1,0.0,1,0,47,59,79.7,1,48,2,0,0
Marc Guéhi,6,eng ENG,CB,21-306,90,0,1,0,0,2,0,0,0,62,1,0,0,0.2,0.2,0.8,3,1,55,57,96.5,3,48,0,1,1
Joachim Andersen,16,dk DEN,CB,25-349,90,0,0,0,0,1,0,0,0,90,0,1,2,0.0,0.0,0.2,4,0,65,80,81.3,6,60,1,0,0
Cheikhou Kouyaté,8,sn SEN,"CB,CM",32-145,90,0,0,0,0,0,0,1,0,77,2,2,1,0.0,0.0,0.0,1,0,59,69,85.5,2,58,0,1,1
Nathaniel Clyne,17,eng ENG,RB,31-040,90,0,0,0,0,2,1,0,0,68,0,0,0,0.1,0.1,0.0,1,0,47,60,78.3,2,43,4,0,0
Jack Butland,1,eng ENG,GK,29-066,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,31,33,93.9,0,24,0,0,0
