match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
66342,418,"Fri 13 Aug 2021, 20:00 BST",130,1,2,0,C,Gtech Community Stadium,16479
66347,418,"Sat 14 Aug 2021, 12:30 BST",12,9,5,1,C,Old Trafford,72732
66343,418,"Sat 14 Aug 2021, 15:00 BST",43,131,1,2,C,Turf Moor,16910
66344,418,"Sat 14 Aug 2021, 15:00 BST",4,6,3,0,C,Stamford Bridge,38965
66345,418,"Sat 14 Aug 2021, 15:00 BST",7,20,3,1,C,Goodison Park,38487
66346,418,"Sat 14 Aug 2021, 15:00 BST",26,38,1,0,C,King Power Stadium,31983
66351,418,"Sat 14 Aug 2021, 15:00 BST",33,2,3,2,C,Vicarage Road,20051
66349,418,"Sat 14 Aug 2021, 17:30 BST",14,10,0,3,C,Carrow Road,27023
66348,418,"Sun 15 Aug 2021, 14:00 BST",23,25,2,4,C,St. James' Park,50673
66350,418,"Sun 15 Aug 2021, 16:30 BST",21,11,1,0,C,Tottenham Hotspur Stadium,58262
66357,418,"Sat 21 Aug 2021, 12:30 BST",10,43,2,0,C,Anfield,52591
66353,418,"Sat 21 Aug 2021, 15:00 BST",2,23,2,0,C,Villa Park,41964
66355,418,"Sat 21 Aug 2021, 15:00 BST",6,130,0,0,C,Selhurst Park,23091
66356,418,"Sat 21 Aug 2021, 15:00 BST",9,7,2,2,C,Elland Road,36293
66358,418,"Sat 21 Aug 2021, 15:00 BST",11,14,5,0,C,Etihad Stadium,51437
66354,418,"Sat 21 Aug 2021, 17:30 BST",131,33,2,0,C,American Express Stadium,29485
66359,418,"Sun 22 Aug 2021, 14:00 BST",20,12,1,1,C,St. Mary's Stadium,29485
66361,418,"Sun 22 Aug 2021, 14:00 BST",38,21,0,1,C,Molineux Stadium,30368
66352,418,"Sun 22 Aug 2021, 16:30 BST",1,4,0,2,C,Emirates Stadium,58729
66360,418,"Mon 23 Aug 2021, 20:00 BST",25,26,4,1,C,London Stadium,59901
66366,418,"Sat 28 Aug 2021, 12:30 BST",11,1,5,0,C,Etihad Stadium,52276
66362,418,"Sat 28 Aug 2021, 15:00 BST",2,130,1,1,C,Villa Park,42045
66363,418,"Sat 28 Aug 2021, 15:00 BST",131,7,0,2,C,American Express Stadium,30548
66367,418,"Sat 28 Aug 2021, 15:00 BST",23,20,2,2,C,St. James' Park,44017
66368,418,"Sat 28 Aug 2021, 15:00 BST",14,26,1,2,C,Carrow Road,26765
66370,418,"Sat 28 Aug 2021, 15:00 BST",25,6,2,2,C,London Stadium,59751
66365,418,"Sat 28 Aug 2021, 17:30 BST",10,4,1,1,C,Anfield,
66364,418,"Sun 29 Aug 2021, 14:00 BST",43,9,1,1,C,Turf Moor,18665
66369,418,"Sun 29 Aug 2021, 14:00 BST",21,33,1,0,C,Tottenham Hotspur Stadium,57672
66371,418,"Sun 29 Aug 2021, 16:30 BST",38,12,0,1,C,Molineux Stadium,30621
66375,418,"Sat 11 Sep 2021, 12:30 BST",6,21,3,0,C,Selhurst Park,22740
66372,418,"Sat 11 Sep 2021, 15:00 BST",1,14,1,0,C,Emirates Stadium,59337
66373,418,"Sat 11 Sep 2021, 15:00 BST",130,131,0,1,C,Gtech Community Stadium,16518
66378,418,"Sat 11 Sep 2021, 15:00 BST",26,11,0,1,C,King Power Stadium,32087
66379,418,"Sat 11 Sep 2021, 15:00 BST",12,23,4,1,C,Old Trafford,72732
66380,418,"Sat 11 Sep 2021, 15:00 BST",20,25,0,0,C,St. Mary's Stadium,
66381,418,"Sat 11 Sep 2021, 15:00 BST",33,38,0,2,C,Vicarage Road,20019
66374,418,"Sat 11 Sep 2021, 17:30 BST",4,2,3,0,C,Stamford Bridge,39969
66377,418,"Sun 12 Sep 2021, 16:30 BST",9,10,0,3,C,Elland Road,36507
66376,418,"Mon 13 Sep 2021, 20:00 BST",7,43,3,1,C,Goodison Park,38354
66387,418,"Fri 17 Sep 2021, 20:00 BST",23,9,1,1,C,St. James' Park,50407
66391,418,"Sat 18 Sep 2021, 12:30 BST",38,130,0,2,C,Molineux Stadium,29724
66384,418,"Sat 18 Sep 2021, 15:00 BST",43,1,0,1,C,Turf Moor,21944
66385,418,"Sat 18 Sep 2021, 15:00 BST",10,6,3,0,C,Anfield,52985
66386,418,"Sat 18 Sep 2021, 15:00 BST",11,20,0,0,C,Etihad Stadium,52698
66388,418,"Sat 18 Sep 2021, 15:00 BST",14,33,1,3,C,Carrow Road,26649
66382,418,"Sat 18 Sep 2021, 17:30 BST",2,7,3,0,C,Villa Park,41888
66383,418,"Sun 19 Sep 2021, 14:00 BST",131,26,2,1,C,American Express Stadium,31078
66390,418,"Sun 19 Sep 2021, 14:00 BST",25,12,1,2,C,London Stadium,59958
66389,418,"Sun 19 Sep 2021, 16:30 BST",21,4,0,3,C,Tottenham Hotspur Stadium,60059
66394,418,"Sat 25 Sep 2021, 12:30 BST",4,11,0,1,C,Stamford Bridge,40036
66399,418,"Sat 25 Sep 2021, 12:30 BST",12,2,0,1,C,Old Trafford,72922
66396,418,"Sat 25 Sep 2021, 15:00 BST",7,14,2,0,C,Goodison Park,38821
66397,418,"Sat 25 Sep 2021, 15:00 BST",9,25,1,2,C,Elland Road,36417
66398,418,"Sat 25 Sep 2021, 15:00 BST",26,43,2,2,C,King Power Stadium,31650
66401,418,"Sat 25 Sep 2021, 15:00 BST",33,23,1,1,C,Vicarage Road,20650
66393,418,"Sat 25 Sep 2021, 17:30 BST",130,10,3,3,C,Gtech Community Stadium,16876
66400,418,"Sun 26 Sep 2021, 14:00 BST",20,38,0,1,C,St. Mary's Stadium,28002
66392,418,"Sun 26 Sep 2021, 16:30 BST",1,21,3,1,C,Emirates Stadium,59919
66395,418,"Mon 27 Sep 2021, 20:00 BST",6,131,1,1,C,Selhurst Park,22975
66408,418,"Sat 2 Oct 2021, 12:30 BST",12,7,1,1,C,Old Trafford,73128
66403,418,"Sat 2 Oct 2021, 15:00 BST",43,14,0,0,C,Turf Moor,17427
66404,418,"Sat 2 Oct 2021, 15:00 BST",4,20,3,1,C,Stamford Bridge,40109
66406,418,"Sat 2 Oct 2021, 15:00 BST",9,33,1,0,C,Elland Road,36261
66411,418,"Sat 2 Oct 2021, 15:00 BST",38,23,2,1,C,Molineux Stadium,30483
66402,418,"Sat 2 Oct 2021, 17:30 BST",131,1,0,0,C,American Express Stadium,31266
66405,418,"Sun 3 Oct 2021, 14:00 BST",6,26,2,2,C,Selhurst Park,22445
66409,418,"Sun 3 Oct 2021, 14:00 BST",21,2,2,1,C,Tottenham Hotspur Stadium,53076
66410,418,"Sun 3 Oct 2021, 14:00 BST",25,130,1,2,C,London Stadium,49940
66407,418,"Sun 3 Oct 2021, 16:30 BST",10,11,2,2,C,Anfield,53102
66421,418,"Sat 16 Oct 2021, 12:30 BST",33,10,0,5,C,Vicarage Road,21085
66413,418,"Sat 16 Oct 2021, 15:00 BST",2,38,2,3,C,Villa Park,41951
66416,418,"Sat 16 Oct 2021, 15:00 BST",26,12,4,2,C,King Power Stadium,32219
66417,418,"Sat 16 Oct 2021, 15:00 BST",11,43,2,0,C,Etihad Stadium,52711
