player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Łukasz Fabiański,pl POL,34-267,14,,,,,0.0,3,4,75.0,2,,100.0,56.0,2,100.0,52.5,4,,,,4.0
David Martin,eng ENG,33-353,76,3,1,2,66.7,0.9,5,21,23.8,20,4,55.0,40.2,12,83.3,57.3,16,0,0.0,0,5.0
