player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
David McGoldrick,17,ie IRL,FW,32-042,59,0,0,0,0,1,0,0,0,17,0,0,0,0.1,0.1,0.0,0,0,7,11,63.6,0,6,0,1,1
Lys Mousset,22,fr FRA,FW,23-336,31,0,0,0,0,2,1,0,0,18,0,0,0,0.3,0.3,0.0,1,0,8,11,72.7,0,12,2,1,1
Oliver McBurnie,9,sct SCO,FW,23-220,83,1,0,0,0,2,1,0,0,46,3,1,0,0.5,0.5,0.0,3,0,24,37,64.9,4,15,2,1,0
Billy Sharp,10,eng ENG,FW,33-339,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,1,4,1,0,0
John Fleck,4,sct SCO,CM,28-139,90,0,1,0,0,3,0,0,0,59,2,0,0,0.1,0.1,0.7,5,2,36,52,69.2,3,19,1,2,2
Oliver Norwood,16,nir NIR,CM,28-273,90,0,0,0,0,0,0,0,0,71,1,1,1,0.0,0.0,0.3,4,0,49,67,73.1,8,19,1,0,0
John Lundstram,7,eng ENG,CM,25-326,69,0,0,0,0,2,0,0,0,46,4,2,2,0.2,0.2,0.1,2,0,19,32,59.4,3,13,0,4,1
Muhamed Bešić,27,ba BIH,CM,27-122,21,0,0,0,0,1,1,1,0,16,1,0,0,0.0,0.0,0.0,0,0,12,14,85.7,2,6,1,1,1
Enda Stevens,3,ie IRL,WB,29-185,90,0,0,0,0,0,0,0,0,57,2,0,0,0.0,0.0,0.1,3,0,33,51,64.7,4,32,5,3,2
George Baldock,2,gr GRE,WB,26-307,90,0,0,0,0,1,0,0,0,55,4,1,1,0.1,0.1,0.1,3,0,32,45,71.1,0,23,1,1,1
Jack O'Connell,5,eng ENG,CB,25-287,90,0,0,0,0,0,0,0,0,56,1,1,0,0.0,0.0,0.0,0,0,34,50,68.0,2,18,0,0,0
John Egan,12,ie IRL,CB,27-082,90,0,0,0,0,1,0,0,0,43,1,0,0,0.2,0.2,0.0,0,0,25,35,71.4,2,10,0,1,0
Chris Basham,6,eng ENG,CB,31-174,90,0,0,0,0,0,0,0,0,58,0,2,0,0.0,0.0,0.0,0,0,37,50,74.0,7,18,3,0,0
Dean Henderson,1,eng ENG,GK,22-304,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,13,30,43.3,0,16,0,0,0
