team_id,season_id,position,played,wins,draws,losses,goals_for,goals_against,points,clean_sheets,goal_difference
4,27,1,0,0,0,0,0,0,0,0,0
11,27,2,0,0,0,0,0,0,0,0,0
1,27,3,0,0,0,0,0,0,0,0,0
12,27,4,0,0,0,0,0,0,0,0,0
21,27,5,0,0,0,0,0,0,0,0,0
10,27,6,0,0,0,0,0,0,0,0,0
20,27,7,0,0,0,0,0,0,0,0,0
45,27,8,0,0,0,0,0,0,0,0,0
42,27,9,0,0,0,0,0,0,0,0,0
6,27,10,0,0,0,0,0,0,0,0,0
7,27,11,0,0,0,0,0,0,0,0,0
25,27,12,0,0,0,0,0,0,0,0,0
36,27,13,0,0,0,0,0,0,0,0,0
26,27,14,0,0,0,0,0,0,0,0,0
23,27,15,0,0,0,0,0,0,0,0,0
29,27,16,0,0,0,0,0,0,0,0,0
2,27,17,0,0,0,0,0,0,0,0,0
41,27,18,0,0,0,0,0,0,0,0,0
43,27,19,0,0,0,0,0,0,0,0,0
17,27,20,0,0,0,0,0,0,0,0,0
