date_GMT,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,home_goal_0_9,home_goal_10_19,home_goal_20_29,home_goal_30_39,home_goal_40_49,home_goal_50_59,home_goal_60_69,home_goal_70_79,home_goal_80_89,home_goal_90_99,home_goal_100_plus,away_goal_0_9,away_goal_10_19,away_goal_20_29,away_goal_30_39,away_goal_40_49,away_goal_50_59,away_goal_60_69,away_goal_70_79,away_goal_80_89,away_goal_90_99,away_goal_100_plus,home_result,away_result
Aug 21 2021 - 11:30am,Liverpool,Burnley,0.0,0.0,2.58,0.74,2,0,2,1,1,0,8,4,0,0,0,0,0,0,0,0,28,10,10,4,18,6,6,12,67,33,0.0,0.0,2.88,1.22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.21,7.25,14.0,1.2,1.53,2.3,3.95,2.05,1.83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 21 2021 - 2:00pm,Aston Villa,Newcastle United,0.0,0.0,1.21,1.0,2,0,2,1,1,0,3,4,3,0,4,0,1,2,2,2,13,10,3,2,10,8,8,11,47,53,0.0,0.0,1.31,1.05,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.83,3.9,4.15,1.27,1.74,2.8,4.85,1.74,2.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 21 2021 - 2:00pm,Crystal Palace,Brentford,0.0,0.0,1.53,1.16,0,0,0,0,0,0,3,5,3,0,1,0,1,2,0,1,8,16,3,4,5,12,12,11,53,47,0.0,0.0,1.0,1.58,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.55,3.2,2.95,1.47,2.25,3.9,7.75,1.95,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Aug 21 2021 - 2:00pm,Leeds United,Everton,0.0,0.0,0.95,0.53,2,2,4,2,1,1,8,5,2,0,4,0,2,0,1,3,18,18,5,9,13,9,5,12,70,30,0.0,0.0,1.94,2.03,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.35,3.45,3.1,1.28,1.77,2.8,4.85,1.65,2.35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,draw,draw
Aug 21 2021 - 2:00pm,Manchester City,Norwich City,0.0,0.0,2.47,0.53,5,0,5,2,2,0,6,1,1,0,0,0,1,0,0,0,21,2,8,0,13,2,13,7,67,33,0.0,0.0,2.53,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.11,11.0,25.0,1.13,1.39,1.91,3.05,2.3,1.69,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 21 2021 - 4:30pm,Brighton & Hove Albion,Watford,0.0,0.0,1.16,0.79,2,0,2,2,2,0,7,2,4,0,0,0,0,4,0,0,14,11,4,2,10,9,11,7,57,43,0.0,0.0,1.59,1.29,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.71,3.65,5.75,1.44,2.2,3.95,8.0,2.2,1.74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 22 2021 - 1:00pm,Southampton,Manchester United,0.0,0.0,1.32,1.21,1,1,2,1,1,0,7,7,2,0,3,0,0,2,1,2,9,16,4,5,5,11,12,11,36,64,0.0,0.0,1.15,1.72,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.5,4.4,1.59,1.27,1.71,2.75,4.95,1.83,2.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,draw,draw
Aug 22 2021 - 1:00pm,Wolverhampton Wanderers,Tottenham Hotspur,0.0,0.0,1.26,1.63,0,1,1,1,0,1,5,4,1,0,4,0,0,1,2,2,25,9,6,7,19,2,9,8,58,42,0.0,0.0,2.64,1.25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.2,3.15,2.4,1.43,2.15,3.75,7.25,1.95,1.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,lose,win
Aug 22 2021 - 3:30pm,Arsenal,Chelsea,0.0,0.0,2.16,2.11,0,2,2,2,0,2,9,8,3,0,0,0,2,1,0,0,7,23,4,6,3,17,13,4,35,65,0.0,0.0,1.08,2.28,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.55,3.65,1.83,1.43,2.15,3.8,7.5,2.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,lose,win
Aug 23 2021 - 7:00pm,West Ham United,Leicester City,0.0,0.0,1.68,0.95,4,1,5,1,1,0,10,0,0,0,1,1,0,0,1,1,20,6,8,2,12,4,7,7,51,49,0.0,0.0,2.4,0.68,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.88,3.4,2.38,1.3,1.83,2.94,5.25,1.69,2.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,win,lose
Aug 28 2021 - 11:30am,Manchester City,Arsenal,3.0,0.0,2.47,1.47,5,0,5,3,3,0,14,0,1,0,2,1,0,1,3,0,26,2,11,0,15,2,6,8,80,20,2.53,2.35,3.06,0.24,3.5,0,100,50,50,50,50,100,50,100,11.0,1.0,1.33,5.75,9.5,1.26,1.69,2.7,4.95,2.1,1.8,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 28 2021 - 2:00pm,Aston Villa,Brentford,3.0,1.0,1.21,1.16,1,1,2,2,1,1,3,2,3,0,3,0,0,3,0,3,8,10,5,3,3,7,15,14,47,53,1.31,1.58,1.2,1.16,1.0,0,50,0,0,0,0,50,0,50,8.0,4.0,2.1,3.25,3.85,1.48,2.3,4.15,8.5,2.0,1.91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,draw,draw
Aug 28 2021 - 2:00pm,Brighton & Hove Albion,Everton,3.0,1.0,1.16,0.53,0,2,2,1,0,1,4,5,1,0,2,0,0,1,0,2,16,15,2,6,14,9,5,10,66,34,1.59,2.03,1.52,1.69,3.0,50,100,50,50,0,100,100,50,50,12.0,8.0,2.3,3.2,3.4,1.5,2.35,4.15,8.25,2.05,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,lose,win
Aug 28 2021 - 2:00pm,Newcastle United,Southampton,0.0,0.0,1.58,0.79,2,2,4,0,0,0,4,4,3,0,3,0,1,2,1,2,10,22,5,6,5,16,13,3,36,64,1.77,0.99,1.22,2.28,5.0,100,100,100,100,50,50,100,100,100,15.0,1.0,2.45,3.45,2.9,1.34,1.91,3.15,5.75,1.77,2.15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,draw,draw
Aug 28 2021 - 2:00pm,Norwich City,Leicester City,0.0,0.0,0.63,0.95,1,2,3,2,1,1,9,9,2,0,1,0,1,1,0,1,17,11,3,4,14,7,9,9,44,56,1.32,0.68,1.57,1.21,4.0,50,100,100,50,50,0,100,100,100,3.0,4.0,3.95,3.65,1.95,1.28,1.77,2.8,4.9,1.71,2.25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,lose,win
Aug 28 2021 - 2:00pm,West Ham United,Crystal Palace,3.0,0.0,1.68,1.0,2,2,4,1,1,0,5,3,1,0,0,0,0,1,0,0,14,10,4,3,10,7,10,7,46,54,2.4,0.52,1.63,1.18,4.0,50,100,100,50,50,50,100,50,100,12.0,0.0,1.57,4.15,6.25,1.32,1.87,3.05,5.75,1.95,1.95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,draw,draw
Aug 28 2021 - 4:30pm,Liverpool,Chelsea,3.0,3.0,2.58,2.11,1,1,2,2,1,1,12,3,0,0,2,1,0,0,3,0,24,7,9,4,15,3,13,4,66,34,2.88,2.28,2.94,0.91,2.0,0,100,0,0,0,50,100,0,50,16.0,0.0,2.6,3.25,2.85,1.34,1.95,3.15,6.5,1.87,2.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,draw,draw
Aug 29 2021 - 1:00pm,Burnley,Leeds United,0.0,0.0,1.11,1.05,1,1,2,0,0,0,5,5,4,0,3,0,3,1,1,2,13,13,4,3,9,10,13,10,36,64,1.36,1.23,1.4,1.46,4.5,100,100,100,50,50,0,100,100,100,11.0,4.0,3.25,3.5,2.25,1.29,1.8,2.85,5.0,1.71,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,draw,draw
Aug 29 2021 - 1:00pm,Tottenham Hotspur,Watford,3.0,0.0,2.11,0.79,1,0,1,1,1,0,10,3,3,0,3,0,1,2,1,2,17,10,8,2,9,8,8,13,58,42,1.29,1.29,2.08,1.02,1.5,0,50,0,0,0,50,50,0,50,5.0,2.0,1.42,4.6,8.5,1.31,1.83,3.05,6.0,2.1,1.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 29 2021 - 3:30pm,Wolverhampton Wanderers,Manchester United,0.0,1.0,1.26,1.21,0,1,1,0,0,0,5,7,3,0,4,0,0,3,1,3,16,11,7,4,9,7,7,9,44,56,2.64,1.72,1.75,1.31,1.5,50,50,0,0,0,0,100,0,50,12.0,4.0,4.65,3.6,1.8,1.29,1.77,2.85,5.75,1.87,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,lose,win
Sep 11 2021 - 11:30am,Crystal Palace,Tottenham Hotspur,1.0,3.0,1.53,1.63,3,0,3,0,0,0,8,2,2,0,2,1,0,2,0,3,19,3,5,2,14,1,14,15,62,38,1.0,1.25,2.06,0.51,0.5,0,0,0,0,0,0,50,0,0,7.0,7.0,3.9,3.4,2.05,1.44,2.25,3.9,7.75,2.0,1.91,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 11 2021 - 2:00pm,Arsenal,Norwich City,0.0,0.0,2.16,0.53,1,0,1,0,0,0,8,4,1,0,2,0,0,1,1,1,29,11,7,2,22,9,9,10,52,48,1.08,0.2,2.76,1.2,3.5,0,100,50,50,50,100,100,50,50,10.0,3.0,1.43,4.9,7.5,1.25,1.65,2.5,4.45,1.91,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 11 2021 - 2:00pm,Brentford,Brighton & Hove Albion,3.0,3.0,1.26,1.53,0,1,1,0,0,0,1,5,3,0,2,0,2,1,0,2,8,5,2,3,6,2,8,12,41,59,1.04,1.68,0.93,0.9,2.5,50,100,50,0,0,0,100,50,100,8.0,1.0,2.8,2.95,2.9,1.62,2.6,4.8,10.25,2.25,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lose,win
Sep 11 2021 - 2:00pm,Leicester City,Manchester City,3.0,0.0,1.79,2.42,0,1,1,0,0,0,5,8,1,0,2,0,0,1,2,0,8,25,3,9,5,16,4,10,40,60,1.57,2.03,0.93,2.78,1.0,0,0,0,0,0,0,50,0,50,16.0,2.0,6.0,4.2,1.59,1.3,1.83,3.0,5.5,2.0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lose,win
Sep 11 2021 - 2:00pm,Manchester United,Newcastle United,3.0,0.0,1.84,1.0,4,1,5,1,1,0,7,3,1,0,0,0,0,1,0,0,22,13,6,5,16,8,9,4,64,36,1.93,1.05,2.41,1.37,4.0,50,100,50,50,50,0,100,50,100,9.0,5.0,1.18,7.75,17.0,1.16,1.47,2.15,3.65,2.25,1.71,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,win,lose
Sep 11 2021 - 2:00pm,Southampton,West Ham United,1.0,3.0,1.32,1.26,0,0,0,0,0,0,5,4,3,0,2,1,1,2,0,3,11,14,3,4,8,10,7,9,42,58,1.15,2.33,1.15,1.58,4.0,100,100,50,50,50,50,100,50,100,13.0,2.0,3.1,3.6,2.25,1.26,1.71,2.65,4.6,1.62,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 11 2021 - 2:00pm,Watford,Wolverhampton Wanderers,3.0,0.0,0.42,1.42,0,2,2,0,0,0,6,8,3,0,3,0,1,2,0,3,8,15,4,6,4,9,11,12,44,56,1.43,1.59,1.1,1.75,3.0,50,50,50,50,50,50,100,50,50,6.0,5.0,3.45,3.2,2.3,1.53,2.4,4.25,8.75,2.15,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,lose,win
Sep 11 2021 - 4:30pm,Chelsea,Aston Villa,3.0,0.0,1.79,1.16,3,0,3,1,1,0,4,11,1,0,4,0,0,1,2,2,13,19,5,7,8,12,12,13,57,43,1.97,1.31,1.4,2.18,4.0,50,100,100,50,50,100,100,50,100,9.0,1.0,1.31,5.5,10.5,1.26,1.67,2.85,4.95,2.1,1.8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 12 2021 - 3:30pm,Leeds United,Liverpool,1.0,3.0,0.95,2.26,0,3,3,1,0,1,2,11,2,1,1,0,2,1,1,0,10,31,5,10,5,21,8,8,44,56,1.94,2.38,1.32,3.07,3.5,50,100,100,50,0,50,100,100,100,19.0,3.0,4.8,4.25,1.67,1.21,1.57,2.35,3.95,1.67,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,lose,win
Sep 13 2021 - 7:00pm,Everton,Burnley,3.0,0.0,1.53,0.74,3,1,4,0,0,0,4,6,1,0,1,0,0,1,0,1,15,12,7,7,8,5,4,8,52,48,1.56,1.22,1.82,1.56,3.0,50,100,50,50,0,0,100,50,100,10.0,2.0,1.67,3.8,5.75,1.4,2.15,3.75,7.25,2.15,1.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,win,lose
Sep 17 2021 - 7:00pm,Newcastle United,Leeds United,0.5,0.5,1.58,1.05,1,1,2,2,1,1,4,5,2,0,2,0,2,0,0,2,18,22,8,10,10,12,8,11,35,65,1.5,1.35,1.98,2.5,4.5,100,100,75,75,50,25,50,100,100,10.0,4.5,3.0,3.65,2.3,1.24,1.65,2.5,4.15,1.47,2.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,draw,draw
Sep 18 2021 - 11:30am,Wolverhampton Wanderers,Brentford,0.0,1.0,1.26,1.16,0,2,2,2,0,2,4,2,4,0,3,1,2,2,0,4,12,10,0,4,12,6,10,7,62,38,2.19,1.37,1.26,1.1,1.0,25,25,0,0,0,25,50,0,25,8.5,4.0,1.83,3.35,5.0,1.51,2.45,4.5,9.5,2.15,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,lose,win
Sep 18 2021 - 2:00pm,Burnley,Arsenal,0.5,0.0,1.11,1.47,0,1,1,1,0,1,8,3,2,0,1,0,2,0,0,1,19,13,4,5,15,8,9,8,45,55,1.38,1.29,2.01,1.47,3.0,50,100,50,25,25,25,75,75,100,8.5,5.0,3.65,3.65,2.05,1.32,1.91,3.1,5.75,1.74,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lose,win
Sep 18 2021 - 2:00pm,Liverpool,Crystal Palace,2.0,0.5,2.58,1.0,3,0,3,1,1,0,10,5,3,0,1,0,1,2,0,1,27,14,11,3,16,11,15,9,60,40,2.91,0.85,3.0,1.46,2.75,50,100,50,25,0,50,100,25,75,12.5,0.0,1.22,7.0,13.0,1.19,1.5,2.25,3.9,1.95,1.77,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 18 2021 - 2:00pm,Manchester City,Southampton,3.0,0.5,2.47,0.79,0,0,0,0,0,0,8,5,0,0,2,0,0,0,0,2,16,12,3,3,13,9,5,8,64,36,2.8,1.64,1.7,1.22,4.5,50,100,100,100,50,50,75,100,100,16.0,2.5,1.16,9.0,16.0,1.13,1.38,1.91,3.1,2.0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 18 2021 - 2:00pm,Norwich City,Watford,0.0,0.0,0.63,0.79,1,3,4,2,1,1,4,8,1,0,1,0,0,1,1,0,14,14,5,10,9,4,8,14,49,51,1.44,1.15,1.58,1.92,2.25,25,75,50,0,0,50,100,25,50,8.5,3.0,2.25,3.3,3.4,1.42,2.15,3.6,7.0,1.83,1.87,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,lose,win
Sep 18 2021 - 4:30pm,Aston Villa,Everton,2.0,2.0,1.21,0.53,3,0,3,0,0,0,5,4,1,0,1,0,0,1,0,1,15,12,4,2,11,10,7,11,56,44,1.26,1.86,1.58,1.18,2.5,50,100,25,25,0,50,100,25,75,8.0,6.0,2.6,3.3,2.7,1.38,1.85,3.35,6.25,1.74,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 19 2021 - 1:00pm,Brighton & Hove Albion,Leicester City,1.5,1.5,1.16,0.95,2,1,3,1,1,0,4,9,2,0,1,0,1,1,1,0,13,15,5,3,8,12,4,7,37,63,1.55,0.95,1.42,1.6,3.0,50,100,50,25,25,50,100,25,75,10.0,4.5,2.75,3.15,2.75,1.47,2.25,3.9,7.75,1.91,1.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,win,lose
Sep 19 2021 - 1:00pm,West Ham United,Manchester United,2.0,2.0,1.68,1.21,1,2,3,2,1,1,2,11,0,0,0,0,0,0,0,0,14,18,5,11,9,7,6,7,40,60,2.01,1.51,1.53,2.45,3.0,75,75,50,50,25,0,75,50,100,14.5,4.0,4.6,4.0,1.74,1.29,1.8,2.9,5.25,1.74,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,lose,win
Sep 19 2021 - 3:30pm,Tottenham Hotspur,Chelsea,3.0,2.0,2.11,2.11,0,3,3,0,0,0,5,11,0,0,1,0,0,0,0,1,9,21,3,11,6,10,4,15,47,53,1.69,1.6,1.01,2.55,1.5,25,50,0,0,0,50,75,0,25,12.0,4.5,5.5,3.65,1.71,1.43,2.2,3.9,7.75,2.1,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,lose,win
Sep 25 2021 - 11:30am,Chelsea,Manchester City,3.0,1.5,1.79,2.42,0,1,1,0,0,0,4,13,3,0,2,0,0,3,0,2,6,16,0,5,6,11,11,9,41,59,1.69,2.41,0.6,1.9,2.0,0,50,50,0,0,25,50,25,100,14.0,2.0,2.7,3.25,2.75,1.39,2.1,3.45,6.75,1.8,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,lose,win
Sep 25 2021 - 11:30am,Manchester United,Aston Villa,3.0,0.0,1.84,1.16,0,1,1,0,0,0,5,5,2,0,2,0,1,1,0,2,29,8,5,3,24,5,9,13,60,40,2.17,1.74,2.57,1.03,4.75,75,100,100,75,75,25,100,100,100,13.5,3.5,1.38,5.25,7.75,1.24,1.62,2.5,4.4,1.83,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,lose,win
Sep 25 2021 - 2:00pm,Everton,Norwich City,3.0,0.0,1.53,0.53,2,0,2,1,1,0,6,4,2,0,3,0,0,2,0,3,12,10,5,4,7,6,8,7,47,53,1.69,0.7,1.46,1.24,3.5,50,75,75,75,25,25,50,75,100,7.5,2.5,1.62,3.85,6.0,1.34,1.91,3.2,6.0,1.87,1.83,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
