match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
58898,363,2020-09-12 20:30:00,34,1,0,3,C,Craven Cottage,
58897,363,2020-09-12 23:00:00,6,20,1,0,C,Selhurst Park,
58899,363,2020-09-13 01:30:00,10,9,4,3,C,Anfield,
58903,363,2020-09-13 04:00:00,25,23,0,2,C,London Stadium,
58902,363,2020-09-13 22:00:00,36,26,0,3,C,The Hawthorns,
58901,363,2020-09-14 00:30:00,21,7,0,1,C,Tottenham Hotspur Stadium,
58905,363,2020-09-15 02:00:00,18,38,0,2,C,Bramall Lane,
58904,363,2020-09-15 04:15:00,131,4,1,3,C,American Express Stadium,
58909,363,2020-09-19 20:30:00,7,36,5,2,C,Goodison Park,
58910,363,2020-09-19 23:00:00,9,34,4,3,C,Elland Road,
58912,363,2020-09-20 01:30:00,12,6,1,3,C,Old Trafford,
58906,363,2020-09-20 04:00:00,1,25,2,1,C,Emirates Stadium,
58914,363,2020-09-20 20:00:00,20,21,2,5,C,St. Mary's Stadium,
58913,363,2020-09-20 22:00:00,23,131,0,3,C,St. James' Park,
58908,363,2020-09-21 00:30:00,4,10,0,2,C,Stamford Bridge,
58911,363,2020-09-21 03:00:00,26,43,4,2,C,King Power Stadium,
58907,363,2020-09-22 02:00:00,2,18,1,0,C,Villa Park,
58915,363,2020-09-22 04:15:00,38,11,1,3,C,Molineux Stadium,
58916,363,2020-09-26 20:30:00,131,12,2,3,C,American Express Stadium,
58918,363,2020-09-26 23:00:00,6,7,1,2,C,Selhurst Park,
58924,363,2020-09-27 01:30:00,36,4,3,3,C,The Hawthorns,
58917,363,2020-09-27 04:00:00,43,20,0,1,C,Turf Moor,
58922,363,2020-09-27 20:00:00,18,9,0,1,C,Bramall Lane,
58923,363,2020-09-27 22:00:00,21,23,1,1,C,Tottenham Hotspur Stadium,
58921,363,2020-09-28 00:30:00,11,26,2,5,C,Etihad Stadium,
58925,363,2020-09-28 03:00:00,25,38,4,0,C,London Stadium,
