player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Sergio Agüero,10,ar ARG,FW,30-112,60,1,0,0,0,6,3,0,0,48,0,1,1,0.5,0.5,0.0,2,0,28,35,80.0,2,41,4,1,1
Riyad Mahrez,26,dz ALG,RW,27-213,30,2,0,0,0,3,3,0,0,24,0,0,0,0.6,0.6,0.1,1,0,15,20,75.0,1,20,2,0,0
Leroy Sané,19,de GER,LW,22-254,90,0,1,0,0,2,0,0,0,48,0,0,1,0.3,0.3,0.0,4,1,30,38,78.9,3,39,4,3,1
Raheem Sterling,7,eng ENG,"RW,FW",23-288,90,0,1,0,0,2,1,0,0,66,1,0,0,0.1,0.1,0.2,7,2,48,54,88.9,3,50,9,7,3
İlkay Gündoğan,8,de GER,LM,27-333,68,1,1,0,0,3,1,0,0,54,3,0,0,0.6,0.6,0.6,6,4,43,49,87.8,2,33,1,1,1
Phil Foden,47,eng ENG,LM,18-117,22,0,0,0,0,1,1,0,0,23,0,0,0,0.2,0.2,0.1,1,0,21,22,95.5,0,19,4,0,0
Fernandinho,25,br BRA,CM,33-141,73,0,0,0,0,1,0,1,0,52,0,2,0,0.0,0.0,0.0,1,0,39,44,88.6,7,32,4,1,0
John Stones,5,eng ENG,CM,24-117,17,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,13,13,100.0,0,6,0,0,0
Bernardo Silva,20,pt POR,RM,24-043,90,1,1,0,0,2,1,0,0,71,2,0,0,0.1,0.1,0.4,4,1,53,64,82.8,6,53,4,1,0
Fabian Delph,18,eng ENG,LB,28-305,90,0,0,0,0,0,0,0,0,97,2,2,0,0.0,0.0,0.1,4,0,84,89,94.4,5,77,1,1,0
Aymeric Laporte,14,es ESP,CB,24-118,90,0,0,0,0,1,0,0,0,134,2,2,0,0.1,0.1,0.0,3,0,117,128,91.4,13,119,1,0,0
Nicolás Otamendi,30,ar ARG,CB,30-222,90,0,0,0,0,0,0,0,0,139,2,3,0,0.0,0.0,0.0,1,0,124,129,96.1,9,115,0,0,0
Kyle Walker,2,eng ENG,RB,28-117,90,0,0,0,0,0,0,0,0,130,0,1,0,0.0,0.0,0.0,2,0,109,128,85.2,10,99,5,0,0
Ederson,31,br BRA,GK,25-036,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,31,33,93.9,0,26,0,0,0
