match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
115827,719,2024-08-17 04:00:00,12,34,1,0,C,Old Trafford,73297
115830,719,2024-08-17 20:30:00,8,10,0,2,C,Portman Road,30014
115828,719,2024-08-17 23:00:00,1,38,2,0,C,Emirates Stadium,60261
115829,719,2024-08-17 23:00:00,7,131,0,3,C,Goodison Park,39217
115831,719,2024-08-17 23:00:00,23,20,1,0,C,St. James' Park,52196
115832,719,2024-08-17 23:00:00,15,127,1,1,C,The City Ground,29763
115833,719,2024-08-18 01:30:00,25,2,1,2,C,London Stadium,62463
115834,719,2024-08-18 22:00:00,130,6,2,1,C,Gtech Community Stadium,16988
115835,719,2024-08-19 00:30:00,4,11,0,2,C,Stamford Bridge,39818
115836,719,2024-08-20 04:00:00,26,21,1,1,C,King Power Stadium,31977
115839,719,2024-08-24 20:30:00,131,12,2,1,C,American Express Stadium,31537
115840,719,2024-08-24 23:00:00,6,25,0,2,C,Selhurst Park,25099
115841,719,2024-08-24 23:00:00,34,26,2,1,C,Craven Cottage,25401
115843,719,2024-08-24 23:00:00,11,8,4,1,C,Etihad Stadium,53147
115844,719,2024-08-24 23:00:00,20,15,0,1,C,St. Mary's Stadium,31150
115845,719,2024-08-24 23:00:00,21,7,4,0,C,Tottenham Hotspur Stadium,61357
115837,719,2024-08-25 01:30:00,2,1,0,2,C,Villa Park,41587
115838,719,2024-08-25 22:00:00,127,23,1,1,C,Vitality Stadium,11161
115846,719,2024-08-25 22:00:00,38,4,2,6,C,Molineux Stadium,31235
115842,719,2024-08-26 00:30:00,10,130,2,0,C,Anfield,60107
115847,719,2024-08-31 20:30:00,1,131,1,1,C,Emirates Stadium,60326
115848,719,2024-08-31 23:00:00,130,20,3,1,C,Gtech Community Stadium,16955
115850,719,2024-08-31 23:00:00,7,127,2,3,C,Goodison Park,38805
115851,719,2024-08-31 23:00:00,8,34,1,1,C,Portman Road,29517
115852,719,2024-08-31 23:00:00,26,2,1,2,C,King Power Stadium,31725
115855,719,2024-08-31 23:00:00,15,38,1,1,C,The City Ground,29918
115856,719,2024-09-01 01:30:00,25,11,1,3,C,London Stadium,62469
115849,719,2024-09-01 21:30:00,4,6,1,1,C,Stamford Bridge,39298
115854,719,2024-09-01 21:30:00,23,21,2,1,C,St. James' Park,52211
115853,719,2024-09-02 00:00:00,12,10,0,3,C,Old Trafford,73738
115864,719,2024-09-14 20:30:00,20,12,0,3,C,St. Mary's Stadium,31144
115859,719,2024-09-14 23:00:00,131,8,0,0,C,American Express Stadium,41573
115860,719,2024-09-14 23:00:00,6,26,2,2,C,Selhurst Park,25124
115861,719,2024-09-14 23:00:00,34,25,1,1,C,Craven Cottage,26528
115862,719,2024-09-14 23:00:00,10,15,0,1,C,Anfield,60344
115863,719,2024-09-14 23:00:00,11,130,2,1,C,Etihad Stadium,52148
115857,719,2024-09-15 01:30:00,2,7,3,2,C,Villa Park,41573
115858,719,2024-09-15 04:00:00,127,4,0,1,C,Vitality Stadium,11235
115865,719,2024-09-15 22:00:00,21,1,0,1,C,Tottenham Hotspur Stadium,61645
115866,719,2024-09-16 00:30:00,38,23,1,2,C,Molineux Stadium,30255
115876,719,2024-09-21 20:30:00,25,4,0,3,C,London Stadium,62473
115867,719,2024-09-21 23:00:00,2,38,3,1,C,Villa Park,39978
115870,719,2024-09-21 23:00:00,34,23,3,1,C,Craven Cottage,25700
115871,719,2024-09-21 23:00:00,26,7,1,1,C,King Power Stadium,31765
115872,719,2024-09-21 23:00:00,10,127,3,0,C,Anfield,60347
115874,719,2024-09-21 23:00:00,20,8,1,1,C,St. Mary's Stadium,31117
115875,719,2024-09-21 23:00:00,21,130,3,1,C,Tottenham Hotspur Stadium,61246
115869,719,2024-09-22 01:30:00,6,12,0,0,C,Selhurst Park,25172
115868,719,2024-09-22 22:00:00,131,15,2,2,C,American Express Stadium,31444
115873,719,2024-09-23 00:30:00,11,1,2,2,C,Etihad Stadium,52846
115884,719,2024-09-28 20:30:00,23,11,1,1,C,St. James' Park,52248
115877,719,2024-09-28 23:00:00,1,26,4,2,C,Emirates Stadium,60323
115879,719,2024-09-28 23:00:00,130,25,1,1,C,Gtech Community Stadium,17050
