player_id,season_id,appearances,goals,assists,minutes_played,yellow_cards,red_cards
14480,22,0,0,0,0,0,0
4343,22,0,0,0,0,0,0
2840,22,1,0,0,16,0,0
4147,22,0,0,0,0,0,0
4081,22,31,2,32,1759,0,0
9199,22,4,1,1,30,0,0
2845,22,21,2,34,1808,0,0
10544,22,0,0,0,0,0,0
4852,22,20,3,2,1800,0,0
4040,22,0,0,0,0,0,0
2622,22,30,4,29,2447,0,0
2916,22,20,1,2,1420,0,0
10514,22,0,0,0,0,0,0
10333,22,0,0,0,0,0,0
4328,22,23,15,35,1539,0,0
4183,22,38,3,42,3329,0,0
4499,22,1,0,0,11,0,0
4482,22,1,0,0,1,0,0
3564,22,19,2,34,966,0,0
4218,22,6,3,0,495,0,0
3913,22,0,0,0,0,0,0
4752,22,0,0,0,0,0,0
4537,22,8,1,3,497,0,0
4410,22,0,0,0,0,0,0
4441,22,0,0,0,0,0,0
4774,22,0,0,0,0,0,0
4413,22,24,1,18,1438,0,0
4543,22,0,0,0,0,0,0
4093,22,16,3,18,1439,0,0
2283,22,3,2,1,113,0,0
3897,22,31,5,24,1776,0,0
2862,22,17,1,11,935,0,0
4551,22,0,0,0,0,0,0
4835,22,17,1,4,1246,0,0
4176,22,10,2,5,372,0,0
4731,22,0,0,0,0,0,0
4781,22,23,2,5,1846,0,0
3663,22,0,0,0,0,0,0
3446,22,4,1,4,155,0,0
4035,22,0,0,0,0,0,0
1135,22,12,1,14,856,0,0
2905,22,25,4,24,1216,0,0
4550,22,34,3,37,2461,0,0
4483,22,0,0,0,0,0,0
4861,22,0,0,0,0,0,0
4665,22,0,0,0,0,0,0
5688,22,5,3,3,322,0,0
4823,22,30,2,48,2253,0,0
2704,22,31,2,19,2407,0,0
9896,22,0,0,0,0,0,0
4800,22,14,2,8,380,0,0
4526,22,19,2,19,1111,0,0
3239,22,0,0,0,0,0,0
4859,22,0,0,0,0,0,0
3901,22,0,0,0,0,0,0
4496,22,29,1,12,2325,0,0
4213,22,19,1,7,661,0,0
9762,22,0,0,0,0,0,0
4721,22,35,4,10,2594,0,0
3030,22,32,1,49,2839,0,0
3561,22,30,3,3,2478,0,0
3513,22,0,0,0,0,0,0
7485,22,0,0,0,0,0,0
4291,22,0,0,0,0,0,0
3565,22,15,1,22,1005,0,0
9382,22,0,0,0,0,0,0
4520,22,0,0,0,0,0,0
2517,22,26,1,19,2248,0,0
4115,22,34,2,26,2286,0,0
2361,22,0,0,0,0,0,0
1308,22,32,3,42,2849,0,0
3312,22,2,1,0,91,0,0
3681,22,27,2,10,2378,0,0
8732,22,0,0,0,0,0,0
4162,22,0,0,0,0,0,0
4562,22,5,0,1,54,0,0
