player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Neal Maupay,20,fr FRA,FW,26-048,88,0,0,0,0,3,1,0,0,32,2,0,0,0.5,0.5,0.0,1,0,15,19,78.9,0,15,0,1,0
Salomón Rondón,33,ve VEN,FW,33-015,2,0,0,0,0,1,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0
Demarai Gray,11,jm JAM,LW,26-095,89,0,0,0,0,4,2,0,0,47,2,1,0,0.6,0.6,0.0,5,2,17,31,54.8,5,25,4,2,1
Abdoulaye Doucouré,16,ml MLI,LW,29-273,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0
Dwight McNeil,7,eng ENG,RW,22-313,73,1,0,0,0,2,1,0,0,43,2,1,1,0.1,0.1,0.7,4,0,26,34,76.5,5,22,1,2,1
Anthony Gordon,10,eng ENG,RW,21-219,17,0,0,0,0,0,0,0,0,9,3,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0
Alex Iwobi,17,ng NGA,LM,26-151,90,0,1,0,0,0,0,0,0,60,3,1,1,0.0,0.0,0.2,3,1,36,48,75.0,5,31,5,3,2
Idrissa Gana Gueye,27,sn SEN,CM,33-005,90,0,0,0,0,0,0,1,0,66,4,2,1,0.0,0.0,0.0,2,0,48,55,87.3,6,30,1,2,1
Amadou Onana,8,be BEL,RM,21-046,73,0,1,0,0,1,0,0,0,32,1,0,3,0.2,0.2,0.6,4,1,19,24,79.2,3,19,1,0,0
Tom Davies,26,eng ENG,RM,24-093,17,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,1,4,25.0,0,2,0,0,0
Vitaliy Mykolenko,19,ua UKR,LB,23-125,90,0,0,0,0,0,0,0,0,57,5,3,3,0.0,0.0,0.1,1,0,32,41,78.0,4,22,0,0,0
James Tarkowski,2,eng ENG,CB,29-316,90,0,0,0,0,0,0,0,0,51,1,1,1,0.0,0.0,0.0,0,0,30,40,75.0,2,20,0,0,0
Conor Coady,30,eng ENG,CB,29-218,90,1,0,0,0,1,1,0,0,43,0,0,1,0.6,0.6,0.0,0,0,29,36,80.6,0,23,0,0,0
Séamus Coleman,23,ie IRL,RB,33-355,90,0,0,0,0,0,0,0,0,59,0,2,4,0.0,0.0,0.2,1,0,33,44,75.0,4,35,1,3,2
Jordan Pickford,1,eng ENG,GK,28-208,90,0,0,0,0,0,0,1,0,42,0,0,0,0.0,0.0,0.0,0,0,29,38,76.3,0,22,0,0,0
