player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Roberto Firmino,9,br BRA,FW,27-201,90,0,0,0,0,3,1,0,0,62,0,0,1,0.6,0.6,0.1,4,1,48,55,87.3,5,45,3,2,2
Sadio Mané,10,sn SEN,LW,27-011,90,0,0,0,0,3,0,0,0,54,0,0,0,0.2,0.2,0.9,7,0,36,46,78.3,4,42,4,3,2
Mohamed Salah,11,eg EGY,RW,26-310,90,0,0,0,0,4,3,0,0,46,2,0,0,0.7,0.7,0.0,5,1,19,31,61.3,4,28,3,5,2
Naby Keïta,8,gn GUI,LM,24-070,70,0,0,0,0,1,0,0,0,69,5,1,1,0.0,0.0,0.1,4,0,52,57,91.2,9,47,4,2,2
Fabinho,3,br BRA,CM,25-180,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
James Milner,7,eng ENG,LM,33-107,16,1,0,1,1,0,0,1,0,28,1,0,0,0.8,0.0,0.0,0,0,23,24,95.8,2,13,0,0,0
Georginio Wijnaldum,5,nl NED,"CM,LM",28-161,90,1,0,0,0,1,1,0,0,60,2,2,1,0.1,0.1,0.0,2,0,52,54,96.3,3,28,2,1,1
Jordan Henderson,14,eng ENG,RM,28-308,90,0,0,0,0,1,0,0,0,85,1,1,1,0.3,0.3,0.5,2,1,64,76,84.2,5,51,0,1,1
Andrew Robertson,26,sct SCO,LB,25-041,90,0,0,0,0,0,0,0,0,73,2,0,1,0.0,0.0,0.0,2,0,55,67,82.1,6,45,1,3,2
Virgil van Dijk,4,nl NED,CB,27-287,90,0,0,0,0,1,0,0,0,80,1,1,0,0.3,0.3,0.0,0,0,58,70,82.9,5,48,1,0,0
Joël Matip,32,cm CMR,CB,27-256,90,0,0,0,0,0,0,0,0,97,0,2,0,0.0,0.0,0.0,0,0,82,89,92.1,5,67,3,0,0
Trent Alexander-Arnold,66,eng ENG,RB,20-196,85,0,1,0,0,2,0,0,0,78,1,1,4,0.1,0.1,0.6,6,1,50,67,74.6,4,37,0,0,0
Joe Gomez,12,eng ENG,RB,21-333,5,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,4,7,57.1,0,3,0,0,0
Alisson,13,br BRA,GK,26-201,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,19,21,90.5,0,13,0,0,0
