Possession_home,Possession_away,Passing Accuracy_home,Passing Accuracy_away,Shots on Target_home,Shots on Target_away,Saves_home,Saves_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away
34.0,66.0,67.0,81.0,38.0,45.0,60.0,100.0,10,13,7,3,18,8,424,701,23,30,10,6,16,12,15,19,3,3,4,11,20,19,58,73
