player_id,season_id,appearances,goals,assists,minutes_played,yellow_cards,red_cards
4114,20,0,0,0,0,0,0
4343,20,0,0,0,0,0,0
2840,20,4,0,0,91,0,0
4147,20,0,0,0,0,0,0
4081,20,28,1,54,2175,0,0
3024,20,0,0,0,0,0,0
4181,20,0,0,0,0,0,0
2845,20,33,12,61,2840,0,0
4359,20,0,0,0,0,0,0
4345,20,0,0,0,0,0,0
4040,20,0,0,0,0,0,0
2622,20,33,4,32,2763,0,0
2916,20,27,3,7,2141,0,0
4328,20,34,1,57,2600,0,0
4385,20,2,2,0,148,0,0
4183,20,18,1,11,773,0,0
4175,20,0,0,0,0,0,0
4465,20,0,0,0,0,0,0
3564,20,26,3,23,1489,0,0
4218,20,25,2,13,2174,0,0
2655,20,3,1,1,246,0,0
3913,20,0,0,0,0,0,0
3826,20,0,0,0,0,0,0
4410,20,0,0,0,0,0,0
2871,20,38,4,0,3420,0,0
4441,20,0,0,0,0,0,0
4413,20,36,3,46,2891,0,0
2607,20,0,0,0,0,0,0
2972,20,0,0,0,0,0,0
4093,20,5,1,3,332,0,0
4176,20,10,2,0,192,0,0
3416,20,0,0,0,0,0,0
3663,20,1,0,0,90,0,0
4265,20,0,0,0,0,0,0
4247,20,15,2,12,1012,0,0
2584,20,14,2,4,785,0,0
4035,20,0,0,0,0,0,0
1135,20,9,1,6,411,0,0
4180,20,0,0,0,0,0,0
4428,20,0,0,0,0,0,0
2905,20,12,3,4,444,0,0
3904,20,0,0,0,0,0,0
3944,20,0,0,0,0,0,0
3550,20,19,2,19,722,0,0
2704,20,31,1,64,2600,0,0
3239,20,34,1,45,2962,0,0
4146,20,0,0,0,0,0,0
3901,20,7,1,0,497,0,0
4213,20,34,5,20,2729,0,0
4393,20,0,0,0,0,0,0
3030,20,33,1,67,2970,0,0
2129,20,19,1,9,1269,0,0
3561,20,8,2,0,550,0,0
4376,20,0,0,0,0,0,0
3513,20,36,1,84,3217,0,0
4361,20,0,0,0,0,0,0
4152,20,23,2,21,1321,0,0
4291,20,0,0,0,0,0,0
3565,20,28,2,38,1247,0,0
2517,20,31,2,26,2479,0,0
4115,20,6,2,5,214,0,0
3866,20,0,0,0,0,0,0
1308,20,34,2,33,2739,0,0
4427,20,0,0,0,0,0,0
3312,20,0,0,0,0,0,0
2303,20,33,2,64,2853,0,0
3681,20,14,2,2,907,0,0
3988,20,0,0,0,0,0,0
3608,20,1,0,0,11,0,0
3753,20,0,0,0,0,0,0
4048,20,16,5,37,1391,0,0
4162,20,0,0,0,0,0,0
4116,20,2,1,1,69,0,0
3757,20,0,0,0,0,0,0
2537,20,23,2,0,1996,0,0
1869,20,27,2,35,1241,0,0
4171,20,26,4,33,1556,0,0
3013,20,20,2,14,902,0,0
2844,20,29,3,34,2244,0,0
4275,20,0,0,0,0,0,0
2098,20,22,1,21,1862,0,0
2009,20,0,0,0,0,0,0
4205,20,0,0,0,0,0,0
3247,20,12,1,6,512,0,0
3989,20,32,2,6,2698,0,0
2886,20,7,4,5,540,0,0
4404,20,1,0,0,4,0,0
2797,20,18,4,20,1165,0,0
3465,20,0,0,0,0,0,0
3871,20,0,0,0,0,0,0
4318,20,0,0,0,0,0,0
3876,20,10,2,15,524,0,0
3578,20,1,0,0,6,0,0
1673,20,1,0,0,4,0,0
4279,20,0,0,0,0,0,0
4032,20,0,0,0,0,0,0
4411,20,0,0,0,0,0,0
3348,20,20,1,2,1800,0,0
2672,20,0,0,0,0,0,0
4227,20,0,0,0,0,0,0
3726,20,0,0,0,0,0,0
1658,20,21,3,13,1104,0,0
3908,20,14,1,5,1123,0,0
2669,20,26,1,13,2270,0,0
4158,20,0,0,0,0,0,0
1890,20,8,1,1,651,0,0
1458,20,8,3,1,317,0,0
3116,20,2,2,1,91,0,0
2152,20,36,1,10,3019,0,0
4155,20,0,0,0,0,0,0
3859,20,0,0,0,0,0,0
4380,20,1,0,0,10,0,0
4372,20,1,2,1,90,0,0
4263,20,0,0,0,0,0,0
4390,20,0,0,0,0,0,0
3567,20,3,5,1,270,0,0
4261,20,0,0,0,0,0,0
8707,20,0,0,0,0,0,0
1759,20,0,0,0,0,0,0
3505,20,0,0,0,0,0,0
4222,20,0,0,0,0,0,0
4382,20,18,1,15,896,0,0
4341,20,34,7,56,2839,0,0
2620,20,29,4,3,2493,0,0
1732,20,36,3,12,3225,0,0
4254,20,0,0,0,0,0,0
3563,20,18,4,7,1494,0,0
915,20,21,2,1,1725,0,0
1634,20,30,2,31,2513,0,0
3175,20,35,2,42,2065,0,0
4259,20,3,1,0,20,0,0
2973,20,0,0,0,0,0,0
4423,20,0,0,0,0,0,0
4234,20,0,0,0,0,0,0
2949,20,23,3,8,1943,0,0
3957,20,26,6,6,2339,0,0
4431,20,0,0,0,0,0,0
2651,20,34,4,1,3060,0,0
2799,20,5,1,0,450,0,0
4105,20,0,0,0,0,0,0
4039,20,11,1,2,169,0,0
4149,20,0,0,0,0,0,0
4172,20,24,2,13,2051,0,0
4161,20,28,2,21,1476,0,0
4346,20,14,1,11,1113,0,0
3562,20,15,4,6,1148,0,0
2593,20,0,0,0,0,0,0
4388,20,0,0,0,0,0,0
3448,20,10,1,5,435,0,0
2413,20,28,4,27,2488,0,0
4102,20,0,0,0,0,0,0
4136,20,0,0,0,0,0,0
4313,20,7,1,3,484,0,0
3713,20,35,3,15,2667,0,0
1494,20,32,2,24,2786,0,0
3600,20,18,1,19,1132,0,0
3010,20,32,4,5,2780,0,0
3680,20,35,7,6,3043,0,0
3828,20,0,0,0,0,0,0
1800,20,0,0,0,0,0,0
4108,20,0,0,0,0,0,0
3549,20,10,6,4,630,0,0
3426,20,3,1,0,136,0,0
4399,20,0,0,0,0,0,0
3292,20,0,0,0,0,0,0
4057,20,0,0,0,0,0,0
4435,20,0,0,0,0,0,0
4911,20,0,0,0,0,0,0
3208,20,18,3,16,756,0,0
1754,20,1,1,0,74,0,0
2847,20,30,2,11,2112,0,0
4354,20,24,2,17,1288,0,0
1629,20,33,7,27,2779,0,0
4445,20,15,1,6,486,0,0
1676,20,0,0,0,0,0,0
3906,20,0,0,0,0,0,0
3933,20,0,0,0,0,0,0
4124,20,0,0,0,0,0,0
3422,20,0,0,0,0,0,0
2817,20,0,0,0,0,0,0
3807,20,27,1,10,2403,0,0
2531,20,36,8,22,2845,0,0
4406,20,0,0,0,0,0,0
2523,20,16,3,26,1165,0,0
4100,20,20,4,10,1650,0,0
4293,20,0,0,0,0,0,0
4285,20,0,0,0,0,0,0
2080,20,0,0,0,0,0,0
4360,20,0,0,0,0,0,0
3515,20,0,0,0,0,0,0
4389,20,0,0,0,0,0,0
4288,20,0,0,0,0,0,0
4330,20,29,2,0,2610,0,0
3659,20,21,1,6,1067,0,0
3666,20,6,2,0,482,0,0
4449,20,4,2,0,322,0,0
4041,20,0,0,0,0,0,0
1526,20,25,1,15,1287,0,0
3643,20,0,0,0,0,0,0
4098,20,0,0,0,0,0,0
1391,20,26,3,15,1526,0,0
3566,20,6,2,2,163,0,0
3799,20,11,1,8,855,0,0
4123,20,36,3,51,2940,0,0
3121,20,37,3,55,3323,0,0
3053,20,0,0,0,0,0,0
2823,20,29,2,12,2237,0,0
3366,20,32,1,21,2038,0,0
4377,20,9,1,7,676,0,0
3982,20,26,2,18,1594,0,0
2285,20,6,2,0,122,0,0
4304,20,11,2,16,753,0,0
4446,20,0,0,0,0,0,0
4112,20,0,0,0,0,0,0
2289,20,0,0,0,0,0,0
2125,20,27,4,5,2217,0,0
2861,20,11,1,4,318,0,0
2609,20,18,2,5,1166,0,0
4422,20,8,5,2,256,0,0
4229,20,1,0,0,45,0,0
3691,20,0,0,0,0,0,0
3873,20,0,0,0,0,0,0
4312,20,4,3,0,295,0,0
4417,20,0,0,0,0,0,0
4020,20,7,1,16,630,0,0
3746,20,31,1,33,1523,0,0
3729,20,7,1,1,49,0,0
4378,20,0,0,0,0,0,0
2122,20,36,3,55,2477,0,0
3205,20,33,3,33,2350,0,0
4294,20,21,1,21,1037,0,0
3670,20,0,0,0,0,0,0
2662,20,24,2,30,1480,0,0
2765,20,12,3,3,907,0,0
1004,20,28,3,32,2114,0,0
3601,20,4,1,0,212,0,0
4340,20,0,0,0,0,0,0
1337,20,26,1,19,1612,0,0
1184,20,28,4,9,2519,0,0
1740,20,1,0,0,7,0,0
4151,20,30,11,33,1497,0,0
2524,20,34,2,51,2302,0,0
3317,20,0,0,0,0,0,0
4097,20,0,0,0,0,0,0
2746,20,23,1,10,1013,0,0
4231,20,0,0,0,0,0,0
3651,20,0,0,0,0,0,0
4177,20,0,0,0,0,0,0
4266,20,0,0,0,0,0,0
4394,20,0,0,0,0,0,0
4374,20,0,0,0,0,0,0
4253,20,0,0,0,0,0,0
3132,20,0,0,0,0,0,0
4206,20,0,0,0,0,0,0
2214,20,0,0,0,0,0,0
3987,20,9,1,1,290,0,0
2434,20,2,1,1,135,0,0
2612,20,0,0,0,0,0,0
3020,20,2,1,0,41,0,0
2890,20,14,3,10,920,0,0
4120,20,0,0,0,0,0,0
1772,20,30,2,50,2381,0,0
1932,20,22,1,6,895,0,0
3156,20,29,3,11,2427,0,0
2934,20,37,2,40,3239,0,0
3309,20,0,0,0,0,0,0
3665,20,5,1,3,246,0,0
3126,20,2,1,3,67,0,0
2417,20,0,0,0,0,0,0
4429,20,0,0,0,0,0,0
4383,20,20,2,28,1800,0,0
3604,20,34,1,25,2856,0,0
3875,20,0,0,0,0,0,0
1111,20,30,1,3,2565,0,0
4167,20,7,2,1,156,0,0
3524,20,38,4,24,3352,0,0
4129,20,5,1,2,386,0,0
1943,20,8,1,9,643,0,0
3993,20,16,1,7,1067,0,0
4451,20,6,2,1,242,0,0
4056,20,34,2,18,2172,0,0
3877,20,0,0,0,0,0,0
3170,20,0,0,0,0,0,0
3754,20,17,2,20,1106,0,0
2932,20,37,7,2,3330,0,0
2521,20,28,3,40,1932,0,0
4295,20,0,0,0,0,0,0
4352,20,0,0,0,0,0,0
3958,20,0,0,0,0,0,0
3320,20,0,0,0,0,0,0
4305,20,16,2,8,673,0,0
1420,20,38,1,1,3420,0,0
3551,20,11,1,4,513,0,0
4335,20,2,0,0,68,0,0
2787,20,13,1,4,348,0,0
3009,20,17,5,4,1424,0,0
2054,20,15,3,1,1325,0,0
3868,20,0,0,0,0,0,0
3800,20,14,1,1,605,0,0
4440,20,0,0,0,0,0,0
4303,20,2,0,0,6,0,0
2390,20,3,1,2,174,0,0
4466,20,0,0,0,0,0,0
1575,20,18,2,29,1212,0,0
4255,20,28,4,36,1685,0,0
4379,20,0,0,0,0,0,0
3046,20,16,1,9,1253,0,0
2942,20,12,1,4,1020,0,0
335,20,25,1,45,1466,0,0
3918,20,0,0,0,0,0,0
851,20,32,4,0,2828,0,0
3569,20,22,2,3,1748,0,0
3975,20,10,2,0,682,0,0
3977,20,0,0,0,0,0,0
4140,20,0,0,0,0,0,0
4272,20,20,2,10,596,0,0
3858,20,0,0,0,0,0,0
4468,20,0,0,0,0,0,0
4455,20,1,0,0,1,0,0
3390,20,12,1,3,233,0,0
3166,20,0,0,0,0,0,0
4415,20,20,13,36,1127,0,0
4260,20,0,0,0,0,0,0
3571,20,1,0,0,11,0,0
4233,20,0,0,0,0,0,0
4300,20,0,0,0,0,0,0
4299,20,5,1,4,404,0,0
4004,20,10,1,1,292,0,0
4117,20,17,5,12,527,0,0
4153,20,0,0,0,0,0,0
3400,20,0,0,0,0,0,0
3131,20,16,5,17,1130,0,0
3683,20,37,7,30,3308,0,0
3558,20,7,2,0,592,0,0
4188,20,3,1,5,233,0,0
2069,20,0,0,0,0,0,0
4132,20,0,0,0,0,0,0
4249,20,0,0,0,0,0,0
2558,20,14,2,1,923,0,0
4122,20,0,0,0,0,0,0
4113,20,0,0,0,0,0,0
3134,20,9,1,9,345,0,0
3394,20,38,3,11,3420,0,0
3819,20,23,9,3,1822,0,0
3445,20,1,0,1,13,0,0
4471,20,0,0,0,0,0,0
709,20,0,0,0,0,0,0
4373,20,1,1,0,28,0,0
4454,20,0,0,0,0,0,0
3143,20,38,2,2,3420,0,0
3867,20,30,1,6,2541,0,0
4533,20,0,0,0,0,0,0
1791,20,16,4,15,1155,0,0
