match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
7092,19,"Sat 14 Aug 2010, 12:45 BST",21,11,0,0,C,White Hart Lane,35928
7087,19,"Sat 14 Aug 2010, 15:00 BST",2,25,3,0,C,Villa Park,36604
7088,19,"Sat 14 Aug 2010, 15:00 BST",3,7,1,0,C,Ewood Park,25869
7089,19,"Sat 14 Aug 2010, 15:00 BST",27,34,0,0,C,Macron Stadium,20352
7091,19,"Sat 14 Aug 2010, 15:00 BST",29,35,2,2,C,Stadium of Light,38390
7093,19,"Sat 14 Aug 2010, 15:00 BST",39,44,0,4,C,DW Stadium,16152
7094,19,"Sat 14 Aug 2010, 15:00 BST",38,42,2,1,C,Molineux Stadium,27850
7090,19,"Sat 14 Aug 2010, 17:30 BST",4,36,6,0,C,Stamford Bridge,41589
7095,19,"Sun 15 Aug 2010, 16:00 BST",10,1,1,1,C,Anfield,44722
7096,19,"Mon 16 Aug 2010, 20:00 BST",12,23,3,0,C,Old Trafford,75221
7097,19,"Sat 21 Aug 2010, 15:00 BST",1,44,6,0,C,Emirates Stadium,60032
7098,19,"Sat 21 Aug 2010, 15:00 BST",35,3,2,1,C,St Andrews,21394
7099,19,"Sat 21 Aug 2010, 15:00 BST",7,38,1,1,C,Goodison Park,37767
7100,19,"Sat 21 Aug 2010, 15:00 BST",42,21,1,2,C,Britannia Stadium,27243
7101,19,"Sat 21 Aug 2010, 15:00 BST",36,29,1,0,C,The Hawthorns,23624
7102,19,"Sat 21 Aug 2010, 15:00 BST",25,27,1,3,C,Boleyn Ground,32533
7103,19,"Sat 21 Aug 2010, 17:15 BST",39,4,0,6,C,DW Stadium,14476
7105,19,"Sun 22 Aug 2010, 13:30 BST",23,2,6,0,C,Sports Direct Arena,43546
7104,19,"Sun 22 Aug 2010, 16:00 BST",34,12,2,2,C,Craven Cottage,25643
7106,19,"Mon 23 Aug 2010, 20:00 BST",11,10,3,0,C,Etihad Stadium,47087
7107,19,"Sat 28 Aug 2010, 12:45 BST",3,1,1,2,C,Ewood Park,25059
7108,19,"Sat 28 Aug 2010, 15:00 BST",44,34,2,2,C,Bloomfield Road,15529
