match_id,season_id,home_team_id,away_team_id,start_time,home_goals,away_goals,status
93321,578,43,11,"Fri 11 Aug 2023, 20:00 BST",0.0,3.0,C
93322,578,1,15,"Sat 12 Aug 2023, 13:00 BST",2.0,1.0,C
93323,578,127,25,"Sat 12 Aug 2023, 15:00 BST",1.0,1.0,C
93324,578,131,163,"Sat 12 Aug 2023, 15:00 BST",4.0,1.0,C
93325,578,7,34,"Sat 12 Aug 2023, 15:00 BST",0.0,1.0,C
93327,578,18,6,"Sat 12 Aug 2023, 15:00 BST",0.0,1.0,C
93326,578,23,2,"Sat 12 Aug 2023, 17:30 BST",5.0,1.0,C
93328,578,130,21,"Sun 13 Aug 2023, 14:00 BST",2.0,2.0,C
93329,578,4,10,"Sun 13 Aug 2023, 16:30 BST",1.0,1.0,C
93330,578,12,38,"Mon 14 Aug 2023, 20:00 BST",1.0,0.0,C
93337,578,15,18,"Fri 18 Aug 2023, 19:45 BST",2.0,1.0,C
93333,578,34,130,"Sat 19 Aug 2023, 15:00 BST",0.0,3.0,C
93334,578,10,127,"Sat 19 Aug 2023, 15:00 BST",3.0,1.0,C
93340,578,38,131,"Sat 19 Aug 2023, 15:00 BST",1.0,4.0,C
93338,578,21,12,"Sat 19 Aug 2023, 17:30 BST",2.0,0.0,C
93336,578,11,23,"Sat 19 Aug 2023, 20:00 BST",1.0,0.0,C
93331,578,2,7,"Sun 20 Aug 2023, 14:00 BST",4.0,0.0,C
93339,578,25,4,"Sun 20 Aug 2023, 16:30 BST",3.0,1.0,C
93332,578,6,1,"Mon 21 Aug 2023, 20:00 BST",0.0,1.0,C
93346,578,4,163,"Fri 25 Aug 2023, 20:00 BST",3.0,0.0,C
93342,578,127,21,"Sat 26 Aug 2023, 12:30 BST",0.0,2.0,C
93341,578,1,34,"Sat 26 Aug 2023, 15:00 BST",2.0,2.0,C
93343,578,130,6,"Sat 26 Aug 2023, 15:00 BST",1.0,1.0,C
93347,578,7,38,"Sat 26 Aug 2023, 15:00 BST",0.0,1.0,C
93348,578,12,15,"Sat 26 Aug 2023, 15:00 BST",3.0,2.0,C
93344,578,131,25,"Sat 26 Aug 2023, 17:30 BST",1.0,3.0,C
93345,578,43,2,"Sun 27 Aug 2023, 14:00 BST",1.0,3.0,C
93350,578,18,11,"Sun 27 Aug 2023, 14:00 BST",1.0,2.0,C
93349,578,23,10,"Sun 27 Aug 2023, 16:30 BST",1.0,2.0,C
93358,578,163,25,"Fri 1 Sep 2023, 20:00 BST",1.0,2.0,C
93360,578,18,7,"Sat 2 Sep 2023, 12:30 BST",2.0,2.0,C
93352,578,130,127,"Sat 2 Sep 2023, 15:00 BST",2.0,2.0,C
93354,578,43,21,"Sat 2 Sep 2023, 15:00 BST",2.0,5.0,C
93355,578,4,15,"Sat 2 Sep 2023, 15:00 BST",0.0,1.0,C
93359,578,11,34,"Sat 2 Sep 2023, 15:00 BST",5.0,1.0,C
93353,578,131,23,"Sat 2 Sep 2023, 17:30 BST",3.0,1.0,C
93356,578,6,38,"Sun 3 Sep 2023, 14:00 BST",3.0,2.0,C
93357,578,10,2,"Sun 3 Sep 2023, 14:00 BST",3.0,0.0,C
93351,578,1,12,"Sun 3 Sep 2023, 16:30 BST",3.0,1.0,C
93370,578,38,10,"Sat 16 Sep 2023, 12:30 BST",1.0,3.0,C
93361,578,2,6,"Sat 16 Sep 2023, 15:00 BST",3.0,1.0,C
