player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Darwin Núñez,9,uy URU,FW,24-260,75,0,0,0,0,2,1,0,0,23,0,0,0,0.5,0.5,0.0,3,1,12,18,66.7,3,15,1,1,0
Cody Gakpo,18,nl NED,FW,24-308,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,8,0,0,0
Luis Díaz,7,co COL,LW,27-057,90,0,0,0,0,2,0,0,0,56,2,1,1,0.6,0.6,0.3,5,0,36,43,83.7,1,33,6,6,4
Harvey Elliott,19,eng ENG,"RW,RM",20-341,90,0,0,0,0,1,0,0,0,57,1,1,3,0.1,0.1,0.1,2,0,36,49,73.5,6,38,2,0,0
Dominik Szoboszlai,8,hu HUN,LM,23-137,60,0,0,0,0,3,1,0,0,35,0,0,0,0.2,0.2,0.1,2,0,18,27,66.7,3,21,1,0,0
Mohamed Salah,11,eg EGY,RW,31-269,30,0,0,0,0,3,1,0,0,24,0,0,0,0.2,0.2,0.4,2,0,11,18,61.1,4,16,2,1,0
Wataru Endo,3,jp JPN,CM,31-030,90,0,0,0,0,0,0,0,0,71,4,2,1,0.0,0.0,0.0,1,0,59,62,95.2,5,44,0,0,0
Alexis Mac Allister,10,ar ARG,"RM,LM",25-077,90,1,0,1,1,3,1,0,0,79,4,1,3,1.0,0.2,0.0,5,0,52,65,80.0,7,43,1,2,1
Joe Gomez,2,eng ENG,"LB,RB",26-292,90,0,0,0,0,1,0,0,0,66,3,1,3,0.0,0.0,0.0,1,0,41,52,78.8,9,38,3,1,1
Virgil van Dijk,4,nl NED,CB,32-246,90,0,0,0,0,1,0,0,0,91,4,4,0,0.0,0.0,0.0,2,0,78,80,97.5,4,54,0,0,0
Jarell Quansah,78,eng ENG,CB,21-041,90,0,0,0,0,1,1,0,0,96,0,0,1,0.0,0.0,0.0,0,0,78,90,86.7,6,75,1,2,1
Conor Bradley,84,nir NIR,RB,20-245,60,0,0,0,0,1,0,0,0,49,4,2,2,0.0,0.0,0.0,1,0,27,36,75.0,2,24,3,1,0
Andrew Robertson,26,sct SCO,LB,29-365,30,0,0,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.4,3,0,19,29,65.5,1,15,0,1,0
Caoimhín Kelleher,62,ie IRL,GK,25-108,90,0,0,0,0,0,0,0,0,62,0,0,0,0.0,0.0,0.0,1,0,47,60,78.3,1,51,0,0,0
