player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Callum Robinson,7,ie IRL,FW,25-245,59,0,0,0,0,0,0,0,0,20,0,0,1,0.0,0.0,0.0,0,0,5,11,45.5,0,8,0,0,0
Hal Robson-Kanu,4,wls WAL,FW,31-136,31,0,0,0,0,1,1,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,5,0,0,0
Grady Diangana,11,cd COD,LW,22-168,90,0,0,0,0,1,0,0,0,36,3,1,2,0.1,0.1,0.0,2,0,13,19,68.4,2,22,1,3,3
Kyle Edwards,21,eng ENG,RW,22-230,45,0,0,0,0,1,1,0,0,16,0,0,2,0.0,0.0,0.0,1,0,9,10,90.0,1,9,2,2,0
Sam Field,28,eng ENG,DM,22-149,45,0,0,0,0,0,0,0,0,34,3,2,4,0.0,0.0,0.0,0,0,13,22,59.1,1,8,0,1,1
Matheus Pereira,12,br BRA,"RW,AM",24-152,90,0,0,0,0,1,0,0,0,53,1,1,4,0.0,0.0,0.1,1,0,22,37,59.5,1,17,0,4,2
Romaine Sawyers,19,kn SKN,DM,28-337,63,0,0,0,0,0,0,0,0,35,0,3,0,0.0,0.0,0.0,1,0,25,28,89.3,1,14,0,1,0
Filip Krovinović,17,hr CRO,"AM,DM",25-036,27,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,2,6,0,0,0
Jake Livermore,8,eng ENG,"DM,AM",30-325,90,0,0,0,0,0,0,1,0,35,3,3,1,0.0,0.0,0.0,0,0,18,23,78.3,3,8,0,1,0
Conor Townsend,14,eng ENG,LB,27-214,90,0,0,0,0,0,0,0,0,62,3,2,2,0.0,0.0,0.0,0,0,37,52,71.2,8,25,1,3,2
Kyle Bartley,5,eng ENG,CB,29-135,90,0,0,0,0,0,0,0,0,41,0,2,1,0.0,0.0,0.0,0,0,19,30,63.3,0,8,0,0,0
Semi Ajayi,6,ng NGA,CB,26-330,90,0,0,0,0,0,0,0,0,42,0,1,0,0.0,0.0,0.0,0,0,26,37,70.3,0,17,0,0,0
Dara O'Shea,27,ie IRL,RB,21-214,90,0,0,0,0,1,0,0,0,60,5,2,0,0.0,0.0,0.0,2,0,27,48,56.3,2,20,2,1,1
Sam Johnstone,1,eng ENG,GK,27-193,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,21,34,61.8,0,12,0,0,0
