player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Christian Benteke,17,be BEL,FW,29-018,90,0,0,0,0,3,1,0,0,40,1,2,0,0.2,0.2,0.1,3,0,14,31,45.2,3,16,2,3,3
Wilfried Zaha,11,ci CIV,LW,27-041,90,0,0,0,0,1,1,0,0,66,1,0,0,0.1,0.1,0.0,6,0,41,50,82.0,3,47,7,12,4
Jordan Ayew,9,gh GHA,RW,28-101,90,0,0,0,0,1,0,0,0,52,2,0,2,0.0,0.0,0.2,5,0,29,35,82.9,3,37,4,5,3
James McArthur,18,sct SCO,LM,32-075,85,0,0,0,0,4,2,0,0,61,1,0,1,0.6,0.6,0.0,6,0,42,49,85.7,9,31,2,3,2
Max Meyer,7,de GER,LM,24-094,5,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,1,0,1,1,100.0,0,4,0,1,0
Luka Milivojević,4,rs SRB,CM,28-258,90,0,0,0,0,3,0,0,0,77,3,0,1,0.1,0.1,0.2,5,0,59,68,86.8,3,41,0,1,1
James McCarthy,22,ie IRL,RM,29-039,90,0,0,0,0,1,0,0,0,52,3,1,1,0.0,0.0,0.0,0,0,34,41,82.9,4,16,0,1,0
Patrick van Aanholt,3,nl NED,LB,29-114,90,0,0,0,0,1,0,0,0,88,0,1,0,0.0,0.0,0.6,6,0,73,83,88.0,7,47,6,4,2
Cheikhou Kouyaté,8,sn SEN,CB,30-000,90,0,0,0,0,1,0,0,0,52,3,0,0,0.1,0.1,0.0,0,0,43,44,97.7,3,34,0,0,0
James Tomkins,5,eng ENG,CB,30-267,90,0,0,0,0,0,0,0,0,62,3,0,1,0.0,0.0,0.0,0,0,42,51,82.4,0,29,0,1,0
Martin Kelly,34,eng ENG,RB,29-238,90,0,0,0,0,0,0,0,0,77,1,0,0,0.0,0.0,0.0,0,0,54,70,77.1,7,41,3,1,1
Vicente Guaita,31,es ESP,GK,32-345,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,13,0,0,0
