player_id,season_id,appearances,goals,assists,clean_sheets,minutes_played,yellow_cards,red_cards
108693,578,0,0,0,0,0,0,0
42894,578,3,0,0,0,118,0,0
125075,578,1,0,0,0,5,0,0
19970,578,20,0,1,1,1234,0,0
51536,578,0,0,0,0,0,0,0
117754,578,0,0,0,0,0,0,0
72541,578,0,0,0,0,0,0,0
14685,578,27,10,0,0,1418,0,0
13549,578,20,2,0,6,1617,0,0
126317,578,31,6,1,1,2230,0,0
114666,578,0,0,0,0,0,0,0
134487,578,0,0,0,0,0,0,0
4852,578,0,0,0,0,0,0,0
128023,578,0,0,0,0,0,0,0
108628,578,21,1,0,2,1859,0,0
134486,578,1,0,0,0,4,0,0
20855,578,31,2,0,1,2649,0,0
68086,578,20,0,0,0,333,0,0
10439,578,22,1,1,0,1700,0,0
20113,578,28,2,1,2,1833,0,0
15656,578,30,2,0,11,2513,0,0
4499,578,29,2,2,5,2044,0,0
116827,578,13,1,0,0,1055,0,0
5467,578,0,0,0,0,0,0,0
14732,578,28,3,4,4,2159,0,0
5264,578,1,0,0,0,5,0,0
20559,578,28,0,0,8,2520,0,0
117565,578,0,0,0,0,0,0,0
71432,578,33,2,1,0,2344,0,0
127741,578,0,0,0,0,0,0,0
9167,578,0,0,0,0,0,0,0
115157,578,0,0,0,0,0,0,0
111022,578,0,0,0,0,0,0,0
54312,578,33,3,1,2,1945,0,0
52723,578,36,11,9,4,2657,0,0
20723,578,0,0,0,0,0,0,0
133503,578,0,0,0,0,0,0,0
128449,578,34,5,1,0,1971,0,0
128364,578,0,0,0,0,0,0,0
19731,578,0,0,0,0,0,0,0
22744,578,21,0,0,1,931,0,0
48689,578,0,0,0,0,0,0,0
26151,578,38,2,3,8,3416,0,0
5061,578,12,1,0,1,503,0,0
133245,578,1,0,0,0,7,0,0
51593,578,21,0,2,2,1022,0,0
121739,578,0,0,0,0,0,0,0
10476,578,37,3,7,3,2637,0,0
136833,578,0,0,0,0,0,0,0
14624,578,37,0,6,7,3270,0,0
24708,578,0,0,0,0,0,0,0
75381,578,29,1,1,0,1323,0,0
50460,578,3,0,0,0,153,0,0
9595,578,26,6,2,0,1710,0,0
51631,578,0,0,0,0,0,0,0
25281,578,30,4,1,1,1839,0,0
119457,578,12,0,0,0,946,0,0
5748,578,31,0,0,4,2699,0,0
8050,578,0,0,0,0,0,0,0
138109,578,0,0,0,0,0,0,0
31883,578,0,0,0,0,0,0,0
119277,578,0,0,0,0,0,0,0
74963,578,15,1,2,0,1237,0,0
5110,578,0,0,0,0,0,0,0
11293,578,12,0,2,0,834,0,0
15114,578,0,0,0,0,0,0,0
134333,578,0,0,0,0,0,0,0
15340,578,20,6,3,0,1046,0,0
5595,578,35,4,7,5,2549,0,0
4496,578,0,0,0,0,0,0,0
13279,578,0,0,0,0,0,0,0
53612,578,18,0,1,3,1337,0,0
20489,578,35,10,9,0,2073,0,0
114296,578,1,0,0,0,26,0,0
12937,578,0,0,0,0,0,0,0
21317,578,0,0,0,0,0,0,0
9169,578,13,0,1,0,970,0,0
62917,578,5,0,0,0,37,0,0
124396,578,27,0,0,2,1321,0,0
139402,578,0,0,0,0,0,0,0
127820,578,0,0,0,0,0,0,0
74776,578,0,0,0,0,0,0,0
120417,578,6,0,0,0,308,0,0
20959,578,6,0,0,0,65,0,0
19871,578,0,0,0,0,0,0,0
24773,578,10,1,1,0,224,0,0
4115,578,32,5,4,1,2622,0,0
