match_id,season_id,home_team_id,away_team_id,start_time,home_goals,away_goals,status
93321,578,43,11,2023-08-11,0.0,3.0,C
93322,578,1,15,2023-08-12,2.0,1.0,C
93323,578,127,25,2023-08-12,1.0,1.0,C
93324,578,131,163,2023-08-12,4.0,1.0,C
93325,578,7,34,2023-08-12,0.0,1.0,C
93327,578,18,6,2023-08-12,0.0,1.0,C
93326,578,23,2,2023-08-12,5.0,1.0,C
93328,578,130,21,2023-08-13,2.0,2.0,C
93329,578,4,10,2023-08-13,1.0,1.0,C
93330,578,12,38,2023-08-14,1.0,0.0,C
93337,578,15,18,2023-08-18,2.0,1.0,C
93333,578,34,130,2023-08-19,0.0,3.0,C
93334,578,10,127,2023-08-19,3.0,1.0,C
93340,578,38,131,2023-08-19,1.0,4.0,C
93338,578,21,12,2023-08-19,2.0,0.0,C
93336,578,11,23,2023-08-19,1.0,0.0,C
93331,578,2,7,2023-08-20,4.0,0.0,C
93339,578,25,4,2023-08-20,3.0,1.0,C
93332,578,6,1,2023-08-21,0.0,1.0,C
93346,578,4,163,2023-08-25,3.0,0.0,C
93342,578,127,21,2023-08-26,0.0,2.0,C
93341,578,1,34,2023-08-26,2.0,2.0,C
93343,578,130,6,2023-08-26,1.0,1.0,C
93347,578,7,38,2023-08-26,0.0,1.0,C
93348,578,12,15,2023-08-26,3.0,2.0,C
93344,578,131,25,2023-08-26,1.0,3.0,C
93345,578,43,2,2023-08-27,1.0,3.0,C
93350,578,18,11,2023-08-27,1.0,2.0,C
93349,578,23,10,2023-08-27,1.0,2.0,C
93358,578,163,25,2023-09-01,1.0,2.0,C
93360,578,18,7,2023-09-02,2.0,2.0,C
93352,578,130,127,2023-09-02,2.0,2.0,C
93354,578,43,21,2023-09-02,2.0,5.0,C
93355,578,4,15,2023-09-02,0.0,1.0,C
93359,578,11,34,2023-09-02,5.0,1.0,C
93353,578,131,23,2023-09-02,3.0,1.0,C
93356,578,6,38,2023-09-03,3.0,2.0,C
93357,578,10,2,2023-09-03,3.0,0.0,C
93351,578,1,12,2023-09-03,3.0,1.0,C
93370,578,38,10,2023-09-16,1.0,3.0,C
93361,578,2,6,2023-09-16,3.0,1.0,C
93364,578,34,163,2023-09-16,1.0,0.0,C
93365,578,12,131,2023-09-16,1.0,3.0,C
93368,578,21,18,2023-09-16,2.0,1.0,C
93369,578,25,11,2023-09-16,1.0,3.0,C
93366,578,23,130,2023-09-16,1.0,0.0,C
93362,578,127,4,2023-09-17,0.0,0.0,C
93363,578,7,1,2023-09-17,0.0,1.0,C
93367,578,15,43,2023-09-18,1.0,1.0,C
93376,578,6,34,2023-09-23,0.0,0.0,C
93378,578,163,38,2023-09-23,1.0,1.0,C
93379,578,11,15,2023-09-23,2.0,0.0,C
93372,578,130,7,2023-09-23,1.0,3.0,C
