player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Jordan Ayew,9,gh GHA,FW,28-080,81,0,0,0,0,1,0,0,0,31,3,0,1,0.1,0.1,0.0,0,0,18,22,81.8,0,18,1,1,0
Christian Benteke,17,be BEL,FW,28-362,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0
Wilfried Zaha,11,ci CIV,LW,27-020,90,1,0,0,0,1,1,0,0,60,2,0,0,0.1,0.1,0.1,3,0,37,46,80.4,7,46,8,10,6
Andros Townsend,10,eng ENG,RW,28-137,68,0,0,0,0,0,0,0,0,37,1,2,0,0.0,0.0,0.4,1,0,21,30,70.0,5,27,4,4,2
Jeffrey Schlupp,15,gh GHA,RW,26-342,22,1,0,0,0,1,1,0,0,11,0,1,0,0.1,0.1,0.0,0,0,6,7,85.7,1,7,0,1,0
James McArthur,18,sct SCO,CM,32-054,90,0,0,0,0,1,0,0,0,67,2,1,3,0.1,0.1,0.0,1,0,36,51,70.6,5,32,2,1,0
Luka Milivojević,4,rs SRB,CM,28-237,90,0,0,0,0,1,0,0,0,83,2,1,0,0.1,0.1,0.0,2,0,54,76,71.1,5,38,0,0,0
Cheikhou Kouyaté,8,sn SEN,CM,29-344,90,0,0,0,0,2,0,0,0,43,3,1,1,0.4,0.4,0.0,0,0,20,30,66.7,2,16,0,0,0
Patrick van Aanholt,3,nl NED,LB,29-093,90,0,0,0,0,0,0,0,0,68,0,0,1,0.0,0.0,0.0,2,1,49,60,81.7,5,26,1,2,2
Scott Dann,6,eng ENG,CB,32-289,58,0,1,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.1,1,1,35,41,85.4,3,26,0,0,0
Mamadou Sakho,12,fr FRA,CB,29-290,32,0,0,0,0,0,0,0,0,22,0,1,0,0.0,0.0,0.0,0,0,11,14,78.6,1,7,0,1,0
James Tomkins,5,eng ENG,CB,30-246,90,0,0,0,0,0,0,0,0,52,1,3,1,0.0,0.0,0.0,0,0,28,35,80.0,0,22,0,0,0
Martin Kelly,34,eng ENG,RB,29-217,90,0,0,0,0,0,0,0,0,69,1,2,1,0.0,0.0,0.0,1,0,42,60,70.0,3,16,0,2,1
Vicente Guaita,31,es ESP,GK,32-324,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,24,42,57.1,0,25,0,0,0
