player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Glenn Murray,17,eng ENG,FW,36-150,74,0,0,0,0,1,0,0,0,16,0,0,1,0.3,0.3,0.0,0,0,2,7,28.6,0,3,0,0,0
Aaron Connolly,44,ie IRL,"RW,FW",20-025,16,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0
Neal Maupay,7,fr FRA,FW,23-192,89,1,0,0,0,3,1,0,0,27,0,0,3,0.5,0.5,0.0,1,0,11,16,68.8,0,15,1,3,1
Bernardo,30,br BRA,FW,24-284,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0
Aaron Mooy,18,au AUS,"CM,RM",29-160,90,0,0,0,0,0,0,0,0,48,0,0,2,0.0,0.0,0.2,4,1,26,34,76.5,3,17,2,1,0
Yves Bissouma,8,ml MLI,"CM,LM",23-176,90,0,0,0,0,2,1,1,0,39,3,1,1,0.0,0.0,0.0,2,0,17,20,85.0,2,21,2,2,1
Davy Pröpper,24,nl NED,CM,28-173,90,0,0,0,0,0,0,1,0,46,1,5,1,0.0,0.0,0.0,1,0,24,31,77.4,4,19,0,3,3
Dan Burn,33,eng ENG,LB,27-289,90,0,0,0,0,0,0,0,0,56,4,0,2,0.0,0.0,0.0,1,0,19,37,51.4,1,13,0,0,0
Lewis Dunk,5,eng ENG,CB,28-093,90,0,0,0,0,1,0,0,0,66,2,1,1,0.1,0.1,0.3,0,0,36,49,73.5,4,25,0,1,0
Shane Duffy,4,ie IRL,CB,28-052,90,0,0,0,0,1,0,0,0,48,3,0,0,0.1,0.1,0.1,1,0,18,26,69.2,0,9,0,0,0
Adam Webster,15,eng ENG,"CB,RB",25-049,90,0,1,0,0,0,0,0,0,59,1,0,3,0.0,0.0,0.5,1,1,29,46,63.0,0,21,0,1,1
Ezequiel Schelotto,21,it ITA,RB,30-275,74,0,0,0,0,1,0,0,0,50,1,4,0,0.1,0.1,0.0,1,0,13,28,46.4,0,22,2,4,3
Leandro Trossard,11,be BEL,"LW,RB",25-080,16,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,4,0,0,0
Mathew Ryan,1,au AUS,GK,27-320,90,0,0,0,0,0,0,0,0,35,0,1,0,0.0,0.0,0.0,0,0,26,34,76.5,0,17,0,0,0
