player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Kai Havertz,29,de GER,"FW,RW",22-183,90,0,0,0,0,3,1,0,0,47,1,0,2,0.4,0.4,0.0,1,0,23,29,79.3,5,24,0,3,1
Timo Werner,11,de GER,LW,25-280,73,0,0,0,0,1,1,0,0,28,0,0,1,0.0,0.0,0.0,1,1,15,20,75.0,1,11,1,1,0
Callum Hudson-Odoi,20,eng ENG,"LW,LM",21-034,17,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,4,5,80.0,0,7,1,0,0
Mason Mount,19,eng ENG,"RW,LW",22-335,90,1,0,0,0,2,2,1,0,45,2,1,1,0.2,0.2,0.0,6,1,27,32,84.4,4,20,1,2,1
Marcos Alonso,3,es ESP,LM,30-348,86,0,1,0,0,2,0,0,0,67,3,4,1,0.1,0.1,0.1,4,2,39,47,83.0,5,17,1,3,1
Romelu Lukaku,9,be BEL,FW,28-212,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,0,0,0,0
Jorginho,5,it ITA,CM,29-356,90,2,0,2,2,0,0,0,0,62,1,2,2,1.6,0.0,0.2,1,0,46,54,85.2,6,23,1,1,1
Ruben Loftus-Cheek,12,eng ENG,CM,25-322,90,0,0,0,0,3,0,0,0,51,4,2,1,0.1,0.1,0.0,3,0,28,34,82.4,7,22,2,3,2
Reece James,24,eng ENG,RM,22-003,90,0,0,0,0,1,0,1,0,57,3,0,1,0.0,0.0,0.1,7,0,41,48,85.4,5,20,4,2,2
Antonio Rüdiger,2,de GER,CB,28-283,90,0,0,0,0,1,0,0,0,42,1,1,0,0.0,0.0,0.0,2,2,31,37,83.8,3,20,2,1,0
Thiago Silva,6,br BRA,CB,37-080,90,0,0,0,0,1,0,0,0,78,0,1,4,0.1,0.1,0.0,0,0,59,66,89.4,8,48,4,0,0
César Azpilicueta,28,es ESP,CB,32-105,73,0,0,0,0,0,0,0,0,58,2,1,3,0.0,0.0,0.0,1,0,35,48,72.9,1,18,1,0,0
Andreas Christensen,4,dk DEN,CB,25-245,17,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,9,14,64.3,0,4,0,0,0
Edouard Mendy,16,sn SEN,GK,29-285,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,31,33,93.9,0,16,0,0,0
