match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
7864,21,"Sat 18 Aug 2012, 15:00 BST",1,29,0,0,C,Emirates Stadium,60078
7865,21,"Sat 18 Aug 2012, 15:00 BST",34,14,5,0,C,Craven Cottage,25062
7867,21,"Sat 18 Aug 2012, 15:00 BST",17,45,0,5,C,Kiyan Prince Foundation Stadium,18072
7868,21,"Sat 18 Aug 2012, 15:00 BST",40,42,1,1,C,Madejski Stadium,23973
7869,21,"Sat 18 Aug 2012, 15:00 BST",36,10,3,0,C,The Hawthorns,26039
7870,21,"Sat 18 Aug 2012, 15:00 BST",25,2,1,0,C,Boleyn Ground,34172
7866,21,"Sat 18 Aug 2012, 17:30 BST",23,21,2,1,C,St James' Park,52385
7872,21,"Sun 19 Aug 2012, 13:30 BST",39,4,0,2,C,DW Stadium,19738
7871,21,"Sun 19 Aug 2012, 16:00 BST",11,20,3,2,C,Etihad Stadium,46190
7873,21,"Mon 20 Aug 2012, 20:00 BST",7,12,1,0,C,Goodison Park,38415
7874,21,"Wed 22 Aug 2012, 19:45 BST",4,40,4,2,C,Stamford Bridge,41733
7880,21,"Sat 25 Aug 2012, 12:45 BST",45,25,3,0,C,Swansea.com Stadium,20424
7875,21,"Sat 25 Aug 2012, 15:00 BST",2,7,1,3,C,Villa Park,36565
7877,21,"Sat 25 Aug 2012, 15:00 BST",12,34,3,2,C,Old Trafford,75352
7878,21,"Sat 25 Aug 2012, 15:00 BST",14,17,1,1,C,Carrow Road,26317
7879,21,"Sat 25 Aug 2012, 15:00 BST",20,39,0,2,C,The Friends Provident St Mary's Stadium,29604
7881,21,"Sat 25 Aug 2012, 15:00 BST",21,36,1,1,C,White Hart Lane,36166
7876,21,"Sat 25 Aug 2012, 17:30 BST",4,23,2,0,C,Stamford Bridge,41718
7883,21,"Sun 26 Aug 2012, 13:30 BST",42,1,0,0,C,Britannia Stadium,27072
7882,21,"Sun 26 Aug 2012, 16:00 BST",10,11,2,2,C,Anfield,44942
7888,21,"Sat 1 Sep 2012, 12:45 BST",25,34,3,0,C,Boleyn Ground,33458
7885,21,"Sat 1 Sep 2012, 15:00 BST",45,29,2,2,C,Swansea.com Stadium,20350
7886,21,"Sat 1 Sep 2012, 15:00 BST",21,14,1,1,C,White Hart Lane,36142
7887,21,"Sat 1 Sep 2012, 15:00 BST",36,7,2,0,C,The Hawthorns,25383
7889,21,"Sat 1 Sep 2012, 15:00 BST",39,42,2,2,C,DW Stadium,16247
7884,21,"Sat 1 Sep 2012, 17:30 BST",11,17,3,1,C,Etihad Stadium,45579
7890,21,"Sun 2 Sep 2012, 13:30 BST",10,1,0,2,C,Anfield,44932
7891,21,"Sun 2 Sep 2012, 16:00 BST",23,2,1,1,C,St James' Park,48245
7892,21,"Sun 2 Sep 2012, 16:00 BST",20,12,2,3,C,The Friends Provident St Mary's Stadium,31609
7897,21,"Sat 15 Sep 2012, 12:45 BST",14,25,0,0,C,Carrow Road,26806
7893,21,"Sat 15 Sep 2012, 15:00 BST",1,20,6,1,C,Emirates Stadium,60097
7894,21,"Sat 15 Sep 2012, 15:00 BST",2,45,2,0,C,Villa Park,34005
7895,21,"Sat 15 Sep 2012, 15:00 BST",34,36,3,0,C,Craven Cottage,25691
7896,21,"Sat 15 Sep 2012, 15:00 BST",12,39,4,0,C,Old Trafford,75142
7898,21,"Sat 15 Sep 2012, 15:00 BST",17,4,0,0,C,Kiyan Prince Foundation Stadium,18271
7899,21,"Sat 15 Sep 2012, 15:00 BST",42,11,1,1,C,Britannia Stadium,27101
7900,21,"Sat 15 Sep 2012, 17:30 BST",29,10,1,1,C,Stadium of Light,41997
7901,21,"Sun 16 Sep 2012, 16:00 BST",40,21,1,3,C,Madejski Stadium,24160
7902,21,"Mon 17 Sep 2012, 20:00 BST",7,23,2,2,C,Goodison Park,32510
7905,21,"Sat 22 Sep 2012, 12:45 BST",45,7,0,3,C,Swansea.com Stadium,20464
7903,21,"Sat 22 Sep 2012, 15:00 BST",4,42,1,0,C,Stamford Bridge,41112
7904,21,"Sat 22 Sep 2012, 15:00 BST",20,2,4,1,C,The Friends Provident St Mary's Stadium,30713
7906,21,"Sat 22 Sep 2012, 15:00 BST",36,40,1,0,C,The Hawthorns,23854
7907,21,"Sat 22 Sep 2012, 15:00 BST",25,29,1,1,C,Boleyn Ground,33052
7908,21,"Sat 22 Sep 2012, 15:00 BST",39,34,1,2,C,DW Stadium,19284
7909,21,"Sun 23 Sep 2012, 13:30 BST",10,12,1,2,C,Anfield,44263
7911,21,"Sun 23 Sep 2012, 15:00 BST",23,14,1,0,C,St James' Park,49402
7910,21,"Sun 23 Sep 2012, 16:00 BST",11,1,1,1,C,Etihad Stadium,47318
7912,21,"Sun 23 Sep 2012, 16:00 BST",21,17,2,1,C,White Hart Lane,36052
7913,21,"Sat 29 Sep 2012, 12:45 BST",1,4,1,2,C,Emirates Stadium,60101
7914,21,"Sat 29 Sep 2012, 15:00 BST",7,20,3,1,C,Goodison Park,37922
7915,21,"Sat 29 Sep 2012, 15:00 BST",34,11,1,2,C,Craven Cottage,25698
7917,21,"Sat 29 Sep 2012, 15:00 BST",14,10,2,5,C,Carrow Road,26831
7918,21,"Sat 29 Sep 2012, 15:00 BST",40,23,2,2,C,Madejski Stadium,24097
7919,21,"Sat 29 Sep 2012, 15:00 BST",42,45,2,0,C,Britannia Stadium,27330
7920,21,"Sat 29 Sep 2012, 15:00 BST",29,39,1,0,C,Stadium of Light,37742
7916,21,"Sat 29 Sep 2012, 17:30 BST",12,21,2,3,C,Old Trafford,75566
7921,21,"Sun 30 Sep 2012, 16:00 BST",2,36,1,1,C,Villa Park,34489
7922,21,"Mon 1 Oct 2012, 20:00 BST",17,25,1,2,C,Kiyan Prince Foundation Stadium,17363
7924,21,"Sat 6 Oct 2012, 12:45 BST",11,29,3,0,C,Etihad Stadium,47036
7923,21,"Sat 6 Oct 2012, 15:00 BST",4,14,4,1,C,Stamford Bridge,41784
7925,21,"Sat 6 Oct 2012, 15:00 BST",45,40,2,2,C,Swansea.com Stadium,20336
7926,21,"Sat 6 Oct 2012, 15:00 BST",36,17,3,2,C,The Hawthorns,23987
7928,21,"Sat 6 Oct 2012, 15:00 BST",39,7,2,2,C,DW Stadium,18759
7927,21,"Sat 6 Oct 2012, 17:30 BST",25,1,1,3,C,Boleyn Ground,34974
7931,21,"Sun 7 Oct 2012, 13:30 BST",20,34,2,2,C,The Friends Provident St Mary's Stadium,28004
7929,21,"Sun 7 Oct 2012, 15:00 BST",10,42,0,0,C,Anfield,44531
7932,21,"Sun 7 Oct 2012, 15:00 BST",21,2,2,0,C,White Hart Lane,35802
7930,21,"Sun 7 Oct 2012, 16:00 BST",23,12,0,3,C,St James' Park,52203
7938,21,"Sat 20 Oct 2012, 12:45 BST",21,4,2,4,C,White Hart Lane,36060
7933,21,"Sat 20 Oct 2012, 15:00 BST",34,2,1,0,C,Craven Cottage,25693
7934,21,"Sat 20 Oct 2012, 15:00 BST",10,40,1,0,C,Anfield,44874
7935,21,"Sat 20 Oct 2012, 15:00 BST",12,42,4,2,C,Old Trafford,75585
7937,21,"Sat 20 Oct 2012, 15:00 BST",45,39,2,1,C,Swansea.com Stadium,19696
7939,21,"Sat 20 Oct 2012, 15:00 BST",36,11,1,2,C,The Hawthorns,24891
7940,21,"Sat 20 Oct 2012, 15:00 BST",25,20,4,1,C,Boleyn Ground,34925
7936,21,"Sat 20 Oct 2012, 17:30 BST",14,1,1,0,C,Carrow Road,26825
7942,21,"Sun 21 Oct 2012, 13:30 BST",29,23,1,1,C,Stadium of Light,47456
7941,21,"Sun 21 Oct 2012, 16:00 BST",17,7,1,1,C,Kiyan Prince Foundation Stadium,17959
7944,21,"Sat 27 Oct 2012, 12:45 BST",2,14,1,1,C,Villa Park,33184
7943,21,"Sat 27 Oct 2012, 15:00 BST",1,17,1,0,C,Emirates Stadium,60103
7946,21,"Sat 27 Oct 2012, 15:00 BST",40,34,3,3,C,Madejski Stadium,24093
7947,21,"Sat 27 Oct 2012, 15:00 BST",42,29,0,0,C,Britannia Stadium,27005
7948,21,"Sat 27 Oct 2012, 15:00 BST",39,25,2,1,C,DW Stadium,19090
7945,21,"Sat 27 Oct 2012, 17:30 BST",11,45,1,0,C,Etihad Stadium,46801
