player_id,current_team_id,포지션,주발,키(cm),몸무게(kg),경기 출전,출전 시간(분),볼 소유권 상실,실점,파울,득점,선방,페널티 상황,페널티 선방
20874,0,,,,,37,2654,45,37,27,14,0,0,0
119072,0,,,,,36,2919,36,66,46,2,0,0,0
112655,0,,,,,0,0,0,0,0,0,0,0,0
51202,0,,,,,33,2600,55,54,42,15,0,0,0
133681,0,,,,,4,52,0,0,0,1,0,0,0
69020,0,,,,,0,0,0,0,0,0,0,0,0
76204,0,,,,,26,1673,13,19,30,1,0,0,0
5375,0,,,,,0,0,0,0,0,0,0,0,0
10827,0,,,,,0,0,0,0,0,0,0,0,0
109777,0,,,,,0,0,0,0,0,0,0,0,0
16256,0,,,,,0,0,0,0,0,0,0,0,0
75097,0,,,,,0,0,0,0,0,0,0,0,0
32638,0,,,,,33,2037,0,38,17,0,0,0,0
14458,0,,,,,30,1613,35,38,18,4,0,0,0
131312,0,,,,,0,0,0,0,0,0,0,0,0
144040,0,,,,,0,0,0,0,0,0,0,0,0
4706,0,,,,,0,0,0,0,0,0,0,0,0
33245,0,,,,,37,2848,17,43,38,0,0,0,0
50849,0,,,,,0,0,0,0,0,0,0,0,0
64460,0,,,,,0,0,0,0,0,0,0,0,0
66360,0,,,,,38,3415,47,55,25,20,0,0,0
49270,0,,,,,15,342,1,6,6,3,0,0,0
51553,0,,,,,18,852,16,16,18,1,0,0,0
109138,0,,,,,0,0,0,0,0,0,0,0,0
4573,0,,,,,5,450,0,13,0,0,24,2,0
117150,0,,,,,0,0,0,0,0,0,0,0,0
112080,0,,,,,0,0,0,0,0,0,0,0,0
20961,0,,,,,0,0,0,0,0,0,0,0,0
144899,0,,,,,0,0,0,0,0,0,0,0,0
51423,0,,,,,34,2230,29,34,43,1,0,0,0
134463,0,,,,,0,0,0,0,0,0,0,0,0
24797,0,,,,,21,1371,33,24,6,4,0,0,0
63842,0,,,,,0,0,0,0,0,0,0,0,0
14824,0,,,,,2,17,1,1,0,0,0,0,0
3909,0,,,,,7,181,0,4,5,0,0,0,0
122142,0,,,,,1,4,0,0,0,0,0,0,0
68593,0,,,,,0,0,0,0,0,0,0,0,0
14063,0,,,,,0,0,0,0,0,0,0,0,0
27090,0,,,,,0,0,0,0,0,0,0,0,0
68592,0,,,,,0,0,0,0,0,0,0,0,0
19778,0,,,,,28,1581,27,17,41,7,0,0,0
109707,0,,,,,0,0,0,0,0,0,0,0,0
145114,0,,,,,0,0,0,0,0,0,0,0,0
112261,0,,,,,0,0,0,0,0,0,0,0,0
128136,0,,,,,0,0,0,0,0,0,0,0,0
122945,0,,,,,1,1,0,0,0,0,0,0,0
51736,0,,,,,0,0,0,0,0,0,0,0,0
2100,0,,,,,4,173,0,1,3,0,0,0,0
117647,0,,,,,14,304,1,4,3,1,0,0,0
16035,0,,,,,37,3330,2,45,20,5,0,0,0
8900,0,,,,,14,1121,1,11,4,0,0,0,0
136175,0,,,,,32,1841,28,33,21,6,0,0,0
24334,0,,,,,37,3102,30,46,23,0,0,0,0
117732,0,,,,,36,2608,23,40,40,10,0,0,0
5879,0,,,,,0,0,0,0,0,0,0,0,0
5239,0,,,,,0,0,0,0,0,0,0,0,0
108751,0,,,,,4,9,0,0,0,0,0,0,0
49480,0,,,,,0,0,0,0,0,0,0,0,0
5178,0,,,,,38,3377,67,40,25,29,0,0,0
145759,0,,,,,7,105,2,3,0,0,0,0,0
40153,0,,,,,0,0,0,0,0,0,0,0,0
127754,0,,,,,0,0,0,0,0,0,0,0,0
112745,0,,,,,0,0,0,0,0,0,0,0,0
120175,0,,,,,0,0,0,0,0,0,0,0,0
92706,0,,,,,0,0,0,0,0,0,0,0,0
