player_id,season_id,appearances,goals,assists,minutes_played,yellow_cards,red_cards
10483,79,4,2,0,137,0,0
13286,79,31,2,1,1720,0,0
4081,79,11,1,1,408,0,0
9199,79,0,0,0,0,0,0
13549,79,0,0,0,0,0,0
4852,79,19,1,0,1710,0,0
11357,79,12,4,1,761,0,0
4968,79,6,3,0,163,0,0
4040,79,17,1,1,533,0,0
4328,79,25,2,6,1969,0,0
10559,79,0,0,0,0,0,0
24695,79,0,0,0,0,0,0
6609,79,38,1,5,3387,0,0
10439,79,0,0,0,0,0,0
4499,79,38,2,2,3353,0,0
4482,79,0,0,0,0,0,0
3564,79,34,1,1,2543,0,0
4916,79,14,1,1,1177,0,0
14732,79,19,1,1,1575,0,0
33112,79,0,0,0,0,0,0
13984,79,0,0,0,0,0,0
4413,79,36,2,1,3142,0,0
9167,79,36,1,1,2970,0,0
3732,79,0,0,0,0,0,0
4093,79,33,2,2,2860,0,0
14743,79,0,0,0,0,0,0
12306,79,8,1,0,488,0,0
4835,79,0,0,0,0,0,0
15128,79,0,0,0,0,0,0
19731,79,1,1,0,10,0,0
5490,79,3,1,1,200,0,0
10475,79,26,1,1,1260,0,0
8234,79,0,0,0,0,0,0
10476,79,0,0,0,0,0,0
4550,79,0,0,0,0,0,0
9595,79,21,4,1,1358,0,0
8242,79,18,1,2,1335,0,0
7175,79,0,0,0,0,0,0
4823,79,31,1,1,2322,0,0
8050,79,13,1,1,961,0,0
4859,79,28,2,1,1781,0,0
5110,79,13,1,4,1058,0,0
11293,79,17,1,2,1429,0,0
9468,79,24,4,1,1030,0,0
5595,79,36,1,4,2856,0,0
4496,79,37,1,1,3330,0,0
13279,79,0,0,0,0,0,0
9762,79,0,0,0,0,0,0
20538,79,13,2,6,1140,0,0
12937,79,13,6,2,1000,0,0
3030,79,22,2,2,1910,0,0
11260,79,29,1,1,2124,0,0
4749,79,0,0,0,0,0,0
8457,79,0,0,0,0,0,0
4711,79,2,1,0,30,0,0
14623,79,8,2,0,193,0,0
15030,79,0,0,0,0,0,0
2517,79,13,1,1,1125,0,0
4115,79,2,4,2,131,0,0
13590,79,0,0,0,0,0,0
8246,79,36,3,1,2157,0,0
10520,79,0,0,0,0,0,0
1308,79,25,1,1,1927,0,0
3312,79,5,4,1,234,0,0
16622,79,0,0,0,0,0,0
7450,79,12,1,1,353,0,0
32838,79,15,2,2,1308,0,0
3608,79,0,0,0,0,0,0
19589,79,5,1,0,427,0,0
2537,79,38,2,1,3420,0,0
3765,79,0,0,0,0,0,0
4474,79,35,2,3,3051,0,0
20879,79,0,0,0,0,0,0
13490,79,1,1,0,90,0,0
5575,79,7,1,1,361,0,0
4492,79,31,1,1,2236,0,0
4205,79,15,3,1,485,0,0
6215,79,0,0,0,0,0,0
5067,79,35,8,1,1520,0,0
2886,79,35,1,1,3136,0,0
10451,79,2,0,1,46,0,0
10426,79,0,0,0,0,0,0
8882,79,16,1,2,760,0,0
19655,79,0,0,0,0,0,0
13231,79,0,0,0,0,0,0
4888,79,7,0,1,361,0,0
4769,79,0,0,0,0,0,0
10441,79,1,0,0,18,0,0
3348,79,0,0,0,0,0,0
4898,79,1,1,1,72,0,0
4763,79,16,1,1,854,0,0
5721,79,25,3,3,2238,0,0
4838,79,15,1,2,704,0,0
13475,79,0,0,0,0,0,0
13560,79,0,0,0,0,0,0
4601,79,0,0,0,0,0,0
12584,79,26,2,1,1213,0,0
4788,79,0,0,0,0,0,0
4158,79,15,1,1,1279,0,0
21627,79,0,0,0,0,0,0
9032,79,0,0,0,0,0,0
5810,79,3,1,0,225,0,0
14742,79,0,0,0,0,0,0
5668,79,12,2,1,798,0,0
2152,79,5,1,0,304,0,0
14636,79,0,0,0,0,0,0
4674,79,13,1,3,306,0,0
13873,79,0,0,0,0,0,0
8162,79,25,0,8,2017,0,0
3744,79,26,4,1,1921,0,0
23695,79,0,0,0,0,0,0
8892,79,0,0,0,0,0,0
10596,79,15,1,2,358,0,0
11965,79,0,0,0,0,0,0
4634,79,35,5,1,3150,0,0
10956,79,0,0,0,0,0,0
8945,79,5,1,2,247,0,0
10466,79,3,3,0,270,0,0
4341,79,31,2,1,2386,0,0
14547,79,0,0,0,0,0,0
2620,79,27,1,2,2084,0,0
9576,79,32,2,0,1875,0,0
4636,79,20,3,3,1524,0,0
4254,79,0,0,0,0,0,0
5001,79,26,1,1,2094,0,0
4843,79,23,2,1,1541,0,0
9869,79,0,0,0,0,0,0
1634,79,2,0,1,109,0,0
15989,79,7,1,1,452,0,0
4430,79,37,3,1,2569,0,0
13814,79,0,0,0,0,0,0
3160,79,7,6,0,495,0,0
4477,79,0,0,0,0,0,0
2651,79,34,2,0,3040,0,0
11347,79,32,1,1,2797,0,0
4844,79,5,3,1,216,0,0
4105,79,6,1,1,447,0,0
4620,79,12,2,2,869,0,0
14632,79,0,0,0,0,0,0
4161,79,28,7,1,1543,0,0
13491,79,24,2,1,1852,0,0
13510,79,0,0,0,0,0,0
13248,79,8,8,1,376,0,0
11191,79,30,1,3,2247,0,0
19608,79,23,3,1,1594,0,0
4495,79,27,2,2,2070,0,0
3562,79,20,3,1,1745,0,0
11146,79,0,0,0,0,0,0
12365,79,0,0,0,0,0,0
3448,79,23,6,1,1905,0,0
9100,79,29,2,1,2042,0,0
4604,79,3,1,1,174,0,0
10268,79,0,0,0,0,0,0
