player_id,season_id,appearances,goals,assists,clean_sheets,minutes_played,yellow_cards,red_cards
13549,210,0,0,0,0,0,0,0
10559,210,0,0,0,0,0,0,0
10439,210,0,0,0,0,0,0,0
24695,210,0,0,0,0,0,0,0
4040,210,0,0,0,0,0,0,0
4328,210,33,21,8,1,2479,0,0
4499,210,38,4,0,10,3412,0,0
11357,210,2,0,0,0,88,0,0
13286,210,0,0,0,0,0,0,0
4852,210,0,0,0,0,0,0,0
4916,210,34,0,0,12,2923,0,0
3564,210,27,2,2,3,1626,0,0
14743,210,0,0,0,0,0,0,0
4482,210,0,0,0,0,0,0,0
14732,210,29,1,12,12,2466,0,0
54312,210,10,0,0,0,763,0,0
9167,210,25,5,3,5,1833,0,0
20559,210,38,0,0,21,3420,0,0
12306,210,9,0,0,1,639,0,0
4093,210,31,2,4,13,2761,0,0
15128,210,1,0,0,0,2,0,0
37587,210,23,3,0,0,873,0,0
19731,210,0,0,0,0,0,0,0
32162,210,22,0,0,1,1519,0,0
5061,210,27,1,1,6,1986,0,0
51667,210,0,0,0,0,0,0,0
10476,210,15,1,1,0,594,0,0
12186,210,29,3,2,0,1431,0,0
9595,210,33,6,4,2,2099,0,0
10475,210,22,2,3,3,1404,0,0
4823,210,28,10,4,1,1999,0,0
14803,210,0,0,0,0,0,0,0
8050,210,25,0,1,3,2006,0,0
14945,210,0,0,0,0,0,0,0
14650,210,0,0,0,0,0,0,0
4859,210,28,1,0,2,1488,0,0
11293,210,8,0,2,0,563,0,0
15340,210,0,0,0,0,0,0,0
9468,210,25,2,2,0,980,0,0
5595,210,20,1,2,1,1187,0,0
5110,210,36,22,5,3,2731,0,0
19606,210,16,1,0,0,468,0,0
4496,210,38,1,5,15,3403,0,0
9762,210,0,0,0,0,0,0,0
4721,210,11,0,0,1,554,0,0
3413,210,16,5,3,0,1260,0,0
12937,210,12,0,0,1,639,0,0
3030,210,6,0,0,0,376,0,0
11260,210,0,0,0,0,0,0,0
4749,210,0,0,0,0,0,0,0
32435,210,23,1,0,5,2014,0,0
4711,210,0,0,0,0,0,0,0
63655,210,0,0,0,0,0,0,0
20183,210,8,1,0,0,591,0,0
7500,210,28,4,1,7,2475,0,0
14623,210,0,0,0,0,0,0,0
15288,210,0,0,0,0,0,0,0
2517,210,19,0,0,4,1672,0,0
