player_id,season_id,appearances,goals,assists,clean_sheets,minutes_played,yellow_cards,red_cards
19970,719,3,0,0,0,85,0,0
117754,719,0,0,0,0,0,0,0
108693,719,0,0,0,0,0,0,0
9199,719,20,2,2,1,1252,0,0
72541,719,0,0,0,0,0,0,0
13549,719,22,1,1,7,1404,0,0
42894,719,28,0,3,4,1965,0,0
125075,719,4,0,0,0,169,0,0
126317,719,29,2,2,0,1091,0,0
4852,719,0,0,0,0,0,0,0
128023,719,0,0,0,0,0,0,0
110203,719,16,1,0,4,1411,0,0
68086,719,0,0,0,0,0,0,0
134486,719,0,0,0,0,0,0,0
63670,719,0,0,0,0,0,0,0
108628,719,0,0,0,0,0,0,0
125106,719,2,0,0,0,4,0,0
10439,719,35,2,1,11,3003,0,0
71432,719,37,4,7,0,3127,0,0
124320,719,0,0,0,0,0,0,0
147822,719,0,0,0,0,0,0,0
20113,719,24,0,0,1,1441,0,0
129849,719,0,0,0,0,0,0,0
15656,719,26,0,0,5,2014,0,0
5264,719,0,0,0,0,0,0,0
4499,719,10,0,0,0,682,0,0
3564,719,0,0,0,0,0,0,0
50585,719,0,0,0,0,0,0,0
133612,719,16,2,3,0,770,0,0
14732,719,33,3,6,4,2377,0,0
129724,719,0,0,0,0,0,0,0
9167,719,0,0,0,0,0,0,0
127536,719,0,0,0,0,0,0,0
51703,719,11,0,0,0,125,0,0
20559,719,28,0,0,9,2509,0,0
111022,719,0,0,0,0,0,0,0
117565,719,0,0,0,0,0,0,0
54312,719,9,0,0,0,151,0,0
2862,719,0,0,0,0,0,0,0
52723,719,0,0,0,0,0,0,0
112742,719,1,0,0,0,1,0,0
20723,719,0,0,0,0,0,0,0
136952,719,1,0,0,0,7,0,0
133503,719,5,0,0,0,346,0,0
128364,719,0,0,0,0,0,0,0
48689,719,0,0,0,0,0,0,0
118447,719,2,0,0,0,26,0,0
22744,719,0,0,0,0,0,0,0
119874,719,0,0,0,0,0,0,0
26151,719,30,0,0,4,2663,0,0
143214,719,33,0,0,5,2484,0,0
