player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Jamie Vardy,9,eng ENG,FW,37-327,59,1,0,0,0,3,2,1,0,12,1,0,1,0.7,0.7,0.0,0,0,3,7,42.9,0,7,3,0,0
Patson Daka,20,zm ZAM,FW,26-055,31,1,0,0,0,1,1,0,0,10,2,0,0,0.1,0.1,0.0,1,1,1,4,25.0,0,6,1,3,1
Bilal El Khannouss,11,ma MAR,"LW,AM",20-207,73,1,1,0,0,1,1,0,0,42,2,3,2,0.1,0.1,0.9,4,1,23,31,74.2,4,24,2,2,2
Bobby De Cordova-Reid,14,jm JAM,"AM,RW",31-305,17,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,3,0,0,0
Kasey McAteer,35,ie IRL,"RW,LW",23-011,73,0,1,0,0,2,1,0,0,32,5,0,2,0.4,0.4,0.1,2,1,14,21,66.7,2,19,5,0,0
Stephy Mavididi,10,eng ENG,LW,26-186,17,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,1,8,1,0,0
Facundo Buonanotte,40,ar ARG,"RW,AM",19-346,89,0,0,0,0,0,0,0,0,39,3,0,3,0.0,0.0,0.3,4,1,14,25,56.0,2,18,4,2,0
Jordan Ayew,18,gh GHA,AM,33-083,1,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,7,0,0,0
Boubakary Soumaré,24,fr FRA,DM,25-280,90,0,0,0,0,0,0,1,0,47,4,0,2,0.0,0.0,0.0,0,0,32,36,88.9,3,31,0,2,1
Wilfred Ndidi,6,ng NGA,DM,27-353,90,0,0,0,0,1,1,0,0,58,8,3,2,0.4,0.4,0.0,0,0,30,35,85.7,1,23,0,2,2
Victor Bernth Kristiansen,16,dk DEN,LB,21-353,90,0,1,0,0,0,0,0,0,51,5,1,3,0.0,0.0,0.3,3,2,32,39,82.1,2,30,2,0,0
Jannik Vestergaard,23,dk DEN,CB,32-122,59,0,0,0,0,0,0,0,0,54,2,1,1,0.0,0.0,0.0,0,0,41,48,85.4,1,35,0,0,0
Wout Faes,3,be BEL,CB,26-244,31,0,0,0,0,0,0,0,0,16,0,2,0,0.0,0.0,0.0,0,0,10,12,83.3,0,7,0,1,0
Conor Coady,4,eng ENG,CB,31-282,90,0,0,0,0,0,0,0,0,55,2,1,3,0.0,0.0,0.0,0,0,41,47,87.2,0,39,0,0,0
James Justin,2,eng ENG,RB,26-284,90,0,0,0,0,0,0,0,0,57,1,1,3,0.0,0.0,0.0,1,0,29,41,70.7,3,26,2,1,0
Mads Hermansen,30,dk DEN,GK,24-145,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0,0,21,45,46.7,0,36,0,0,0
