player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Sadio Mané,10,sn SEN,FW,29-319,90,2,0,0,0,3,2,0,0,78,1,0,0,1.5,1.5,0.3,7,1,51,63,81.0,8,65,5,4,2
Luis Díaz,23,co COL,LW,25-041,84,0,0,0,0,4,2,0,0,62,0,0,0,0.3,0.3,0.3,8,1,43,48,89.6,6,44,4,8,6
Divock Origi,27,be BEL,LW,26-311,6,0,0,0,0,1,1,0,0,2,0,0,0,0.0,0.0,0.0,1,1,1,1,100.0,0,1,0,0,0
Mohamed Salah,11,eg EGY,RW,29-253,90,2,1,2,2,4,1,0,0,66,0,0,0,2.5,0.9,0.5,5,3,46,52,88.5,11,49,5,4,0
Thiago Alcántara,6,es ESP,LM,30-318,67,0,0,0,0,0,0,0,0,65,4,1,1,0.0,0.0,0.0,3,0,52,56,92.9,3,48,1,0,0
Jordan Henderson,14,eng ENG,LM,31-251,23,0,1,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.5,2,1,14,18,77.8,0,14,0,1,0
Fabinho,3,br BRA,CM,28-123,90,0,0,0,0,1,0,0,0,51,2,2,0,0.4,0.4,0.0,1,0,35,40,87.5,5,32,1,2,1
Curtis Jones,17,eng ENG,RM,21-024,76,0,0,0,0,4,3,0,0,66,0,1,0,0.2,0.2,0.1,2,0,53,60,88.3,8,57,1,7,7
James Milner,7,eng ENG,RM,36-050,14,0,0,0,0,1,0,0,0,15,0,1,0,0.0,0.0,0.0,1,0,11,13,84.6,1,15,0,0,0
Andrew Robertson,26,sct SCO,LB,27-349,90,0,1,0,0,1,1,0,0,69,0,1,1,0.2,0.2,0.4,5,1,55,63,87.3,4,37,5,2,1
Virgil van Dijk,4,nl NED,CB,30-230,90,1,0,0,0,1,1,0,0,104,0,3,0,0.3,0.3,0.0,1,0,85,97,87.6,3,83,2,1,1
Joël Matip,32,cm CMR,CB,30-199,90,1,0,0,0,1,1,0,0,98,1,1,0,0.5,0.5,0.0,1,1,79,90,87.8,8,80,2,0,0
Trent Alexander-Arnold,66,eng ENG,RB,23-139,90,0,0,0,0,0,0,0,0,59,0,1,1,0.0,0.0,0.7,3,0,32,51,62.7,3,30,1,3,2
Alisson,1,br BRA,GK,29-144,90,0,0,0,0,0,0,0,0,65,0,0,0,0.0,0.0,0.0,0,0,57,63,90.5,0,51,0,0,0
