player_id,season_id,appearances,goals,assists,minutes_played,yellow_cards,red_cards
13286,363,22,2,2,1034,0,0
21821,363,0,0,0,0,0,0
10905,363,36,7,1,2673,0,0
13549,363,33,3,3,2954,0,0
14674,363,0,0,0,0,0,0
4852,363,3,2,0,270,0,0
11357,363,0,0,0,0,0,0
21797,363,0,0,0,0,0,0
4328,363,12,3,1,558,0,0
4183,363,14,1,5,833,0,0
6609,363,1,0,0,90,0,0
10439,363,31,1,1,2670,0,0
71432,363,21,3,2,1403,0,0
10424,363,33,2,4,2780,0,0
5248,363,0,0,0,0,0,0
4499,363,10,1,1,797,0,0
3564,363,31,1,1,1743,0,0
5264,363,24,1,1,1858,0,0
4916,363,25,1,0,2241,0,0
20053,363,0,0,0,0,0,0
5467,363,9,2,1,691,0,0
14732,363,36,2,1,3033,0,0
22698,363,36,2,1,2463,0,0
20559,363,33,1,0,2970,0,0
15994,363,24,2,1,2052,0,0
9167,363,15,3,1,618,0,0
54312,363,34,2,1,2436,0,0
4093,363,13,2,1,959,0,0
112097,363,0,0,0,0,0,0
20723,363,15,1,7,897,0,0
12306,363,12,1,0,719,0,0
19731,363,25,2,1,2090,0,0
48689,363,0,0,0,0,0,0
26151,363,31,1,1,2730,0,0
51593,363,1,0,0,3,0,0
37587,363,0,0,0,0,0,0
5061,363,28,2,1,1568,0,0
10476,363,0,0,0,0,0,0
32162,363,36,3,3,2584,0,0
24708,363,0,0,0,0,0,0
14624,363,28,1,1,2162,0,0
9595,363,26,1,5,1983,0,0
25281,363,0,0,0,0,0,0
5748,363,36,3,0,3240,0,0
12186,363,33,4,1,2771,0,0
8050,363,0,0,0,0,0,0
31883,363,0,0,0,0,0,0
23759,363,0,0,0,0,0,0
23750,363,0,0,0,0,0,0
4859,363,0,0,0,0,0,0
5110,363,29,2,1,2337,0,0
11293,363,19,1,6,1608,0,0
15114,363,0,0,0,0,0,0
15340,363,0,0,0,0,0,0
5595,363,33,6,3,2097,0,0
3314,363,38,0,1,3400,0,0
21518,363,0,0,0,0,0,0
26975,363,0,0,0,0,0,0
