match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
22342,79,"Fri 11 Aug 2017, 19:45 BST",1,26,4,3,C,Emirates Stadium,59387
22350,79,"Sat 12 Aug 2017, 12:30 BST",33,10,3,3,C,Vicarage Road,20407
22344,79,"Sat 12 Aug 2017, 15:00 BST",4,43,2,3,C,Stamford Bridge,41616
22345,79,"Sat 12 Aug 2017, 15:00 BST",6,159,0,3,C,Selhurst Park,25448
22346,79,"Sat 12 Aug 2017, 15:00 BST",7,42,1,0,C,Goodison Park,39045
22349,79,"Sat 12 Aug 2017, 15:00 BST",20,45,0,0,C,St. Mary's Stadium,31447
22351,79,"Sat 12 Aug 2017, 15:00 BST",36,127,1,0,C,The Hawthorns,25011
22343,79,"Sat 12 Aug 2017, 17:30 BST",131,11,0,2,C,Amex Stadium,30415
22348,79,"Sun 13 Aug 2017, 13:30 BST",23,21,0,2,C,St. James' Park,52077
22347,79,"Sun 13 Aug 2017, 16:00 BST",12,25,4,0,C,Old Trafford,74928
22359,79,"Sat 19 Aug 2017, 12:30 BST",45,12,0,4,C,Liberty Stadium,20862
22352,79,"Sat 19 Aug 2017, 15:00 BST",127,33,0,2,C,Vitality Stadium,10501
22353,79,"Sat 19 Aug 2017, 15:00 BST",43,36,0,1,C,Turf Moor,19619
22355,79,"Sat 19 Aug 2017, 15:00 BST",26,131,2,0,C,King Power Stadium,31902
22356,79,"Sat 19 Aug 2017, 15:00 BST",10,6,1,0,C,Anfield,53138
22659,79,"Sat 19 Aug 2017, 15:00 BST",20,25,3,2,C,St. Mary's Stadium,31424
22358,79,"Sat 19 Aug 2017, 17:30 BST",42,1,1,0,C,bet365 Stadium,29459
22354,79,"Sun 20 Aug 2017, 13:30 BST",159,23,1,0,C,John Smith's Stadium,24128
22360,79,"Sun 20 Aug 2017, 16:00 BST",21,4,1,2,C,Wembley Stadium,73587
22357,79,"Mon 21 Aug 2017, 20:00 BST",11,7,1,1,C,Etihad Stadium,54009
22362,79,"Sat 26 Aug 2017, 12:30 BST",127,11,1,2,C,Vitality Stadium,10419
22364,79,"Sat 26 Aug 2017, 15:00 BST",6,45,0,2,C,Selhurst Park,23477
22365,79,"Sat 26 Aug 2017, 15:00 BST",159,20,0,0,C,John Smith's Stadium,23548
22368,79,"Sat 26 Aug 2017, 15:00 BST",23,25,3,0,C,St. James' Park,52093
22370,79,"Sat 26 Aug 2017, 15:00 BST",33,131,0,0,C,Vicarage Road,20181
22367,79,"Sat 26 Aug 2017, 17:30 BST",12,26,2,0,C,Old Trafford,75021
22363,79,"Sun 27 Aug 2017, 13:30 BST",4,7,2,0,C,Stamford Bridge,41382
22371,79,"Sun 27 Aug 2017, 13:30 BST",36,42,1,1,C,The Hawthorns,22704
22366,79,"Sun 27 Aug 2017, 16:00 BST",10,1,4,0,C,Anfield,53206
22369,79,"Sun 27 Aug 2017, 16:00 BST",21,43,1,1,C,Wembley Stadium,67862
22377,79,"Sat 9 Sep 2017, 12:30 BST",11,10,5,0,C,Etihad Stadium,54172
22372,79,"Sat 9 Sep 2017, 15:00 BST",1,127,3,0,C,Emirates Stadium,59262
