match_id,season_id,home_team_id,away_team_id,start_time,home_goals,away_goals,status
74911,489,6,1,2022-08-05,0.0,2.0,C
74914,489,34,10,2022-08-06,2.0,2.0,C
74912,489,127,2,2022-08-06,2.0,0.0,C
74915,489,9,38,2022-08-06,2.0,1.0,C
74917,489,23,15,2022-08-06,2.0,0.0,C
74918,489,21,20,2022-08-06,4.0,1.0,C
74913,489,7,4,2022-08-06,0.0,1.0,C
74916,489,26,130,2022-08-07,2.0,2.0,C
74919,489,12,131,2022-08-07,1.0,2.0,C
74920,489,25,11,2022-08-07,0.0,2.0,C
74922,489,2,7,2022-08-13,2.0,1.0,C
74921,489,1,26,2022-08-13,4.0,2.0,C
74924,489,131,23,2022-08-13,0.0,0.0,C
74927,489,11,127,2022-08-13,4.0,0.0,C
74929,489,20,9,2022-08-13,2.0,2.0,C
74930,489,38,34,2022-08-13,0.0,0.0,C
74923,489,130,12,2022-08-13,4.0,0.0,C
74928,489,15,25,2022-08-14,1.0,0.0,C
74925,489,4,21,2022-08-14,2.0,2.0,C
74926,489,10,6,2022-08-15,1.0,1.0,C
74939,489,21,38,2022-08-20,1.0,0.0,C
74932,489,6,2,2022-08-20,3.0,1.0,C
74933,489,7,15,2022-08-20,1.0,1.0,C
74934,489,34,130,2022-08-20,3.0,2.0,C
74936,489,26,20,2022-08-20,1.0,2.0,C
74931,489,127,1,2022-08-20,0.0,3.0,C
74935,489,9,4,2022-08-21,3.0,0.0,C
74940,489,25,131,2022-08-21,0.0,2.0,C
74938,489,23,11,2022-08-21,3.0,3.0,C
74937,489,12,10,2022-08-22,2.0,1.0,C
74949,489,20,12,2022-08-27,0.0,1.0,C
74943,489,130,7,2022-08-27,1.0,1.0,C
74944,489,131,9,2022-08-27,1.0,0.0,C
74945,489,4,26,2022-08-27,2.0,1.0,C
74946,489,10,127,2022-08-27,9.0,0.0,C
74947,489,11,6,2022-08-27,4.0,2.0,C
74941,489,1,34,2022-08-27,2.0,1.0,C
74942,489,2,25,2022-08-28,0.0,1.0,C
74950,489,38,23,2022-08-28,1.0,1.0,C
74948,489,15,21,2022-08-28,0.0,2.0,C
74953,489,6,130,2022-08-30,1.0,1.0,C
74954,489,34,131,2022-08-30,2.0,1.0,C
74960,489,20,4,2022-08-30,2.0,1.0,C
74955,489,9,7,2022-08-30,1.0,1.0,C
74951,489,1,2,2022-08-31,2.0,1.0,C
74952,489,127,38,2022-08-31,0.0,0.0,C
74959,489,11,15,2022-08-31,6.0,0.0,C
74957,489,25,21,2022-08-31,1.0,1.0,C
74958,489,10,23,2022-08-31,2.0,1.0,C
74956,489,26,12,2022-09-01,0.0,1.0,C
74965,489,7,10,2022-09-03,0.0,0.0,C
74962,489,130,9,2022-09-03,5.0,2.0,C
74964,489,4,25,2022-09-03,2.0,1.0,C
74967,489,23,6,2022-09-03,0.0,0.0,C
74968,489,15,127,2022-09-03,2.0,3.0,C
74969,489,21,34,2022-09-03,2.0,1.0,C
74970,489,38,20,2022-09-03,1.0,0.0,C
74961,489,2,11,2022-09-03,1.0,1.0,C
74963,489,131,26,2022-09-04,5.0,2.0,C
74966,489,12,1,2022-09-04,3.0,1.0,C
74981,489,2,20,2022-09-16,1.0,0.0,C
74988,489,15,34,2022-09-16,2.0,3.0,C
74990,489,38,11,2022-09-17,0.0,3.0,C
74987,489,23,127,2022-09-17,1.0,1.0,C
74989,489,21,26,2022-09-17,6.0,2.0,C
74982,489,130,1,2022-09-18,0.0,3.0,C
74985,489,7,25,2022-09-18,1.0,0.0,C
74991,489,1,21,2022-10-01,3.0,1.0,C
74992,489,127,130,2022-10-01,0.0,0.0,C
74993,489,6,4,2022-10-01,1.0,2.0,C
74994,489,34,23,2022-10-01,1.0,4.0,C
74997,489,10,131,2022-10-01,3.0,3.0,C
74999,489,20,7,2022-10-01,1.0,2.0,C
75000,489,25,38,2022-10-01,2.0,0.0,C
74998,489,11,12,2022-10-02,6.0,3.0,C
74995,489,9,2,2022-10-02,0.0,0.0,C
74996,489,26,15,2022-10-03,4.0,0.0,C
75002,489,127,26,2022-10-08,2.0,1.0,C
75004,489,4,38,2022-10-08,3.0,0.0,C
75007,489,11,20,2022-10-08,4.0,0.0,C
75008,489,23,130,2022-10-08,5.0,1.0,C
75003,489,131,21,2022-10-08,0.0,1.0,C
75005,489,6,9,2022-10-09,2.0,1.0,C
75010,489,25,34,2022-10-09,3.0,1.0,C
75001,489,1,10,2022-10-09,3.0,2.0,C
75006,489,7,12,2022-10-09,1.0,2.0,C
75009,489,15,2,2022-10-10,1.0,1.0,C
75012,489,130,131,2022-10-14,2.0,0.0,C
75015,489,26,6,2022-10-15,0.0,0.0,C
75013,489,34,127,2022-10-15,2.0,2.0,C
75020,489,38,15,2022-10-15,1.0,0.0,C
75019,489,21,7,2022-10-15,2.0,0.0,C
75011,489,2,4,2022-10-16,0.0,2.0,C
75014,489,9,1,2022-10-16,0.0,1.0,C
75017,489,12,23,2022-10-16,0.0,0.0,C
75018,489,20,25,2022-10-16,1.0,1.0,C
75016,489,10,11,2022-10-16,1.0,0.0,C
75024,489,131,15,2022-10-18,0.0,0.0,C
75025,489,6,38,2022-10-18,2.0,1.0,C
75022,489,127,20,2022-10-19,0.0,1.0,C
75023,489,130,4,2022-10-19,0.0,0.0,C
75028,489,10,25,2022-10-19,1.0,0.0,C
75030,489,23,7,2022-10-19,1.0,0.0,C
75029,489,12,21,2022-10-19,2.0,0.0,C
75026,489,34,2,2022-10-20,3.0,0.0,C
75027,489,26,9,2022-10-20,2.0,0.0,C
75036,489,15,10,2022-10-22,1.0,0.0,C
75033,489,7,6,2022-10-22,3.0,0.0,C
75035,489,11,131,2022-10-22,3.0,1.0,C
75032,489,4,12,2022-10-22,1.0,1.0,C
75031,489,2,130,2022-10-23,4.0,0.0,C
75034,489,9,34,2022-10-23,2.0,3.0,C
75037,489,20,1,2022-10-23,1.0,1.0,C
75040,489,38,26,2022-10-23,0.0,4.0,C
75038,489,21,23,2022-10-23,1.0,2.0,C
75039,489,25,127,2022-10-24,2.0,0.0,C
75047,489,26,11,2022-10-29,0.0,1.0,C
75042,489,127,21,2022-10-29,2.0,3.0,C
75043,489,130,38,2022-10-29,1.0,1.0,C
75044,489,131,4,2022-10-29,4.0,1.0,C
75045,489,6,20,2022-10-29,1.0,0.0,C
75050,489,23,2,2022-10-29,4.0,0.0,C
75046,489,34,7,2022-10-29,0.0,0.0,C
75048,489,10,9,2022-10-29,1.0,2.0,C
75041,489,1,15,2022-10-30,5.0,0.0,C
75049,489,12,25,2022-10-30,1.0,0.0,C
75054,489,9,127,2022-11-05,4.0,3.0,C
75055,489,11,34,2022-11-05,2.0,1.0,C
75056,489,15,130,2022-11-05,2.0,2.0,C
75060,489,38,131,2022-11-05,2.0,3.0,C
