player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Glenn Murray,17,eng ENG,FW,35-214,90,0,1,0,0,3,0,0,0,31,0,0,0,0.5,0.5,0.6,2,1,18,24,75.0,2,19,0,1,0
Florin Andone,10,ro ROU,FW,26-016,45,0,0,0,0,0,0,1,0,19,0,1,1,0.0,0.0,0.0,0,0,9,9,100.0,0,15,1,4,0
Solly March,20,eng ENG,RM,24-281,45,0,0,0,0,2,1,0,0,36,1,0,0,0.1,0.1,0.1,4,0,18,28,64.3,0,25,2,7,5
José Izquierdo,19,co COL,LM,26-294,65,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,1,0,6,12,50.0,1,13,0,1,0
Anthony Knockaert,11,fr FRA,LM,27-158,25,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.3,1,0,11,16,68.8,2,16,4,1,1
Beram Kayal,7,il ISR,CM,30-360,48,0,0,0,0,0,0,0,0,18,2,0,0,0.0,0.0,0.0,0,0,11,15,73.3,4,12,2,1,0
Yves Bissouma,8,ml MLI,CM,22-240,42,0,0,0,0,0,0,1,0,35,1,0,1,0.0,0.0,0.0,0,0,27,28,96.4,4,24,4,1,0
Dale Stephens,6,eng ENG,CM,29-319,90,0,0,0,0,1,0,0,0,91,0,3,2,0.0,0.0,0.0,2,0,74,80,92.5,10,55,1,1,0
Pascal Groß,13,de GER,"FW,RM",27-316,90,1,0,0,0,1,1,0,0,54,0,0,0,0.6,0.6,0.2,5,0,25,46,54.3,5,30,1,0,0
Bernardo,30,br BRA,LB,23-348,90,0,0,0,0,0,0,0,0,84,2,0,0,0.0,0.0,0.0,1,0,60,75,80.0,8,51,7,2,1
Lewis Dunk,5,eng ENG,CB,27-157,90,0,0,0,0,0,0,0,0,66,0,2,1,0.0,0.0,0.0,0,0,49,58,84.5,1,35,0,0,0
Shane Duffy,4,ie IRL,CB,27-116,90,0,0,0,0,2,0,0,0,51,0,0,2,0.1,0.1,0.0,0,0,27,40,67.5,1,25,0,1,1
Bruno,2,es ESP,RB,38-208,90,0,0,0,0,0,0,0,0,75,2,0,1,0.0,0.0,0.0,2,1,60,72,83.3,6,39,0,0,0
Mathew Ryan,1,au AUS,GK,27-019,90,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,0,0,15,23,65.2,0,13,0,0,0
