match_id,season_id,home_team_id,away_team_id,start_time,home_goals,away_goals,status
74911,489,6,1,"Fri 5 Aug 2022, 20:00 BST",0.0,2.0,C
74914,489,34,10,"Sat 6 Aug 2022, 12:30 BST",2.0,2.0,C
74912,489,127,2,"Sat 6 Aug 2022, 15:00 BST",2.0,0.0,C
74915,489,9,38,"Sat 6 Aug 2022, 15:00 BST",2.0,1.0,C
74917,489,23,15,"Sat 6 Aug 2022, 15:00 BST",2.0,0.0,C
74918,489,21,20,"Sat 6 Aug 2022, 15:00 BST",4.0,1.0,C
74913,489,7,4,"Sat 6 Aug 2022, 17:30 BST",0.0,1.0,C
74916,489,26,130,"Sun 7 Aug 2022, 14:00 BST",2.0,2.0,C
74919,489,12,131,"Sun 7 Aug 2022, 14:00 BST",1.0,2.0,C
74920,489,25,11,"Sun 7 Aug 2022, 16:30 BST",0.0,2.0,C
74922,489,2,7,"Sat 13 Aug 2022, 12:30 BST",2.0,1.0,C
74921,489,1,26,"Sat 13 Aug 2022, 15:00 BST",4.0,2.0,C
74924,489,131,23,"Sat 13 Aug 2022, 15:00 BST",0.0,0.0,C
74927,489,11,127,"Sat 13 Aug 2022, 15:00 BST",4.0,0.0,C
74929,489,20,9,"Sat 13 Aug 2022, 15:00 BST",2.0,2.0,C
74930,489,38,34,"Sat 13 Aug 2022, 15:00 BST",0.0,0.0,C
74923,489,130,12,"Sat 13 Aug 2022, 17:30 BST",4.0,0.0,C
74928,489,15,25,"Sun 14 Aug 2022, 14:00 BST",1.0,0.0,C
74925,489,4,21,"Sun 14 Aug 2022, 16:30 BST",2.0,2.0,C
74926,489,10,6,"Mon 15 Aug 2022, 20:00 BST",1.0,1.0,C
74939,489,21,38,"Sat 20 Aug 2022, 12:30 BST",1.0,0.0,C
74932,489,6,2,"Sat 20 Aug 2022, 15:00 BST",3.0,1.0,C
74933,489,7,15,"Sat 20 Aug 2022, 15:00 BST",1.0,1.0,C
74934,489,34,130,"Sat 20 Aug 2022, 15:00 BST",3.0,2.0,C
74936,489,26,20,"Sat 20 Aug 2022, 15:00 BST",1.0,2.0,C
74931,489,127,1,"Sat 20 Aug 2022, 17:30 BST",0.0,3.0,C
74935,489,9,4,"Sun 21 Aug 2022, 14:00 BST",3.0,0.0,C
74940,489,25,131,"Sun 21 Aug 2022, 14:00 BST",0.0,2.0,C
74938,489,23,11,"Sun 21 Aug 2022, 16:30 BST",3.0,3.0,C
74937,489,12,10,"Mon 22 Aug 2022, 20:00 BST",2.0,1.0,C
74949,489,20,12,"Sat 27 Aug 2022, 12:30 BST",0.0,1.0,C
74943,489,130,7,"Sat 27 Aug 2022, 15:00 BST",1.0,1.0,C
74944,489,131,9,"Sat 27 Aug 2022, 15:00 BST",1.0,0.0,C
74945,489,4,26,"Sat 27 Aug 2022, 15:00 BST",2.0,1.0,C
74946,489,10,127,"Sat 27 Aug 2022, 15:00 BST",9.0,0.0,C
74947,489,11,6,"Sat 27 Aug 2022, 15:00 BST",4.0,2.0,C
74941,489,1,34,"Sat 27 Aug 2022, 17:30 BST",2.0,1.0,C
74942,489,2,25,"Sun 28 Aug 2022, 14:00 BST",0.0,1.0,C
74950,489,38,23,"Sun 28 Aug 2022, 14:00 BST",1.0,1.0,C
74948,489,15,21,"Sun 28 Aug 2022, 16:30 BST",0.0,2.0,C
74953,489,6,130,"Tue 30 Aug 2022, 19:30 BST",1.0,1.0,C
74954,489,34,131,"Tue 30 Aug 2022, 19:30 BST",2.0,1.0,C
74960,489,20,4,"Tue 30 Aug 2022, 19:45 BST",2.0,1.0,C
74955,489,9,7,"Tue 30 Aug 2022, 20:00 BST",1.0,1.0,C
74951,489,1,2,"Wed 31 Aug 2022, 19:30 BST",2.0,1.0,C
