player_id,name,nationality,position,shirt_number,image_path
10483,Rolando Aarons,Jamaica,M,17.0,premier_league_data/season_1415/Rolando_Aarons_10483.png
4343,Mehdi Abeid,Algeria,M,19.0,
2840,Abou Diaby,France,M,5.0,
4081,Charlie Adam,Scotland,M,,premier_league_data/season_1415/Charlie_Adam_4081.png
9199,Adam Armstrong,England,F,32.0,premier_league_data/season_1415/Adam_Armstrong_9199.png
2845,Emmanuel Adebayor,Togo,F,10.0,premier_league_data/season_1415/Emmanuel_Adebayor_2845.png
10544,Krisztian Adorjan,Hungary,M,23.0,
4852,Adrián,Spain,G,13.0,premier_league_data/season_1415/Adrián_4852.png
4040,Benik Afobe,DR Congo,F,7.0,premier_league_data/season_1415/Benik_Afobe_4040.png
2622,Gabriel Agbonlahor,England,F,,premier_league_data/season_1415/Gabriel_Agbonlahor_2622.png
2916,Daniel Agger,Denmark,D,22.0,premier_league_data/season_1415/Daniel_Agger_2916.png
10514,Liam Agnew,England,M,,premier_league_data/season_1415/Liam_Agnew_10514.png
4328,Sergio Agüero,Argentina,F,19.0,premier_league_data/season_1415/Sergio_Agüero_4328.png
4183,Ahmed El Mohamady,Egypt,D,27.0,premier_league_data/season_1415/Ahmed_El_Mohamady_4183.png
10439,Ola Aina,Nigeria,D,34.0,premier_league_data/season_1415/Ola_Aina_10439.png
10424,Semi Ajayi,Nigeria,D,,premier_league_data/season_1415/Semi_Ajayi_10424.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_1415/Nathan_Aké_4499.png
4482,Chuba Akpom,England,F,24.0,premier_league_data/season_1415/Chuba_Akpom_4482.png
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_1415/Marc_Albrighton_3564.png
4218,Antolín Alcáraz,Paraguay,D,3.0,
4916,Toby Alderweireld,Belgium,D,23.0,premier_league_data/season_1415/Toby_Alderweireld_4916.png
8230,Alex Cisak,Australia,G,20.0,
4410,Daniel Alfei,Wales,D,2.0,
4413,Joe Allen,Wales,M,7.0,premier_league_data/season_1415/Joe_Allen_4413.png
9167,Dele Alli,England,M,11.0,premier_league_data/season_1415/Dele_Alli_9167.png
