player_id,name,nationality,position,shirt_number,image_path
19970,Max Aarons,England,D,19.0,premier_league_data/season_2425/Max_Aarons_19970.png
117754,Zach Abbott,England,D,,premier_league_data/season_2425/Zach_Abbott_117754.png
125075,Josh Acheampong,England,D,34.0,premier_league_data/season_2425/Josh_Acheampong_125075.png
9199,Adam Armstrong,England,F,32.0,premier_league_data/season_2425/Adam_Armstrong_9199.png
42894,Tyler Adams,United States,M,12.0,premier_league_data/season_2425/Tyler_Adams_42894.png
13549,Tosin Adarabioyo,England,D,4.0,premier_league_data/season_2425/Tosin_Adarabioyo_13549.png
72541,Tayo Adaramola,Ireland,D,45.0,
108693,Valintino Adedokun,Ireland,D,23.0,
126317,Simon Adingra,Cote D’Ivoire,F,11.0,premier_league_data/season_2425/Simon_Adingra_126317.png
4852,Adrián,Spain,G,13.0,premier_league_data/season_2425/Adrián_4852.png
128023,Daniel Adu-Adjei,England,F,14.0,
110203,Emmanuel Agbadou,Cote D’Ivoire,D,12.0,premier_league_data/season_2425/Emmanuel_Agbadou_110203.png
125106,Asher Agbinone,England,M,28.0,
108628,Nayef Aguerd,Morocco,D,21.0,premier_league_data/season_2425/Nayef_Aguerd_108628.png
134486,Brandon Aguilera,Costa Rica,M,10.0,premier_league_data/season_2425/Brandon_Aguilera_134486.png
63670,Gassan Ahadme,Morocco,F,9.0,premier_league_data/season_2425/Gassan_Ahadme_63670.png
68086,Naouirou Ahamada,France,M,,premier_league_data/season_2425/Naouirou_Ahamada_68086.png
10439,Ola Aina,Nigeria,D,34.0,premier_league_data/season_2425/Ola_Aina_10439.png
71432,Rayan Aït-Nouri,Algeria,D,3.0,premier_league_data/season_2425/Rayan_Aït-Nouri_71432.png
124320,Damola Ajayi,England,F,63.0,
20113,Kristoffer Ajer,Norway,D,20.0,premier_league_data/season_2425/Kristoffer_Ajer_20113.png
147822,Romeo Akachukwu,Ireland,M,54.0,
15656,Manuel Akanji,Switzerland,D,25.0,premier_league_data/season_2425/Manuel_Akanji_15656.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_2425/Nathan_Aké_4499.png
50585,Yunus Akgün,Turkiye,F,29.0,
129849,Matai Akinmboni,United States,D,45.0,
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_2425/Marc_Albrighton_3564.png
5264,Thiago Alcântara,Spain,M,6.0,premier_league_data/season_2425/Thiago_Alcântara_5264.png
133612,Carlos Alcaraz,Argentina,M,24.0,premier_league_data/season_2425/Carlos_Alcaraz_133612.png
14732,Trent Alexander-Arnold,England,D,66.0,premier_league_data/season_2425/Trent_Alexander-Arnold_14732.png
129724,Farid Alfa-Ruprecht,Germany,F,,
127536,Alfie Harrison,England,M,,
51703,Ali Al-Hamadi,Iraq,F,9.0,premier_league_data/season_2425/Ali_Al-Hamadi_51703.png
20559,Alisson Becker,Brazil,G,1.0,premier_league_data/season_2425/Alisson_Becker_20559.png
117565,Sonny Aljofree,England,D,24.0,
111022,Max Alleyne,England,D,68.0,
9167,Dele Alli,England,M,11.0,premier_league_data/season_2425/Dele_Alli_9167.png
54312,Miguel Almirón,Paraguay,M,24.0,premier_league_data/season_2425/Miguel_Almirón_54312.png
2862,Sone Aluko,Nigeria,F,23.0,premier_league_data/season_2425/Sone_Aluko_2862.png
52723,Julián Alvarez,Argentina,F,19.0,premier_league_data/season_2425/Julián_Alvarez_52723.png
112742,Will Alves,England,M,29.0,premier_league_data/season_2425/Will_Alves_112742.png
20723,Steven Alzate,Colombia,M,19.0,premier_league_data/season_2425/Steven_Alzate_20723.png
133503,Harry Amass,England,D,41.0,premier_league_data/season_2425/Harry_Amass_133503.png
128364,Samuel Amissah,England,D,,
118447,Sam Amo-Ameyaw,England,F,27.0,premier_league_data/season_2425/Sam_Amo-Ameyaw_118447.png
136952,Mathis Amougou,France,M,39.0,premier_league_data/season_2425/Mathis_Amougou_136952.png
119874,Ato Ampah,England,F,55.0,
22744,Sofyan Amrabat,Morocco,M,34.0,premier_league_data/season_2425/Sofyan_Amrabat_22744.png
48689,Joseph Anang,England,G,,premier_league_data/season_2425/Joseph_Anang_48689.png
26151,Joachim Andersen,Denmark,D,5.0,premier_league_data/season_2425/Joachim_Andersen_26151.png
51593,Elliot Anderson,England,M,8.0,premier_league_data/season_2425/Elliot_Anderson_51593.png
143214,André,Brazil,M,7.0,premier_league_data/season_2425/André_143214.png
5061,André Gomes,Portugal,M,26.0,premier_league_data/season_2425/André_Gomes_5061.png
10476,Andreas Pereira,Brazil,M,18.0,premier_league_data/season_2425/Andreas_Pereira_10476.png
133245,Andrey Santos,Brazil,M,8.0,
121739,Vincent Angelini,Scotland,G,41.0,
136833,Ângelo,Brazil,F,20.0,premier_league_data/season_2425/Ângelo_136833.png
24708,Tino Anjorin,England,M,28.0,premier_league_data/season_2425/Tino_Anjorin_24708.png
136199,Aaron Anselmino,Argentina,D,,
50460,Jaidon Anthony,England,F,11.0,premier_league_data/season_2425/Jaidon_Anthony_50460.png
14624,Antonee Robinson,United States,D,33.0,premier_league_data/season_2425/Antonee_Robinson_14624.png
9595,Michail Antonio,Jamaica,F,,premier_league_data/season_2425/Michail_Antonio_9595.png
75381,Antony,Brazil,F,7.0,premier_league_data/season_2425/Antony_75381.png
130671,Genesis Antwi,Sweden,D,64.0,
64370,Julián Araujo,Mexico,D,22.0,premier_league_data/season_2425/Julián_Araujo_64370.png
25281,Cameron Archer,England,F,19.0,premier_league_data/season_2425/Cameron_Archer_25281.png
5748,Alphonse Areola,France,G,23.0,premier_league_data/season_2425/Alphonse_Areola_5748.png
13956,Joe Aribo,Nigeria,M,7.0,premier_league_data/season_2425/Joe_Aribo_13956.png
134286,Harrison Armstrong,England,M,28.0,
8050,Harry Arter,Ireland,M,,premier_league_data/season_2425/Harry_Arter_8050.png
138109,Benjamin Arthur,England,D,43.0,
11428,Marco Asensio,Spain,F,21.0,premier_league_data/season_2425/Marco_Asensio_11428.png
31883,Harrison Ashby,Scotland,D,20.0,premier_league_data/season_2425/Harrison_Ashby_31883.png
119277,Noël Atom,Germany,D,65.0,
11293,Sèrge Aurier,Cote D’Ivoire,D,92.0,premier_league_data/season_2425/Sèrge_Aurier_11293.png
15114,Brandon Austin,England,G,49.0,premier_league_data/season_2425/Brandon_Austin_15114.png
15340,Taiwo Awoniyi,Nigeria,F,9.0,premier_league_data/season_2425/Taiwo_Awoniyi_15340.png
134333,Yasin Ayari,Sweden,M,,premier_league_data/season_2425/Yasin_Ayari_134333.png
5595,Jordan Ayew,Ghana,F,18.0,premier_league_data/season_2425/Jordan_Ayew_5595.png
134994,Leon Ayinde,Ireland,M,,
65744,Trialist B,England,D,,
53612,Benoît Badiashile,France,D,5.0,premier_league_data/season_2425/Benoît_Badiashile_53612.png
108957,Elkan Baggott,Indonesia,D,12.0,
20489,Leon Bailey,Jamaica,M,31.0,premier_league_data/season_2425/Leon_Bailey_20489.png
12937,Eric Bailly,Cote D’Ivoire,D,4.0,premier_league_data/season_2425/Eric_Bailly_12937.png
114296,Stefan Bajcetic,Spain,M,21.0,premier_league_data/season_2425/Stefan_Bajcetic_114296.png
62917,Benicio Baker-Boaitey,England,M,55.0,premier_league_data/season_2425/Benicio_Baker-Boaitey_62917.png
21317,Ellery Balcombe,England,G,35.0,premier_league_data/season_2425/Ellery_Balcombe_21317.png
124396,Carlos Baleba,Cameroon,M,20.0,premier_league_data/season_2425/Carlos_Baleba_124396.png
7485,Dominic Ball,England,M,15.0,
112674,Dom Ballard,England,F,9.0,
139402,Emilio Ballard-Matthews,England,F,78.0,
20959,Fodé Ballo-Touré,Senegal,D,12.0,premier_league_data/season_2425/Fodé_Ballo-Touré_20959.png
19871,Folarin Balogun,United States,F,9.0,premier_league_data/season_2425/Folarin_Balogun_19871.png
24773,Shandon Baptiste,Grenada,M,26.0,premier_league_data/season_2425/Shandon_Baptiste_24773.png
120417,Valentín Barco,Argentina,D,32.0,premier_league_data/season_2425/Valentín_Barco_120417.png
112601,Owen Barker,England,M,79.0,
4115,Ross Barkley,England,M,6.0,premier_league_data/season_2425/Ross_Barkley_4115.png
14716,Harvey Barnes,England,M,11.0,premier_league_data/season_2425/Harvey_Barnes_14716.png
66548,Ty Barnett,England,F,45.0,
71986,Enzo Barrenechea,Argentina,M,5.0,premier_league_data/season_2425/Enzo_Barrenechea_71986.png
117451,Luca Barrington,England,F,14.0,
23793,Calvin Bassey,Nigeria,D,3.0,premier_league_data/season_2425/Calvin_Bassey_23793.png
124329,Callum Bates,England,M,92.0,
132022,Stevie Bausor,England,G,41.0,
71744,Altay Bayindir,Turkiye,G,1.0,premier_league_data/season_2425/Altay_Bayindir_71744.png
63840,Gavin Bazunu,Ireland,G,35.0,premier_league_data/season_2425/Gavin_Bazunu_63840.png
113713,Eddie Beach,Wales,G,16.0,premier_league_data/season_2425/Eddie_Beach_113713.png
25540,Mads Bech,Denmark,D,22.0,premier_league_data/season_2425/Mads_Bech_25540.png
66565,Owen Beck,Wales,D,,premier_league_data/season_2425/Owen_Beck_66565.png
19589,Jan Bednarek,Poland,D,35.0,premier_league_data/season_2425/Jan_Bednarek_19589.png
2537,Asmir Begovic,Bosnia & Herzegovina,G,31.0,premier_league_data/season_2425/Asmir_Begovic_2537.png
108325,Armel Bella-Kotchap,Germany,D,6.0,premier_league_data/season_2425/Armel_Bella-Kotchap_108325.png
126108,Jean-Ricner Bellegarde,France,M,27.0,premier_league_data/season_2425/Jean-Ricner_Bellegarde_126108.png
31671,Steven Benda,Germany,G,,premier_league_data/season_2425/Steven_Benda_31671.png
133165,Lewys Benjamin,Wales,G,,
107833,Rhys Bennett,England,D,15.0,
20517,Saïd Benrahma,Algeria,F,17.0,premier_league_data/season_2425/Saïd_Benrahma_20517.png
22802,Rodrigo Bentancur,Uruguay,M,30.0,premier_league_data/season_2425/Rodrigo_Bentancur_22802.png
9651,Dan Bentley,England,G,25.0,premier_league_data/season_2425/Dan_Bentley_9651.png
21614,Sander Berge,Norway,M,16.0,premier_league_data/season_2425/Sander_Berge_21614.png
65641,Lucas Bergström,Finland,G,1.0,premier_league_data/season_2425/Lucas_Bergström_65641.png
133603,Lucas Bergvall,Sweden,M,15.0,premier_league_data/season_2425/Lucas_Bergvall_133603.png
5067,Bernardo Silva,Portugal,M,20.0,premier_league_data/season_2425/Bernardo_Silva_5067.png
126789,Beto,Guinea-Bissau,F,14.0,premier_league_data/season_2425/Beto_126789.png
4511,Marcus Bettinelli,England,G,13.0,premier_league_data/season_2425/Marcus_Bettinelli_4511.png
54000,Giulian Biancone,France,D,4.0,premier_league_data/season_2425/Giulian_Biancone_54000.png
8882,Philip Billing,Denmark,M,29.0,premier_league_data/season_2425/Philip_Billing_8882.png
138105,Tyler Bindon,New Zealand,D,,
50245,Yves Bissouma,Mali,M,8.0,premier_league_data/season_2425/Yves_Bissouma_50245.png
124321,Leo Black,England,F,,
112629,Harvey Blair,England,F,29.0,
53007,Malachi Boateng,England,M,19.0,premier_league_data/season_2425/Malachi_Boateng_53007.png
66657,Oscar Bobb,Norway,M,52.0,premier_league_data/season_2425/Oscar_Bobb_66657.png
107846,Lamare Bogarde,Netherlands,M,26.0,premier_league_data/season_2425/Lamare_Bogarde_107846.png
52175,Bendegúz Bolla,Hungary,D,77.0,
16204,Willy-Arnaud Boly,Cote D’Ivoire,D,30.0,premier_league_data/season_2425/Willy-Arnaud_Boly_16204.png
117591,Somto Boniface,England,D,48.0,
118070,Beaux Booth,England,M,,
138560,Aidan Borland,Scotland,M,54.0,
107805,Alex Borto,United States,G,36.0,
49908,Sven Botman,Netherlands,D,4.0,premier_league_data/season_2425/Sven_Botman_49908.png
8868,Jarrod Bowen,England,F,20.0,premier_league_data/season_2425/Jarrod_Bowen_8868.png
21991,Josh Bowler,England,F,47.0,premier_league_data/season_2425/Josh_Bowler_21991.png
68582,Conor Bradley,Northern Ireland,D,84.0,premier_league_data/season_2425/Conor_Bradley_68582.png
121754,Zak Bradshaw,England,D,3.0,
112711,Cameron Bragg,England,M,4.0,
134787,Kaden Braithwaite,England,D,61.0,
66318,Jarrad Branthwaite,England,D,,premier_league_data/season_2425/Jarrad_Branthwaite_66318.png
109775,Sammy Braybrooke,England,M,,
10565,James Bree,England,D,14.0,premier_league_data/season_2425/James_Bree_10565.png
14242,Ben Brereton,Chile,F,20.0,premier_league_data/season_2425/Ben_Brereton_14242.png
69812,Ethan Brierley,England,M,38.0,premier_league_data/season_2425/Ethan_Brierley_69812.png
122146,Logan Briggs,England,M,66.0,
138126,Spike Brits,England,G,80.0,
14636,Nathan Broadhead,Wales,F,33.0,premier_league_data/season_2425/Nathan_Broadhead_14636.png
127888,Ben Broggio,England,M,79.0,
31442,Armando Broja,Albania,F,9.0,premier_league_data/season_2425/Armando_Broja_31442.png
33347,Josh Brooking,England,D,44.0,
13706,David Brooks,Wales,M,36.0,premier_league_data/season_2425/David_Brooks_13706.png
23396,Bruno Fernandes,Portugal,M,8.0,premier_league_data/season_2425/Bruno_Fernandes_23396.png
74761,Bruno Guimarães,Brazil,M,39.0,premier_league_data/season_2425/Bruno_Guimarães_74761.png
25191,Bruno Jordão,Portugal,M,,premier_league_data/season_2425/Bruno_Jordão_25191.png
127095,Gerard Buabo,England,F,,
26408,Emiliano Buendía,Argentina,M,16.0,premier_league_data/season_2425/Emiliano_Buendía_26408.png
66692,Hugo Bueno,Spain,D,16.0,premier_league_data/season_2425/Hugo_Bueno_66692.png
133430,Facundo Buonanotte,Argentina,M,40.0,premier_league_data/season_2425/Facundo_Buonanotte_133430.png
11000,Cameron Burgess,Australia,D,15.0,premier_league_data/season_2425/Cameron_Burgess_11000.png
8707,Dan Burn,England,D,33.0,premier_league_data/season_2425/Dan_Burn_8707.png
8201,Wes Burns,Wales,F,7.0,premier_league_data/season_2425/Wes_Burns_8201.png
144213,Bradley Burrowes,England,M,83.0,
117974,Mason Burstow,England,F,48.0,premier_league_data/season_2425/Mason_Burstow_117974.png
51479,Nathan Butler-Oyedeji,England,F,37.0,
69603,Luke Butterfield,Scotland,M,69.0,
122282,Killian Cahill,Ireland,G,38.0,
112203,Moisés Caicedo,Ecuador,M,25.0,premier_league_data/season_2425/Moisés_Caicedo_112203.png
3894,Tom Cairney,Scotland,M,10.0,premier_league_data/season_2425/Tom_Cairney_3894.png
108613,Jens Cajuste,Sweden,M,12.0,premier_league_data/season_2425/Jens_Cajuste_108613.png
69914,Riccardo Calafiori,Italy,D,33.0,premier_league_data/season_2425/Riccardo_Calafiori_69914.png
12314,Duje Caleta-Car,Croatia,D,55.0,premier_league_data/season_2425/Duje_Caleta-Car_12314.png
9576,Dominic Calvert-Lewin,England,F,9.0,premier_league_data/season_2425/Dominic_Calvert-Lewin_9576.png
75105,Elijah Campbell,England,D,6.0,premier_league_data/season_2425/Elijah_Campbell_75105.png
51519,Thomas Cannon,Ireland,F,28.0,premier_league_data/season_2425/Thomas_Cannon_51519.png
13225,Sergi Canós,Spain,M,7.0,premier_league_data/season_2425/Sergi_Canós_13225.png
74608,Carlos Forbs,Portugal,F,26.0,premier_league_data/season_2425/Carlos_Forbs_74608.png
147272,Carlos Miguel,Brazil,G,33.0,premier_league_data/season_2425/Carlos_Miguel_147272.png
50501,Carlos Vinícius,Brazil,F,95.0,premier_league_data/season_2425/Carlos_Vinícius_50501.png
107832,Álvaro Carreras,Spain,D,3.0,
2250,Scott Carson,England,G,33.0,premier_league_data/season_2425/Scott_Carson_2250.png
112706,Henry Cartwright,England,M,49.0,premier_league_data/season_2425/Henry_Cartwright_112706.png
75212,Cesare Casadei,Italy,M,7.0,premier_league_data/season_2425/Cesare_Casadei_75212.png
5793,Casemiro,Brazil,M,18.0,premier_league_data/season_2425/Casemiro_5793.png
109714,Kaelan Casey,England,D,42.0,premier_league_data/season_2425/Kaelan_Casey_109714.png
13344,Matty Cash,Poland,D,2.0,premier_league_data/season_2425/Matty_Cash_13344.png
26681,Eiran Cashin,Ireland,D,16.0,
73894,Dante Cassanova,Jamaica,D,59.0,
6712,Timothy Castagne,Belgium,D,21.0,premier_league_data/season_2425/Timothy_Castagne_6712.png
109098,Leo Castledine,England,M,19.0,
11347,Cédric Soares,Portugal,D,12.0,premier_league_data/season_2425/Cédric_Soares_11347.png
14575,Trevoh Chalobah,England,D,27.0,premier_league_data/season_2425/Trevoh_Chalobah_14575.png
4620,Calum Chambers,England,D,12.0,premier_league_data/season_2425/Calum_Chambers_4620.png
10874,Conor Chaplin,England,F,10.0,premier_league_data/season_2425/Conor_Chaplin_10874.png
122429,Dylan Charlton,England,D,,
15802,Federico Chiesa,Italy,F,14.0,premier_league_data/season_2425/Federico_Chiesa_15802.png
13491,Ben Chilwell,England,D,25.0,premier_league_data/season_2425/Ben_Chilwell_13491.png
122388,Chiquinho,Portugal,F,20.0,premier_league_data/season_2425/Chiquinho_122388.png
69766,Tawanda Chirewa,Zimbabwe,M,27.0,premier_league_data/season_2425/Tawanda_Chirewa_69766.png
127804,Leon Chiwome,England,F,44.0,
92713,Samy Chouchane,Tunisia,M,30.0,
13248,Hamza Choudhury,Bangladesh,M,24.0,premier_league_data/season_2425/Hamza_Choudhury_13248.png
15572,Ryan Christie,Scotland,M,10.0,premier_league_data/season_2425/Ryan_Christie_15572.png
64140,Carney Chukwuemeka,England,M,17.0,premier_league_data/season_2425/Carney_Chukwuemeka_64140.png
67213,Bobby Clark,England,M,10.0,premier_league_data/season_2425/Bobby_Clark_67213.png
121695,Brayden Clarke,Wales,D,74.0,
4604,Nathaniel Clyne,England,D,17.0,premier_league_data/season_2425/Nathaniel_Clyne_4604.png
4136,Conor Coady,England,D,4.0,premier_league_data/season_2425/Conor_Coady_4136.png
3600,Séamus Coleman,Ireland,D,,premier_league_data/season_2425/Séamus_Coleman_3600.png
24659,Nathan Collins,Ireland,D,22.0,premier_league_data/season_2425/Nathan_Collins_24659.png
67221,Toby Collyer,England,M,43.0,premier_league_data/season_2425/Toby_Collyer_67221.png
51229,Levi Colwill,England,D,,premier_league_data/season_2425/Levi_Colwill_51229.png
10766,Lewis Cook,England,M,,premier_league_data/season_2425/Lewis_Cook_10766.png
16758,Maxwel Cornet,Cote D’Ivoire,F,22.0,premier_league_data/season_2425/Maxwel_Cornet_16758.png
7336,Vladimír Coufal,Czech Republic,D,5.0,premier_league_data/season_2425/Vladimír_Coufal_7336.png
75678,Woyo Coulibaly,France,D,25.0,premier_league_data/season_2425/Woyo_Coulibaly_75678.png
15211,Conor Coventry,Ireland,M,6.0,premier_league_data/season_2425/Conor_Coventry_15211.png
98295,Brandon Cover,Jamaica,M,2.0,
98258,Matthew Cox,England,G,16.0,premier_league_data/season_2425/Matthew_Cox_98258.png
114135,Amario Cozier-Duberry,England,M,33.0,premier_league_data/season_2425/Amario_Cozier-Duberry_114135.png
128889,Tristan Crama,France,D,52.0,premier_league_data/season_2425/Tristan_Crama_128889.png
31642,Billy Crellin,England,G,13.0,premier_league_data/season_2425/Billy_Crellin_31642.png
8897,Aaron Cresswell,England,D,3.0,premier_league_data/season_2425/Aaron_Cresswell_8897.png
27277,Marc Cucurella,Spain,D,3.0,premier_league_data/season_2425/Marc_Cucurella_27277.png
35752,Jorge Cuenca,Spain,D,15.0,premier_league_data/season_2425/Jorge_Cuenca_35752.png
23989,Luke Cundle,England,M,25.0,premier_league_data/season_2425/Luke_Cundle_23989.png
112377,Ted Curd,England,G,43.0,
146394,Eric da Silva Moreira,Germany,F,17.0,premier_league_data/season_2425/Eric_da_Silva_Moreira_146394.png
129835,Michael Dacosta,Spain,F,17.0,
24994,Patson Daka,Zambia,F,20.0,premier_league_data/season_2425/Patson_Daka_24994.png
49731,Mikkel Damsgaard,Denmark,M,24.0,premier_league_data/season_2425/Mikkel_Damsgaard_49731.png
11362,Daniel Podence,Portugal,M,56.0,premier_league_data/season_2425/Daniel_Podence_11362.png
112510,Danilo,Brazil,M,28.0,premier_league_data/season_2425/Danilo_112510.png
16524,Arnaut Danjuma,Netherlands,F,11.0,premier_league_data/season_2425/Arnaut_Danjuma_16524.png
119292,Jayden Danns,England,F,24.0,
25892,Kevin Danso,Austria,D,4.0,premier_league_data/season_2425/Kevin_Danso_25892.png
14457,Josh Dasilva,England,M,10.0,premier_league_data/season_2425/Josh_Dasilva_14457.png
67450,David Carmo,Angola,D,16.0,
112581,David Datro Fofana,Cote D’Ivoire,F,23.0,
68581,Harvey Davies,England,G,1.0,
13130,Keinan Davis,England,F,7.0,premier_league_data/season_2425/Keinan_Davis_13130.png
4198,Craig Dawson,England,D,15.0,premier_league_data/season_2425/Craig_Dawson_4198.png
53177,Lucas De Bolle,Scotland,M,34.0,
4288,Kevin De Bruyne,Belgium,M,17.0,premier_league_data/season_2425/Kevin_De_Bruyne_4288.png
8192,Bobby De Cordova-Reid,Jamaica,F,14.0,premier_league_data/season_2425/Bobby_De_Cordova-Reid_8192.png
117573,Luc De Fougerolles,Canada,D,44.0,
20226,Matthijs de Ligt,Netherlands,D,4.0,premier_league_data/season_2425/Matthijs_de_Ligt_20226.png
139004,Deivid Washington,Brazil,F,,premier_league_data/season_2425/Deivid_Washington_139004.png
51813,Liam Delap,England,F,19.0,premier_league_data/season_2425/Liam_Delap_51813.png
5866,Leander Dendoncker,Belgium,M,32.0,premier_league_data/season_2425/Leander_Dendoncker_5866.png
53093,Will Dennis,England,G,40.0,premier_league_data/season_2425/Will_Dennis_53093.png
138981,Justin Devenny,Northern Ireland,M,55.0,premier_league_data/season_2425/Justin_Devenny_138981.png
77990,Alfie Devine,England,M,10.0,premier_league_data/season_2425/Alfie_Devine_77990.png
14706,Kiernan Dewsbury-Hall,England,M,22.0,premier_league_data/season_2425/Kiernan_Dewsbury-Hall_14706.png
51084,Moussa Diaby,France,F,19.0,premier_league_data/season_2425/Moussa_Diaby_51084.png
69176,Amad Diallo,Cote D’Ivoire,F,,premier_league_data/season_2425/Amad_Diallo_69176.png
66669,Luis Díaz,Colombia,F,7.0,premier_league_data/season_2425/Luis_Díaz_66669.png
107806,Matt Dibley-Dias,New Zealand,M,16.0,premier_league_data/season_2425/Matt_Dibley-Dias_107806.png
112917,Tyler Dibling,England,M,33.0,premier_league_data/season_2425/Tyler_Dibling_112917.png
12994,Diego Carlos,Brazil,D,33.0,premier_league_data/season_2425/Diego_Carlos_12994.png
