player_id,name,nationality,position,shirt_number,image_path
10483,Rolando Aarons,Jamaica,M,17.0,premier_league_data/season_1516/Rolando_Aarons_10483.png
9943,Almen Abdi,Switzerland,M,22.0,premier_league_data/season_1516/Almen_Abdi_9943.png
4343,Mehdi Abeid,Algeria,M,19.0,
13286,Tammy Abraham,England,F,90.0,premier_league_data/season_1516/Tammy_Abraham_13286.png
4081,Charlie Adam,Scotland,M,,premier_league_data/season_1516/Charlie_Adam_4081.png
9199,Adam Armstrong,England,F,32.0,premier_league_data/season_1516/Adam_Armstrong_9199.png
13549,Tosin Adarabioyo,England,D,4.0,premier_league_data/season_1516/Tosin_Adarabioyo_13549.png
2845,Emmanuel Adebayor,Togo,F,10.0,premier_league_data/season_1516/Emmanuel_Adebayor_2845.png
4852,Adrián,Spain,G,13.0,premier_league_data/season_1516/Adrián_4852.png
4968,Ibrahim Afellay,Netherlands,M,17.0,premier_league_data/season_1516/Ibrahim_Afellay_4968.png
4040,Benik Afobe,DR Congo,F,7.0,premier_league_data/season_1516/Benik_Afobe_4040.png
2622,Gabriel Agbonlahor,England,F,,premier_league_data/season_1516/Gabriel_Agbonlahor_2622.png
4328,Sergio Agüero,Argentina,F,19.0,premier_league_data/season_1516/Sergio_Agüero_4328.png
10439,Ola Aina,Nigeria,D,34.0,premier_league_data/season_1516/Ola_Aina_10439.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_1516/Nathan_Aké_4499.png
4482,Chuba Akpom,England,F,24.0,premier_league_data/season_1516/Chuba_Akpom_4482.png
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_1516/Marc_Albrighton_3564.png
4916,Toby Alderweireld,Belgium,D,23.0,premier_league_data/season_1516/Toby_Alderweireld_4916.png
14732,Trent Alexander-Arnold,England,D,66.0,premier_league_data/season_1516/Trent_Alexander-Arnold_14732.png
13284,Alexandre Pato,Brazil,F,7.0,
13984,Allan,Brazil,M,28.0,
4413,Joe Allen,Wales,M,7.0,premier_league_data/season_1516/Joe_Allen_4413.png
9167,Dele Alli,England,M,11.0,premier_league_data/season_1516/Dele_Alli_9167.png
