player_id,name,nationality,position,shirt_number,image_path
13286,Tammy Abraham,England,F,90.0,premier_league_data/season_21/Tammy_Abraham_13286.png
21821,Adam Lewis,England,D,3.0,premier_league_data/season_21/Adam_Lewis_21821.png
10905,Ché Adams,Scotland,F,10.0,premier_league_data/season_21/Ché_Adams_10905.png
13549,Tosin Adarabioyo,England,D,4.0,premier_league_data/season_21/Tosin_Adarabioyo_13549.png
14674,Dennis Adeniran,England,M,8.0,premier_league_data/season_21/Dennis_Adeniran_14674.png
4852,Adrián,Spain,G,13.0,premier_league_data/season_21/Adrián_4852.png
11357,Adrien Silva,Portugal,M,15.0,premier_league_data/season_21/Adrien_Silva_11357.png
21797,Oladapo Afolayan,England,F,17.0,
4328,Sergio Agüero,Argentina,F,19.0,premier_league_data/season_21/Sergio_Agüero_4328.png
4183,Ahmed El Mohamady,Egypt,D,27.0,premier_league_data/season_21/Ahmed_El_Mohamady_4183.png
6609,Ahmed Hegazy,Egypt,D,26.0,premier_league_data/season_21/Ahmed_Hegazy_6609.png
10439,Ola Aina,Nigeria,D,34.0,premier_league_data/season_21/Ola_Aina_10439.png
71432,Rayan Aït-Nouri,Algeria,D,3.0,premier_league_data/season_21/Rayan_Aït-Nouri_71432.png
10424,Semi Ajayi,Nigeria,D,,premier_league_data/season_21/Semi_Ajayi_10424.png
5248,Albian Ajeti,Switzerland,F,23.0,premier_league_data/season_21/Albian_Ajeti_5248.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_21/Nathan_Aké_4499.png
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_21/Marc_Albrighton_3564.png
5264,Thiago Alcântara,Spain,M,6.0,premier_league_data/season_21/Thiago_Alcântara_5264.png
4916,Toby Alderweireld,Belgium,D,23.0,premier_league_data/season_21/Toby_Alderweireld_4916.png
20053,Aji Alese,England,D,,
5467,Alex Telles,Brazil,D,13.0,premier_league_data/season_21/Alex_Telles_5467.png
14732,Trent Alexander-Arnold,England,D,66.0,premier_league_data/season_21/Trent_Alexander-Arnold_14732.png
22698,Ezgjan Alioski,North Macedonia,D,6.0,premier_league_data/season_21/Ezgjan_Alioski_22698.png
20559,Alisson Becker,Brazil,G,1.0,premier_league_data/season_21/Alisson_Becker_20559.png
15994,Allan,Brazil,M,6.0,premier_league_data/season_21/Allan_15994.png
9167,Dele Alli,England,M,11.0,premier_league_data/season_21/Dele_Alli_9167.png
54312,Miguel Almirón,Paraguay,M,24.0,premier_league_data/season_21/Miguel_Almirón_54312.png
4093,Marcos Alonso,Spain,D,20.0,premier_league_data/season_21/Marcos_Alonso_4093.png
112097,Frederik Alves,Denmark,D,32.0,premier_league_data/season_21/Frederik_Alves_112097.png
20723,Steven Alzate,Colombia,M,19.0,premier_league_data/season_21/Steven_Alzate_20723.png
12306,Daniel Amartey,Ghana,D,12.0,premier_league_data/season_21/Daniel_Amartey_12306.png
19731,Ethan Ampadu,Wales,D,4.0,premier_league_data/season_21/Ethan_Ampadu_19731.png
48689,Joseph Anang,England,G,,premier_league_data/season_21/Joseph_Anang_48689.png
26151,Joachim Andersen,Denmark,D,5.0,premier_league_data/season_21/Joachim_Andersen_26151.png
51593,Elliot Anderson,England,M,8.0,premier_league_data/season_21/Elliot_Anderson_51593.png
37587,Florin Andone,Romania,F,7.0,premier_league_data/season_21/Florin_Andone_37587.png
5061,André Gomes,Portugal,M,26.0,premier_league_data/season_21/André_Gomes_5061.png
10476,Andreas Pereira,Brazil,M,18.0,premier_league_data/season_21/Andreas_Pereira_10476.png
32162,Frank Anguissa,Cameroon,M,99.0,premier_league_data/season_21/Frank_Anguissa_32162.png
24708,Tino Anjorin,England,M,28.0,premier_league_data/season_21/Tino_Anjorin_24708.png
14624,Antonee Robinson,United States,D,33.0,premier_league_data/season_21/Antonee_Robinson_14624.png
9595,Michail Antonio,Jamaica,F,,premier_league_data/season_21/Michail_Antonio_9595.png
25281,Cameron Archer,England,F,19.0,premier_league_data/season_21/Cameron_Archer_25281.png
5748,Alphonse Areola,France,G,23.0,premier_league_data/season_21/Alphonse_Areola_5748.png
12186,Stuart Armstrong,Scotland,M,40.0,premier_league_data/season_21/Stuart_Armstrong_12186.png
8050,Harry Arter,Ireland,M,,premier_league_data/season_21/Harry_Arter_8050.png
31883,Harrison Ashby,Scotland,D,20.0,premier_league_data/season_21/Harrison_Ashby_31883.png
23759,Luca Ashby-Hammond,England,G,13.0,
23750,Ryan Astley,Wales,D,5.0,premier_league_data/season_21/Ryan_Astley_23750.png
4859,Christian Atsu,Ghana,M,,premier_league_data/season_21/Christian_Atsu_4859.png
5110,Pierre-Emerick Aubameyang,Gabon,F,10.0,premier_league_data/season_21/Pierre-Emerick_Aubameyang_5110.png
11293,Sèrge Aurier,Cote D’Ivoire,D,92.0,premier_league_data/season_21/Sèrge_Aurier_11293.png
15114,Brandon Austin,England,G,49.0,premier_league_data/season_21/Brandon_Austin_15114.png
15340,Taiwo Awoniyi,Nigeria,F,9.0,premier_league_data/season_21/Taiwo_Awoniyi_15340.png
5595,Jordan Ayew,Ghana,F,18.0,premier_league_data/season_21/Jordan_Ayew_5595.png
3314,Luke Ayling,England,D,12.0,premier_league_data/season_21/Luke_Ayling_3314.png
21518,Finn Azaz,Ireland,M,20.0,
26975,Miguel Azeez,England,M,20.0,premier_league_data/season_21/Miguel_Azeez_26975.png
4496,César Azpilicueta,Spain,D,3.0,premier_league_data/season_21/César_Azpilicueta_4496.png
12937,Eric Bailly,Cote D’Ivoire,D,4.0,premier_league_data/season_21/Eric_Bailly_12937.png
3030,Leighton Baines,England,D,3.0,premier_league_data/season_21/Leighton_Baines_3030.png
11260,Tiémoué Bakayoko,France,M,8.0,premier_league_data/season_21/Tiémoué_Bakayoko_11260.png
4749,Lewis Baker,Jamaica,M,,premier_league_data/season_21/Lewis_Baker_4749.png
32435,Fabián Balbuena,Paraguay,D,,premier_league_data/season_21/Fabián_Balbuena_32435.png
9169,George Baldock,Greece,D,32.0,premier_league_data/season_21/George_Baldock_9169.png
3513,Gareth Bale,Wales,F,11.0,premier_league_data/season_21/Gareth_Bale_3513.png
19864,Dan Ballard,Northern Ireland,D,5.0,
19871,Folarin Balogun,United States,F,9.0,premier_league_data/season_21/Folarin_Balogun_19871.png
4291,Patrick Bamford,England,F,,premier_league_data/season_21/Patrick_Bamford_4291.png
14623,Beni Baningime,DR Congo,M,6.0,premier_league_data/season_21/Beni_Baningime_14623.png
51695,Jamal Baptiste,England,D,26.0,premier_league_data/season_21/Jamal_Baptiste_51695.png
2517,Phil Bardsley,Scotland,D,27.0,premier_league_data/season_21/Phil_Bardsley_2517.png
4115,Ross Barkley,England,M,6.0,premier_league_data/season_21/Ross_Barkley_4115.png
13590,Daniel Barlaser,England,M,4.0,premier_league_data/season_21/Daniel_Barlaser_13590.png
8246,Ashley Barnes,England,F,35.0,premier_league_data/season_21/Ashley_Barnes_8246.png
52960,Louie Barry,England,F,22.0,premier_league_data/season_21/Louie_Barry_52960.png
3312,Kyle Bartley,England,D,5.0,premier_league_data/season_21/Kyle_Bartley_3312.png
3581,Chris Basham,England,D,6.0,premier_league_data/season_21/Chris_Basham_3581.png
49501,Lewis Bate,England,M,4.0,premier_league_data/season_21/Lewis_Bate_49501.png
7450,Michy Batshuayi,Belgium,F,30.0,premier_league_data/season_21/Michy_Batshuayi_7450.png
14568,Nathan Baxter,England,G,1.0,
33166,Jack Bearne,England,F,,premier_league_data/season_21/Jack_Bearne_33166.png
19589,Jan Bednarek,Poland,D,35.0,premier_league_data/season_21/Jan_Bednarek_19589.png
4474,Héctor Bellerín,Spain,D,2.0,premier_league_data/season_21/Héctor_Bellerín_4474.png
5575,Benjamin Mendy,France,D,5.0,premier_league_data/season_21/Benjamin_Mendy_5575.png
16671,Filip Benkovic,Croatia,D,32.0,premier_league_data/season_21/Filip_Benkovic_16671.png
4351,Ryan Bennett,England,D,6.0,premier_league_data/season_21/Ryan_Bennett_4351.png
20517,Saïd Benrahma,Algeria,F,17.0,premier_league_data/season_21/Saïd_Benrahma_20517.png
14441,Josh Benson,England,M,10.0,premier_league_data/season_21/Josh_Benson_14441.png
4847,Nabil Bentaleb,Algeria,M,6.0,premier_league_data/season_21/Nabil_Bentaleb_4847.png
4492,Christian Benteke,Belgium,F,20.0,premier_league_data/season_21/Christian_Benteke_4492.png
10761,Gaetano Berardi,Switzerland,D,28.0,
21614,Sander Berge,Norway,M,16.0,premier_league_data/season_21/Sander_Berge_21614.png
12703,Steven Bergwijn,Netherlands,F,34.0,premier_league_data/season_21/Steven_Bergwijn_12703.png
50975,Adrián Bernabé,Spain,M,10.0,premier_league_data/season_21/Adrián_Bernabé_50975.png
5907,Bernard,Brazil,M,10.0,premier_league_data/season_21/Bernard_5907.png
23591,Bernardo,Brazil,D,95.0,premier_league_data/season_21/Bernardo_23591.png
21422,Bernardo Rosa,Brazil,D,23.0,
5067,Bernardo Silva,Portugal,M,20.0,premier_league_data/season_21/Bernardo_Silva_5067.png
2886,Ryan Bertrand,England,D,5.0,premier_league_data/season_21/Ryan_Bertrand_2886.png
10451,Muhamed Besic,Bosnia & Herzegovina,M,5.0,premier_league_data/season_21/Muhamed_Besic_10451.png
4511,Marcus Bettinelli,England,G,13.0,premier_league_data/season_21/Marcus_Bettinelli_4511.png
21881,Nathan Bishop,England,G,,premier_league_data/season_21/Nathan_Bishop_21881.png
50245,Yves Bissouma,Mali,M,8.0,premier_league_data/season_21/Yves_Bissouma_50245.png
107846,Lamare Bogarde,Netherlands,M,26.0,premier_league_data/season_21/Lamare_Bogarde_107846.png
14608,Jayden Bogle,England,D,2.0,premier_league_data/season_21/Jayden_Bogle_14608.png
64271,Mateusz Bogusz,Poland,M,8.0,premier_league_data/season_21/Mateusz_Bogusz_64271.png
14434,Tolaji Bola,England,D,23.0,premier_league_data/season_21/Tolaji_Bola_14434.png
4763,Yannick Bolasie,DR Congo,F,17.0,premier_league_data/season_21/Yannick_Bolasie_4763.png
16204,Willy-Arnaud Boly,Cote D’Ivoire,D,30.0,premier_league_data/season_21/Willy-Arnaud_Boly_16204.png
9929,Jonathan Bond,England,G,23.0,premier_league_data/season_21/Jonathan_Bond_9929.png
12584,Sofiane Boufal,Morocco,F,23.0,premier_league_data/season_21/Sofiane_Boufal_12584.png
23951,Jamie Bowden,Ireland,M,18.0,premier_league_data/season_21/Jamie_Bowden_23951.png
8868,Jarrod Bowen,England,F,20.0,premier_league_data/season_21/Jarrod_Bowen_8868.png
23812,Morgan Boyes,Wales,D,22.0,premier_league_data/season_21/Morgan_Boyes_23812.png
4158,Robert Brady,Ireland,M,11.0,premier_league_data/season_21/Robert_Brady_4158.png
66318,Jarrad Branthwaite,England,D,,premier_league_data/season_21/Jarrad_Branthwaite_66318.png
5810,Claudio Bravo,Chile,G,25.0,premier_league_data/season_21/Claudio_Bravo_5810.png
14742,Rhian Brewster,England,F,,premier_league_data/season_21/Rhian_Brewster_14742.png
19894,Mungo Bridge,England,F,37.0,premier_league_data/season_21/Mungo_Bridge_19894.png
23837,George Broadbent,England,M,8.0,premier_league_data/season_21/George_Broadbent_23837.png
