player_id,name,nationality,position,shirt_number,image_path
19970,Max Aarons,England,D,19.0,premier_league_data/season_19/Max_Aarons_19970.png
13286,Tammy Abraham,England,F,90.0,premier_league_data/season_19/Tammy_Abraham_13286.png
21821,Adam Lewis,England,D,3.0,premier_league_data/season_19/Adam_Lewis_21821.png
10905,Ché Adams,Scotland,F,10.0,premier_league_data/season_19/Ché_Adams_10905.png
13549,Tosin Adarabioyo,England,D,4.0,premier_league_data/season_19/Tosin_Adarabioyo_13549.png
14674,Dennis Adeniran,England,M,8.0,premier_league_data/season_19/Dennis_Adeniran_14674.png
9131,Albert Adomah,Ghana,D,37.0,premier_league_data/season_19/Albert_Adomah_9131.png
4852,Adrián,Spain,G,13.0,premier_league_data/season_19/Adrián_4852.png
11357,Adrien Silva,Portugal,M,15.0,premier_league_data/season_19/Adrien_Silva_11357.png
24778,Daniel Adshead,England,M,,premier_league_data/season_19/Daniel_Adshead_24778.png
4040,Benik Afobe,DR Congo,F,7.0,premier_league_data/season_19/Benik_Afobe_4040.png
4328,Sergio Agüero,Argentina,F,19.0,premier_league_data/season_19/Sergio_Agüero_4328.png
10559,Daniel Agyei,England,F,7.0,premier_league_data/season_19/Daniel_Agyei_10559.png
24695,Soufyan Ahannach,Netherlands,M,30.0,
4183,Ahmed El Mohamady,Egypt,D,27.0,premier_league_data/season_19/Ahmed_El_Mohamady_4183.png
10439,Ola Aina,Nigeria,D,34.0,premier_league_data/season_19/Ola_Aina_10439.png
5248,Albian Ajeti,Switzerland,F,23.0,premier_league_data/season_19/Albian_Ajeti_5248.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_19/Nathan_Aké_4499.png
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_19/Marc_Albrighton_3564.png
4916,Toby Alderweireld,Belgium,D,23.0,premier_league_data/season_19/Toby_Alderweireld_4916.png
14732,Trent Alexander-Arnold,England,D,66.0,premier_league_data/season_19/Trent_Alexander-Arnold_14732.png
20559,Alisson Becker,Brazil,G,1.0,premier_league_data/season_19/Alisson_Becker_20559.png
13984,Allan,Brazil,M,28.0,
9167,Dele Alli,England,M,11.0,premier_league_data/season_19/Dele_Alli_9167.png
54312,Miguel Almirón,Paraguay,M,24.0,premier_league_data/season_19/Miguel_Almirón_54312.png
4093,Marcos Alonso,Spain,D,20.0,premier_league_data/season_19/Marcos_Alonso_4093.png
20723,Steven Alzate,Colombia,M,19.0,premier_league_data/season_19/Steven_Alzate_20723.png
49990,Ibrahim Amadou,France,M,6.0,premier_league_data/season_19/Ibrahim_Amadou_49990.png
12306,Daniel Amartey,Ghana,D,12.0,premier_league_data/season_19/Daniel_Amartey_12306.png
15128,Luke Amos,England,M,8.0,premier_league_data/season_19/Luke_Amos_15128.png
19731,Ethan Ampadu,Wales,D,4.0,premier_league_data/season_19/Ethan_Ampadu_19731.png
48689,Joseph Anang,England,G,,premier_league_data/season_19/Joseph_Anang_48689.png
10475,Ander Herrera,Spain,M,21.0,premier_league_data/season_19/Ander_Herrera_10475.png
37587,Florin Andone,Romania,F,7.0,premier_league_data/season_19/Florin_Andone_37587.png
5061,André Gomes,Portugal,M,26.0,premier_league_data/season_19/André_Gomes_5061.png
10476,Andreas Pereira,Brazil,M,18.0,premier_league_data/season_19/Andreas_Pereira_10476.png
10467,Angeliño,Spain,D,3.0,premier_league_data/season_19/Angeliño_10467.png
24708,Tino Anjorin,England,M,28.0,premier_league_data/season_19/Tino_Anjorin_24708.png
9595,Michail Antonio,Jamaica,F,,premier_league_data/season_19/Michail_Antonio_9595.png
51667,Billy Arce,Ecuador,M,11.0,
25281,Cameron Archer,England,F,19.0,premier_league_data/season_19/Cameron_Archer_25281.png
12186,Stuart Armstrong,Scotland,M,40.0,premier_league_data/season_19/Stuart_Armstrong_12186.png
4823,Marko Arnautovic,Austria,F,8.0,premier_league_data/season_19/Marko_Arnautovic_4823.png
8050,Harry Arter,Ireland,M,,premier_league_data/season_19/Harry_Arter_8050.png
14803,Daniel Arzani,Australia,F,99.0,
14945,Benny Ashley-Seal,England,F,22.0,premier_league_data/season_19/Benny_Ashley-Seal_14945.png
14720,Daniel Atherton,England,G,,premier_league_data/season_19/Daniel_Atherton_14720.png
4859,Christian Atsu,Ghana,M,,premier_league_data/season_19/Christian_Atsu_4859.png
5110,Pierre-Emerick Aubameyang,Gabon,F,10.0,premier_league_data/season_19/Pierre-Emerick_Aubameyang_5110.png
11293,Sèrge Aurier,Cote D’Ivoire,D,92.0,premier_league_data/season_19/Sèrge_Aurier_11293.png
9468,Charlie Austin,England,F,32.0,premier_league_data/season_19/Charlie_Austin_9468.png
15340,Taiwo Awoniyi,Nigeria,F,9.0,premier_league_data/season_19/Taiwo_Awoniyi_15340.png
5595,Jordan Ayew,Ghana,F,18.0,premier_league_data/season_19/Jordan_Ayew_5595.png
4496,César Azpilicueta,Spain,D,3.0,premier_league_data/season_19/César_Azpilicueta_4496.png
13279,Abdul Baba,Ghana,D,21.0,premier_league_data/season_19/Abdul_Baba_13279.png
