player_id,name,nationality,position,shirt_number,image_path
117754,Zach Abbott,England,D,,premier_league_data/season_2223/Zach_Abbott_117754.png
51536,Terry Ablade,Finland,F,12.0,
13286,Tammy Abraham,England,F,90.0,premier_league_data/season_2223/Tammy_Abraham_13286.png
9199,Adam Armstrong,England,F,32.0,premier_league_data/season_2223/Adam_Armstrong_9199.png
42894,Tyler Adams,United States,M,12.0,premier_league_data/season_2223/Tyler_Adams_42894.png
13549,Tosin Adarabioyo,England,D,4.0,premier_league_data/season_2223/Tosin_Adarabioyo_13549.png
72541,Tayo Adaramola,Ireland,D,45.0,
121127,Joshua Addae,England,D,,
126317,Simon Adingra,Cote D’Ivoire,F,11.0,premier_league_data/season_2223/Simon_Adingra_126317.png
114666,Adler Nascimento,Portugal,F,76.0,
4852,Adrián,Spain,G,13.0,premier_league_data/season_2223/Adrián_4852.png
128023,Daniel Adu-Adjei,England,F,14.0,
108628,Nayef Aguerd,Morocco,D,21.0,premier_league_data/season_2223/Nayef_Aguerd_108628.png
134486,Brandon Aguilera,Costa Rica,M,10.0,premier_league_data/season_2223/Brandon_Aguilera_134486.png
68086,Naouirou Ahamada,France,M,,premier_league_data/season_2223/Naouirou_Ahamada_68086.png
71432,Rayan Aït-Nouri,Algeria,D,3.0,premier_league_data/season_2223/Rayan_Aït-Nouri_71432.png
20113,Kristoffer Ajer,Norway,D,20.0,premier_league_data/season_2223/Kristoffer_Ajer_20113.png
15656,Manuel Akanji,Switzerland,D,25.0,premier_league_data/season_2223/Manuel_Akanji_15656.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_2223/Nathan_Aké_4499.png
107825,Victor Akinwale,England,F,,
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_2223/Marc_Albrighton_3564.png
5264,Thiago Alcântara,Spain,M,6.0,premier_league_data/season_2223/Thiago_Alcântara_5264.png
133612,Carlos Alcaraz,Argentina,M,24.0,premier_league_data/season_2223/Carlos_Alcaraz_133612.png
51480,Ryan Alebiosu,England,D,2.0,premier_league_data/season_2223/Ryan_Alebiosu_51480.png
20053,Aji Alese,England,D,,
5467,Alex Telles,Brazil,D,13.0,premier_league_data/season_2223/Alex_Telles_5467.png
14732,Trent Alexander-Arnold,England,D,66.0,premier_league_data/season_2223/Trent_Alexander-Arnold_14732.png
20559,Alisson Becker,Brazil,G,1.0,premier_league_data/season_2223/Alisson_Becker_20559.png
15994,Allan,Brazil,M,6.0,premier_league_data/season_2223/Allan_15994.png
78259,Charlie Allen,Northern Ireland,F,,
111022,Max Alleyne,England,D,68.0,
9167,Dele Alli,England,M,11.0,premier_league_data/season_2223/Dele_Alli_9167.png
54312,Miguel Almirón,Paraguay,M,24.0,premier_league_data/season_2223/Miguel_Almirón_54312.png
4093,Marcos Alonso,Spain,D,20.0,premier_league_data/season_2223/Marcos_Alonso_4093.png
52723,Julián Alvarez,Argentina,F,19.0,premier_league_data/season_2223/Julián_Alvarez_52723.png
112742,Will Alves,England,M,29.0,premier_league_data/season_2223/Will_Alves_112742.png
20723,Steven Alzate,Colombia,M,19.0,premier_league_data/season_2223/Steven_Alzate_20723.png
12306,Daniel Amartey,Ghana,D,12.0,premier_league_data/season_2223/Daniel_Amartey_12306.png
118447,Sam Amo-Ameyaw,England,F,27.0,premier_league_data/season_2223/Sam_Amo-Ameyaw_118447.png
19731,Ethan Ampadu,Wales,D,4.0,premier_league_data/season_2223/Ethan_Ampadu_19731.png
48689,Joseph Anang,England,G,,premier_league_data/season_2223/Joseph_Anang_48689.png
26151,Joachim Andersen,Denmark,D,5.0,premier_league_data/season_2223/Joachim_Andersen_26151.png
23742,Joe Anderson,England,D,4.0,premier_league_data/season_2223/Joe_Anderson_23742.png
37587,Florin Andone,Romania,F,7.0,premier_league_data/season_2223/Florin_Andone_37587.png
5061,André Gomes,Portugal,M,26.0,premier_league_data/season_2223/André_Gomes_5061.png
10476,Andreas Pereira,Brazil,M,18.0,premier_league_data/season_2223/Andreas_Pereira_10476.png
133245,Andrey Santos,Brazil,M,8.0,
32162,Frank Anguissa,Cameroon,M,99.0,premier_league_data/season_2223/Frank_Anguissa_32162.png
24708,Tino Anjorin,England,M,28.0,premier_league_data/season_2223/Tino_Anjorin_24708.png
50460,Jaidon Anthony,England,F,11.0,premier_league_data/season_2223/Jaidon_Anthony_50460.png
14624,Antonee Robinson,United States,D,33.0,premier_league_data/season_2223/Antonee_Robinson_14624.png
9595,Michail Antonio,Jamaica,F,,premier_league_data/season_2223/Michail_Antonio_9595.png
75381,Antony,Brazil,F,7.0,premier_league_data/season_2223/Antony_75381.png
49496,Paul Appiah,England,M,,premier_league_data/season_2223/Paul_Appiah_49496.png
51631,Keenan Appiah-Forson,England,M,22.0,
51667,Billy Arce,Ecuador,M,11.0,
25281,Cameron Archer,England,F,19.0,premier_league_data/season_2223/Cameron_Archer_25281.png
5748,Alphonse Areola,France,G,23.0,premier_league_data/season_2223/Alphonse_Areola_5748.png
13956,Joe Aribo,Nigeria,M,7.0,premier_league_data/season_2223/Joe_Aribo_13956.png
12186,Stuart Armstrong,Scotland,M,40.0,premier_league_data/season_2223/Stuart_Armstrong_12186.png
8050,Harry Arter,Ireland,M,,premier_league_data/season_2223/Harry_Arter_8050.png
43513,Arthur,Brazil,M,12.0,premier_league_data/season_2223/Arthur_43513.png
31883,Harrison Ashby,Scotland,D,20.0,premier_league_data/season_2223/Harrison_Ashby_31883.png
23759,Luca Ashby-Hammond,England,G,13.0,
23750,Ryan Astley,Wales,D,5.0,premier_league_data/season_2223/Ryan_Astley_23750.png
5110,Pierre-Emerick Aubameyang,Gabon,F,10.0,premier_league_data/season_2223/Pierre-Emerick_Aubameyang_5110.png
12303,Ludwig Augustinsson,Sweden,D,6.0,premier_league_data/season_2223/Ludwig_Augustinsson_12303.png
11293,Sèrge Aurier,Cote D’Ivoire,D,92.0,premier_league_data/season_2223/Sèrge_Aurier_11293.png
