height,market_value,full_name,preferred_foot,primary_position,shirt,assists,goals,matches,minutes_played,rating,red_cards,started,yellow_cards
179,€1.2M,Jamie Vardy,Right,ST,9,4,9,35,"2,839",6.74,0,35,5
183,€15M,Patson Daka,Right,AM,20,0,1,23,721,6.12,0,6,0
187,€20M,Odsonne Edouard,Right,ST,29,0,0,6,142,6.03,0,1,0
180,€5.5M,Harry Clarke,Right,RB,,0,0,7,378,5.94,1,4,1
183,€2.5M,Axel Tuanzebe,Right,RB,40,1,0,22,"1,717",6.36,1,20,3
183,€1.5M,Luke Woolfenden,Right,CB,6,0,0,15,"1,186",6.43,0,12,2
194,€1.8M,Cameron Burgess,Left,CB,15,2,0,18,"1,540",6.71,0,16,0
193,€17M,Jacob Greaves,Left,CB,24,0,1,25,"2,205",6.47,0,25,5
185,€7.3M,Dara O'Shea,Right,RB,26,2,0,35,"3,123",6.56,0,35,6
183,€10M,Ben Godfrey,Right,RB,44,0,0,3,159,5.43,0,2,1
,,Somto Boniface,Left,N/A,48,,,,,,,,
183,€10M,Leif Davis,Left,LB,3,2,1,33,"2,746",6.58,1,32,5
168,€1.5M,Conor Townsend,Left,LB,22,1,0,6,335,6.90,0,3,1
173,€950K,Sam Morsy,Right,DM,5,1,1,33,"2,753",6.64,0,31,10
177,€22M,Kalvin Phillips,Right,CB,8,0,0,19,"1,239",6.14,1,14,4
188,€13M,Jens-Lys Cajuste,Right,DM,12,1,1,30,"1,976",6.59,0,25,2
185,,Jack Taylor,Right,DM,14,0,1,32,838,6.30,0,4,4
176,€550K,Massimo Luongo,Right,CM,25,0,0,11,197,6.23,0,2,0
178,€7.5M,Conor Chaplin,Left,AM,10,1,1,22,854,6.39,0,10,2
174,€7.5M,Omari Hutchinson,Left,RM,20,2,3,31,"2,590",6.58,0,30,5
175,€10M,Ben Johnson,Right,RB,18,2,1,23,"1,348",6.37,1,14,3
173,€2M,Wes Burns,Right,RW,7,1,0,18,933,6.43,0,12,1
175,€8.3M,Chiedozie Ogbene,Right,RWB,21,0,0,5,240,6.40,0,3,0
191,€18M,Jaden Philogene-Bidace,Right,RW,29,0,2,21,800,6.40,1,7,3
168,€7.3M,Sammie Szmodics,Right,LM,23,0,4,20,"1,001",6.43,0,13,2
178,€4.5M,Nathan Broadhead,Right,AM,33,0,2,18,696,6.45,0,7,1
181,€17M,Jack Clarke,Right,LM,47,4,0,32,"1,170",6.57,0,12,2
187,€950K,Ali Al Hamadi,Right,ST,,0,0,11,125,6.02,0,0,3
182,€830K,Marcus Harness,Right,CM,11,0,0,2,43,6.07,0,0,0
191,€3.5M,George Hirst,Right,ST,27,1,3,26,649,6.29,0,5,3
180,€4M,Ronnie Edwards,Right,CB,,0,0,1,12,5.98,0,0,0
185,€2.5M,Jack Stephens,Right,CB,5,0,1,19,"1,394",6.32,2,17,2
188,€27M,Taylor Harwood-Bellis,Right,CB,6,0,1,34,"2,828",6.45,0,32,9
178,€2.5M,James Bree,Right,RB,14,1,0,17,"1,073",6.36,0,13,0
188,€4M,Nathan Wood,Right,CB,15,0,0,11,772,6.41,0,9,2
189,€14M,Jan Bednarek,Right,CB,35,0,2,30,"2,535",6.64,0,30,7
190,€15M,Armel Bella-Kotchap,Right,CB,37,0,0,4,329,6.35,0,2,0
186,€850K,Joachim Kayi Sanda,Right,CB,39,0,0,2,12,,0,0,0
176,€3.5M,Charlie Taylor,Left,LB,21,0,0,8,353,6.47,0,3,1
177,€3.5M,Welington,Left,LB,34,0,0,10,480,6.79,0,6,1
173,€20M,Kyle Walker-Peters,Right,RB,2,2,0,33,"2,922",6.60,0,33,5
172,€2.5M,Ryan Manning,Right,LB,3,1,0,24,"1,468",6.74,0,18,2
170,€5M,Juan Larios,Left,LB,28,0,0,5,152,6.40,0,2,0
189,€13M,Shea Charles,Right,CB,,0,0,1,27,6.61,0,0,0
172,€9.5M,Flynn Downes,Right,CB,4,0,1,27,"2,154",6.53,0,25,12
183,€5.5M,Joe Aribo,Left,CB,7,0,3,32,"2,018",6.62,0,21,1
173,€5.5M,William Smallbone,Right,CM,8,0,1,18,682,6.35,0,6,1
172,€1.3M,Adam Lallana,Both,DM,10,2,0,14,356,6.57,0,5,4
179,€11.5M,Yukinari Sugawara,Right,RB,16,1,1,30,"1,555",6.33,0,16,4
178,€8.3M,Mateus Fernandes,Right,DM,18,4,2,36,"2,919",6.99,0,34,8
185,€11M,Albert Grønbæk,Both,CM,29,0,0,4,143,6.18,0,2,0
178,€23M,Tyler Dibling,Left,RM,33,0,2,33,"1,874",6.47,0,20,6
186,€8.1M,Ben Brereton Diaz,Right,RM,17,0,0,10,448,6.16,0,4,1
163,€3.5M,Ryan Fraser,Right,LW,24,0,0,8,306,6.05,1,4,0
,,Jay Robinson,Right,CM,46,0,0,4,135,6.22,0,1,0
172,€20M,Adam Armstrong,Right,ST,9,2,2,20,"1,252",6.30,0,15,4
188,€5M,Ross Stewart,Right,ST,11,0,1,12,385,6.11,0,4,1
181,€15M,Cameron Archer,Right,ST,19,0,2,35,"1,432",6.18,0,13,0
174,€15M,Kamaldeen Sulemana,Right,LM,20,1,1,26,"1,406",6.42,0,17,2
202,€11M,Paul Onuachu,Right,ST,32,1,4,25,"1,044",6.35,0,11,4
