player_id,name,nationality,position,shirt_number,image_path
19970,Max Aarons,England,D,19.0,premier_league_data/season_2122/Max_Aarons_19970.png
13286,Tammy Abraham,England,F,90.0,premier_league_data/season_2122/Tammy_Abraham_13286.png
9199,Adam Armstrong,England,F,32.0,premier_league_data/season_2122/Adam_Armstrong_9199.png
10905,Ché Adams,Scotland,F,10.0,premier_league_data/season_2122/Ché_Adams_10905.png
72541,Tayo Adaramola,Ireland,D,45.0,
4852,Adrián,Spain,G,13.0,premier_league_data/season_2122/Adrián_4852.png
4328,Sergio Agüero,Argentina,F,19.0,premier_league_data/season_2122/Sergio_Agüero_4328.png
90665,Derek Agyakwa,Netherlands,D,24.0,
4183,Ahmed El Mohamady,Egypt,D,27.0,premier_league_data/season_2122/Ahmed_El_Mohamady_4183.png
71432,Rayan Aït-Nouri,Algeria,D,3.0,premier_league_data/season_2122/Rayan_Aït-Nouri_71432.png
20113,Kristoffer Ajer,Norway,D,20.0,premier_league_data/season_2122/Kristoffer_Ajer_20113.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_2122/Nathan_Aké_4499.png
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_2122/Marc_Albrighton_3564.png
5264,Thiago Alcântara,Spain,M,6.0,premier_league_data/season_2122/Thiago_Alcântara_5264.png
4916,Toby Alderweireld,Belgium,D,23.0,premier_league_data/season_2122/Toby_Alderweireld_4916.png
51480,Ryan Alebiosu,England,D,2.0,premier_league_data/season_2122/Ryan_Alebiosu_51480.png
20053,Aji Alese,England,D,,
5467,Alex Telles,Brazil,D,13.0,premier_league_data/season_2122/Alex_Telles_5467.png
14732,Trent Alexander-Arnold,England,D,66.0,premier_league_data/season_2122/Trent_Alexander-Arnold_14732.png
22698,Ezgjan Alioski,North Macedonia,D,6.0,premier_league_data/season_2122/Ezgjan_Alioski_22698.png
20559,Alisson Becker,Brazil,G,1.0,premier_league_data/season_2122/Alisson_Becker_20559.png
15994,Allan,Brazil,M,6.0,premier_league_data/season_2122/Allan_15994.png
9167,Dele Alli,England,M,11.0,premier_league_data/season_2122/Dele_Alli_9167.png
54312,Miguel Almirón,Paraguay,M,24.0,premier_league_data/season_2122/Miguel_Almirón_54312.png
4093,Marcos Alonso,Spain,D,20.0,premier_league_data/season_2122/Marcos_Alonso_4093.png
51774,Jaime Alvarado,Colombia,M,18.0,
52723,Julián Alvarez,Argentina,F,19.0,premier_league_data/season_2122/Julián_Alvarez_52723.png
112742,Will Alves,England,M,29.0,premier_league_data/season_2122/Will_Alves_112742.png
20723,Steven Alzate,Colombia,M,19.0,premier_league_data/season_2122/Steven_Alzate_20723.png
12306,Daniel Amartey,Ghana,D,12.0,premier_league_data/season_2122/Daniel_Amartey_12306.png
19731,Ethan Ampadu,Wales,D,4.0,premier_league_data/season_2122/Ethan_Ampadu_19731.png
48689,Joseph Anang,England,G,,premier_league_data/season_2122/Joseph_Anang_48689.png
26151,Joachim Andersen,Denmark,D,5.0,premier_league_data/season_2122/Joachim_Andersen_26151.png
23742,Joe Anderson,England,D,4.0,premier_league_data/season_2122/Joe_Anderson_23742.png
37587,Florin Andone,Romania,F,7.0,premier_league_data/season_2122/Florin_Andone_37587.png
5061,André Gomes,Portugal,M,26.0,premier_league_data/season_2122/André_Gomes_5061.png
10476,Andreas Pereira,Brazil,M,18.0,premier_league_data/season_2122/Andreas_Pereira_10476.png
121739,Vincent Angelini,Scotland,G,41.0,
10467,Angeliño,Spain,D,3.0,premier_league_data/season_2122/Angeliño_10467.png
24708,Tino Anjorin,England,M,28.0,premier_league_data/season_2122/Tino_Anjorin_24708.png
9595,Michail Antonio,Jamaica,F,,premier_league_data/season_2122/Michail_Antonio_9595.png
51631,Keenan Appiah-Forson,England,M,22.0,
51667,Billy Arce,Ecuador,M,11.0,
25281,Cameron Archer,England,F,19.0,premier_league_data/season_2122/Cameron_Archer_25281.png
5748,Alphonse Areola,France,G,23.0,premier_league_data/season_2122/Alphonse_Areola_5748.png
12186,Stuart Armstrong,Scotland,M,40.0,premier_league_data/season_2122/Stuart_Armstrong_12186.png
