player_id,name,nationality,position,shirt_number,image_path
14480,Khalid Abdo,Sweden,M,30.0,
4343,Mehdi Abeid,Algeria,M,19.0,
2840,Abou Diaby,France,M,5.0,
4147,Mohammed Abu,Ghana,M,8.0,
4081,Charlie Adam,Scotland,M,,premier_league_data/season_1314/Charlie_Adam_4081.png
9199,Adam Armstrong,England,F,32.0,premier_league_data/season_1314/Adam_Armstrong_9199.png
2845,Emmanuel Adebayor,Togo,F,10.0,premier_league_data/season_1314/Emmanuel_Adebayor_2845.png
10544,Krisztian Adorjan,Hungary,M,23.0,
4852,Adrián,Spain,G,13.0,premier_league_data/season_1314/Adrián_4852.png
4040,Benik Afobe,DR Congo,F,7.0,premier_league_data/season_1314/Benik_Afobe_4040.png
2622,Gabriel Agbonlahor,England,F,,premier_league_data/season_1314/Gabriel_Agbonlahor_2622.png
2916,Daniel Agger,Denmark,D,22.0,premier_league_data/season_1314/Daniel_Agger_2916.png
10514,Liam Agnew,England,M,,premier_league_data/season_1314/Liam_Agnew_10514.png
10333,Juan Agudelo,United States,F,17.0,
4328,Sergio Agüero,Argentina,F,19.0,premier_league_data/season_1314/Sergio_Agüero_4328.png
4183,Ahmed El Mohamady,Egypt,D,27.0,premier_league_data/season_1314/Ahmed_El_Mohamady_4183.png
4499,Nathan Aké,Netherlands,D,6.0,premier_league_data/season_1314/Nathan_Aké_4499.png
4482,Chuba Akpom,England,F,24.0,premier_league_data/season_1314/Chuba_Akpom_4482.png
3564,Marc Albrighton,England,M,22.0,premier_league_data/season_1314/Marc_Albrighton_3564.png
4218,Antolín Alcáraz,Paraguay,D,3.0,
3913,Alex Nimely,England,F,26.0,
4752,Neil Alexander,Scotland,G,1.0,
4537,Alexander Büttner,Netherlands,D,28.0,
4410,Daniel Alfei,Wales,D,2.0,
4441,Scott Allan,Scotland,M,23.0,
4774,Reise Allassani,England,M,,
4413,Joe Allen,Wales,M,7.0,premier_league_data/season_1314/Joe_Allen_4413.png
4543,Jak Alnwick,England,G,21.0,
4093,Marcos Alonso,Spain,D,20.0,premier_league_data/season_1314/Marcos_Alonso_4093.png
2283,Alou Diarra,France,M,12.0,
3897,Jozy Altidore,United States,F,14.0,premier_league_data/season_1314/Jozy_Altidore_3897.png
2862,Sone Aluko,Nigeria,F,23.0,premier_league_data/season_1314/Sone_Aluko_2862.png
4551,Romain Amalfitano,France,M,17.0,
4835,Jordi Amat,Indonesia,D,5.0,premier_league_data/season_1314/Jordi_Amat_4835.png
4176,Sammy Ameobi,England,F,21.0,
4731,Maximiliano Amondarain,Uruguay,D,19.0,
4781,Fernando Amorebieta,Venezuela,D,5.0,
3663,Ben Amos,England,G,13.0,premier_league_data/season_1314/Ben_Amos_3663.png
3446,Anderson,Brazil,M,10.0,
4035,Chuks Aneke,England,F,22.0,
1135,Nicolas Anelka,France,F,39.0,premier_league_data/season_1314/Nicolas_Anelka_1135.png
2905,Victor Anichebe,Nigeria,F,28.0,premier_league_data/season_1314/Victor_Anichebe_2905.png
4550,Vurnon Anita,Curacao,M,6.0,
4483,Zak Ansah,England,F,10.0,
4861,Kwesi Appiah,Ghana,F,14.0,premier_league_data/season_1314/Kwesi_Appiah_4861.png
4665,Jordan Archer,Scotland,G,31.0,
5688,Pablo Armero,Colombia,D,27.0,
4823,Marko Arnautovic,Austria,F,8.0,premier_league_data/season_1314/Marko_Arnautovic_4823.png
2704,Mikel Arteta,Spain,M,8.0,premier_league_data/season_1314/Mikel_Arteta_2704.png
9896,Stephen Arthurworrey,England,D,5.0,
4800,Iago Aspas,Spain,F,10.0,
4526,Oussama Assaidi,Morocco,M,24.0,
3239,Benoit Assou-Ekotto,Cameroon,D,32.0,premier_league_data/season_1314/Benoit_Assou-Ekotto_3239.png
4859,Christian Atsu,Ghana,M,,premier_league_data/season_1314/Christian_Atsu_4859.png
3901,Daniel Ayala,Spain,D,4.0,premier_league_data/season_1314/Daniel_Ayala_3901.png
4496,César Azpilicueta,Spain,D,3.0,premier_league_data/season_1314/César_Azpilicueta_4496.png
4213,Demba Ba,Senegal,F,19.0,premier_league_data/season_1314/Demba_Ba_4213.png
9762,Daniel Bachmann,Austria,G,35.0,premier_league_data/season_1314/Daniel_Bachmann_9762.png
4721,Leandro Bacuna,Curacao,M,25.0,premier_league_data/season_1314/Leandro_Bacuna_4721.png
3030,Leighton Baines,England,D,3.0,premier_league_data/season_1314/Leighton_Baines_3030.png
3561,Nathan Baker,England,D,17.0,
3513,Gareth Bale,Wales,F,11.0,premier_league_data/season_1314/Gareth_Bale_3513.png
7485,Dominic Ball,England,M,15.0,
4291,Patrick Bamford,England,F,,premier_league_data/season_1314/Patrick_Bamford_4291.png
3565,Barry Bannan,Scotland,M,10.0,
9382,Jason Banton,England,M,10.0,
4520,Charles Banya,England,M,,
2517,Phil Bardsley,Scotland,D,27.0,premier_league_data/season_1314/Phil_Bardsley_2517.png
4115,Ross Barkley,England,M,6.0,premier_league_data/season_1314/Ross_Barkley_4115.png
2361,Lee Barnard,England,F,,
1308,Gareth Barry,England,M,18.0,premier_league_data/season_1314/Gareth_Barry_1308.png
3312,Kyle Bartley,England,D,5.0,premier_league_data/season_1314/Kyle_Bartley_3312.png
3681,Sebastien Bassong,Cameroon,D,27.0,premier_league_data/season_1314/Sebastien_Bassong_3681.png
8732,Sam Baxter,England,G,35.0,
4162,Bebé,Cape Verde,F,12.0,
4562,Luciano Becchio,Argentina,F,32.0,
2537,Asmir Begovic,Bosnia & Herzegovina,G,31.0,premier_league_data/season_1314/Asmir_Begovic_2537.png
1869,Craig Bellamy,Wales,F,39.0,premier_league_data/season_1314/Craig_Bellamy_1869.png
4474,Héctor Bellerín,Spain,D,2.0,premier_league_data/season_1314/Héctor_Bellerín_4474.png
4171,Hatem Ben Arfa,France,M,11.0,
