team_id,season_id,position,played,wins,draws,losses,goals_for,goals_against,points,clean_sheets,goal_difference
11,20,1,0,0,0,0,0,0,0,0,0
12,20,2,0,0,0,0,0,0,0,0,0
1,20,3,0,0,0,0,0,0,0,0,0
21,20,4,0,0,0,0,0,0,0,0,0
23,20,5,0,0,0,0,0,0,0,0,0
4,20,6,0,0,0,0,0,0,0,0,0
7,20,7,0,0,0,0,0,0,0,0,0
10,20,8,0,0,0,0,0,0,0,0,0
34,20,9,0,0,0,0,0,0,0,0,0
36,20,10,0,0,0,0,0,0,0,0,0
45,20,11,0,0,0,0,0,0,0,0,0
14,20,12,0,0,0,0,0,0,0,0,0
29,20,13,0,0,0,0,0,0,0,0,0
42,20,14,0,0,0,0,0,0,0,0,0
39,20,15,0,0,0,0,0,0,0,0,0
2,20,16,0,0,0,0,0,0,0,0,0
17,20,17,0,0,0,0,0,0,0,0,0
27,20,18,0,0,0,0,0,0,0,0,0
3,20,19,0,0,0,0,0,0,0,0,0
38,20,20,0,0,0,0,0,0,0,0,0
