player_id,season_id,appearances,goals,assists,minutes_played,yellow_cards,red_cards
19970,274,36,4,1,3240,0,0
13286,274,34,3,1,2221,0,0
21821,274,0,0,0,0,0,0
10905,274,30,4,1,1105,0,0
13549,274,0,0,0,0,0,0
14674,274,0,0,0,0,0,0
9131,274,0,0,0,0,0,0
4852,274,11,2,0,873,0,0
11357,274,0,0,0,0,0,0
24778,274,0,0,0,0,0,0
4040,274,0,0,0,0,0,0
4328,274,24,1,1,1456,0,0
10559,274,0,0,0,0,0,0
24695,274,0,0,0,0,0,0
4183,274,18,1,1,1026,0,0
10439,274,0,0,0,0,0,0
5248,274,9,1,2,132,0,0
4499,274,29,3,1,2505,0,0
3564,274,20,4,2,864,0,0
4916,274,33,2,1,2958,0,0
14732,274,38,1,1,3176,0,0
20559,274,29,1,1,2545,0,0
13984,274,0,0,0,0,0,0
9167,274,25,3,1,1851,0,0
54312,274,36,2,2,3033,0,0
4093,274,18,3,1,1432,0,0
20723,274,19,1,6,1183,0,0
49990,274,11,2,1,756,0,0
12306,274,0,0,0,0,0,0
15128,274,0,0,0,0,0,0
19731,274,0,0,0,0,0,0
48689,274,0,0,0,0,0,0
10475,274,0,0,0,0,0,0
37587,274,3,1,1,72,0,0
5061,274,19,2,1,1460,0,0
10476,274,25,1,0,1488,0,0
10467,274,6,1,3,422,0,0
24708,274,1,0,0,19,0,0
9595,274,24,2,1,1770,0,0
51667,274,0,0,0,0,0,0
25281,274,0,0,0,0,0,0
12186,274,30,5,0,1713,0,0
4823,274,0,0,0,0,0,0
8050,274,0,0,0,0,0,0
14803,274,0,0,0,0,0,0
14945,274,0,0,0,0,0,0
14720,274,0,0,0,0,0,0
4859,274,19,2,1,741,0,0
5110,274,36,4,2,3138,0,0
11293,274,33,5,1,2705,0,0
9468,274,0,0,0,0,0,0
15340,274,0,0,0,0,0,0
5595,274,37,4,1,3160,0,0
4496,274,36,2,17,3230,0,0
13279,274,0,0,0,0,0,0
9762,274,0,0,0,0,0,0
14902,274,0,0,0,0,0,0
12937,274,4,1,0,148,0,0
3030,274,8,1,4,401,0,0
11260,274,0,0,0,0,0,0
4749,274,0,0,0,0,0,0
32435,274,17,1,1,1176,0,0
9169,274,38,1,1,3420,0,0
19871,274,0,0,0,0,0,0
63655,274,0,0,0,0,0,0
14623,274,0,0,0,0,0,0
74776,274,0,0,0,0,0,0
15288,274,0,0,0,0,0,0
2517,274,21,1,1,1890,0,0
4115,274,21,1,1,1104,0,0
13590,274,0,0,0,0,0,0
8246,274,19,4,1,1361,0,0
49956,274,0,0,0,0,0,0
15185,274,0,0,0,0,0,0
3581,274,38,2,1,3255,0,0
23793,274,0,0,0,0,0,0
16622,274,2,1,0,16,0,0
49501,274,0,0,0,0,0,0
7450,274,16,1,1,226,0,0
3988,274,0,0,0,0,0,0
14568,274,0,0,0,0,0,0
63840,274,0,0,0,0,0,0
33166,274,0,0,0,0,0,0
19589,274,34,1,1,3058,0,0
2537,274,0,0,0,0,0,0
4474,274,15,1,3,1159,0,0
13490,274,0,0,0,0,0,0
5575,274,19,1,1,1496,0,0
16671,274,0,0,0,0,0,0
4351,274,16,1,1,936,0,0
51464,274,0,0,0,0,0,0
14441,274,0,0,0,0,0,0
4847,274,12,1,3,749,0,0
4492,274,24,2,1,1257,0,0
21614,274,14,1,1,949,0,0
12703,274,14,1,1,702,0,0
