match_id,season_id,date,home_team,away_team,home_score,away_score,status,stadium,attendance
46605,274,2019-08-10 04:00:00,10,14,4,1,C,Anfield,53333.0
46612,274,2019-08-10 20:30:00,25,11,0,5,C,London Stadium,59870.0
46606,274,2019-08-10 23:00:00,127,18,1,1,C,Vitality Stadium,10714.0
46607,274,2019-08-10 23:00:00,43,20,3,0,C,Turf Moor,19784.0
46608,274,2019-08-10 23:00:00,6,7,0,0,C,Selhurst Park,25151.0
46611,274,2019-08-10 23:00:00,33,131,0,3,C,Vicarage Road,20245.0
46610,274,2019-08-11 01:30:00,21,2,3,1,C,Tottenham Hotspur Stadium,60407.0
46609,274,2019-08-11 22:00:00,26,38,0,0,C,King Power Stadium,32015.0
46614,274,2019-08-11 22:00:00,23,1,0,1,C,St. James' Park,47635.0
46613,274,2019-08-12 00:30:00,12,4,4,0,C,Old Trafford,73620.0
46615,274,2019-08-17 20:30:00,1,43,2,1,C,Emirates Stadium,60214.0
46616,274,2019-08-17 23:00:00,2,127,1,2,C,Villa Park,40996.0
46617,274,2019-08-17 23:00:00,131,25,1,1,C,American Express Stadium,30459.0
46619,274,2019-08-17 23:00:00,7,33,1,0,C,Goodison Park,39066.0
46621,274,2019-08-17 23:00:00,14,23,3,1,C,Carrow Road,27059.0
46623,274,2019-08-17 23:00:00,20,10,1,2,C,St. Mary's Stadium,31712.0
46620,274,2019-08-18 01:30:00,11,21,2,2,C,Etihad Stadium,54503.0
46622,274,2019-08-18 22:00:00,18,6,1,0,C,Bramall Lane,30197.0
46618,274,2019-08-19 00:30:00,4,26,1,1,C,Stamford Bridge,40629.0
46624,274,2019-08-20 04:00:00,38,12,1,1,C,Molineux Stadium,31314.0
46625,274,2019-08-24 04:00:00,2,7,2,0,C,Villa Park,41922.0
46630,274,2019-08-24 20:30:00,14,4,2,3,C,Carrow Road,27032.0
46627,274,2019-08-24 23:00:00,131,20,0,2,C,American Express Stadium,30019.0
46629,274,2019-08-24 23:00:00,12,6,1,2,C,Old Trafford,73454.0
46631,274,2019-08-24 23:00:00,18,26,1,2,C,Bramall Lane,30079.0
46633,274,2019-08-24 23:00:00,33,25,1,3,C,Vicarage Road,20035.0
46628,274,2019-08-25 01:30:00,10,1,3,1,C,Anfield,53298.0
46626,274,2019-08-25 22:00:00,127,11,1,3,C,Vitality Stadium,10486.0
46632,274,2019-08-26 00:30:00,21,23,0,1,C,Tottenham Hotspur Stadium,59245.0
46634,274,2019-08-26 00:30:00,38,43,1,1,C,Molineux Stadium,30522.0
46643,274,2019-08-31 20:30:00,20,12,1,1,C,St. Mary's Stadium,30499.0
46637,274,2019-08-31 23:00:00,4,18,2,2,C,Stamford Bridge,40560.0
46638,274,2019-08-31 23:00:00,6,2,1,0,C,Selhurst Park,25248.0
46640,274,2019-08-31 23:00:00,26,127,3,1,C,King Power Stadium,31613.0
46641,274,2019-08-31 23:00:00,11,131,4,0,C,Etihad Stadium,54386.0
46642,274,2019-08-31 23:00:00,23,33,1,1,C,St. James' Park,44157.0
46644,274,2019-08-31 23:00:00,25,14,2,0,C,London Stadium,59950.0
46636,274,2019-09-01 01:30:00,43,10,0,3,C,Turf Moor,21762.0
46639,274,2019-09-01 22:00:00,7,38,3,2,C,Goodison Park,39374.0
46635,274,2019-09-02 00:30:00,1,21,2,2,C,Emirates Stadium,60333.0
46648,274,2019-09-14 20:30:00,10,23,3,1,C,Anfield,51430.0
46647,274,2019-09-14 23:00:00,131,43,1,1,C,American Express Stadium,29398.0
46649,274,2019-09-14 23:00:00,12,26,1,0,C,Old Trafford,73689.0
46651,274,2019-09-14 23:00:00,18,20,0,1,C,Bramall Lane,30985.0
46652,274,2019-09-14 23:00:00,21,6,4,0,C,Tottenham Hotspur Stadium,59812.0
46654,274,2019-09-14 23:00:00,38,4,2,5,C,Molineux Stadium,31534.0
46650,274,2019-09-15 01:30:00,14,11,3,2,C,Carrow Road,27035.0
46646,274,2019-09-15 22:00:00,127,7,3,1,C,Vitality Stadium,10416.0
46653,274,2019-09-16 00:30:00,33,1,2,2,C,Vicarage Road,21360.0
46645,274,2019-09-17 04:00:00,2,25,0,0,C,Villa Park,42010.0
46663,274,2019-09-21 04:00:00,20,127,1,3,C,St. Mary's Stadium,30168.0
46660,274,2019-09-21 20:30:00,26,21,2,1,C,King Power Stadium,32129.0
46656,274,2019-09-21 23:00:00,43,14,2,0,C,Turf Moor,19712.0
46659,274,2019-09-21 23:00:00,7,18,0,2,C,Goodison Park,39354.0
46661,274,2019-09-21 23:00:00,11,33,8,0,C,Etihad Stadium,54273.0
46662,274,2019-09-22 01:30:00,23,131,0,0,C,St. James' Park,43316.0
46658,274,2019-09-22 22:00:00,6,38,1,1,C,Selhurst Park,25122.0
46664,274,2019-09-22 22:00:00,25,12,2,0,C,London Stadium,59936.0
46655,274,2019-09-23 00:30:00,1,2,3,2,C,Emirates Stadium,60331.0
46657,274,2019-09-23 00:30:00,4,10,1,2,C,Stamford Bridge,40638.0
46672,274,2019-09-28 20:30:00,18,10,0,1,C,Bramall Lane,31774.0
46665,274,2019-09-28 23:00:00,2,43,2,2,C,Villa Park,41546.0
46666,274,2019-09-28 23:00:00,127,25,2,2,C,Vitality Stadium,10729.0
46667,274,2019-09-28 23:00:00,4,131,2,0,C,Stamford Bridge,40683.0
46668,274,2019-09-28 23:00:00,6,14,2,0,C,Selhurst Park,25477.0
46673,274,2019-09-28 23:00:00,21,20,2,1,C,Tottenham Hotspur Stadium,59645.0
46674,274,2019-09-28 23:00:00,38,33,2,0,C,Molineux Stadium,30711.0
46669,274,2019-09-29 01:30:00,7,11,1,3,C,Goodison Park,39222.0
46670,274,2019-09-30 00:30:00,26,23,5,0,C,King Power Stadium,32168.0
46671,274,2019-10-01 04:00:00,12,1,1,1,C,Old Trafford,73201.0
46676,274,2019-10-05 20:30:00,131,21,3,0,C,American Express Stadium,30610.0
46677,274,2019-10-05 23:00:00,43,7,1,0,C,Turf Moor,20650.0
46678,274,2019-10-05 23:00:00,10,26,2,1,C,Anfield,53322.0
46681,274,2019-10-05 23:00:00,14,2,1,5,C,Carrow Road,27045.0
